比赛日期,比赛,比赛场次,比赛小场,对阵双方,胜方,战队,队员,位置,所选英雄,击杀,死亡,助攻,击杀小兵数量,击杀中立生物量,在我方野区击杀中立生物,在敌方野区击杀中立生物,获取金钱数,插眼数,拆眼数,购买真眼数,参与推塔数,游戏结束时等级,死亡时长,输出伤害总量,对英雄造成伤害,对英雄造成物理伤害,对英雄造成魔法伤害,承受英雄伤害,承受英雄物理伤害,承受英雄魔法伤害,双杀次数,三杀次数,四杀次数,五杀次数,装备1,装备2,装备3,装备4,装备5,装备6,饰品
2017.03.12	,2017职业联赛	,第五周	,第一场	,QG vs LGD	,QG	,QG	,QGDoinb	,MID	,天启者-卡尔玛	,4	,5	,15	,250	,22	,16	,6	,13660	,18	,3	,3	,2	,17	,205	,180100	,25386	,1738	,23372	,19605	,8041	,11563	,0	,0	,0	,0	,卢登的回声	,爆裂魔杖	,明朗之靴	,雅典娜的邪恶圣杯	,兰德里的折磨	,无用大棒	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,QG vs LGD	,QG	,QG	,QGClid	,JUNGLE	,傲之追猎者-雷恩加尔	,4	,3	,8	,173	,136	,82	,54	,13207	,35	,10	,9	,1	,16	,73	,186568	,11782	,8849	,2587	,29847	,19576	,9899	,1	,0	,0	,0	,附魔：战士	,幽梦之灵	,兰顿之兆	,振奋盔甲	,控制守卫	,水银之靴	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,QG vs LGD	,QG	,QG	,QGAlone	,ADC	,戏命师-烬	,8	,2	,8	,260	,11	,8	,3	,14564	,17	,7	,5	,2	,17	,73	,181041	,20717	,15790	,4181	,10598	,6761	,3711	,1	,0	,0	,0	,狂热	,幽梦之灵	,夜之锋刃	,德拉克萨的暮刃	,轻灵之靴	,短剑	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,QG vs LGD	,QG	,QG	,QGAli	,SUPPORT	,魂锁典狱长-锤石	,2	,5	,9	,50	,1	,0	,1	,9804	,64	,21	,12	,0	,14	,173	,22751	,4619	,579	,4039	,17746	,11499	,5786	,0	,0	,0	,0	,洞察红宝石	,钢铁烈阳之匣	,控制守卫	,救赎	,疾行之靴	,布甲	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,QG vs LGD	,QG	,QG	,QGKabe	,TOP	,青钢影-卡蜜尔	,6	,1	,10	,301	,11	,2	,9	,15271	,18	,5	,5	,0	,18	,49	,178462	,12975	,10938	,563	,22900	,13330	,9315	,1	,0	,0	,0	,忍者足具	,巨型九头蛇	,巨人腰带	,守护天使	,海克斯饮魔刀	,三相之力	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,LGD	,LGDGodV	,MID	,九尾妖狐-阿狸	,5	,3	,6	,368	,15	,12	,3	,16123	,14	,10	,4	,0	,18	,86	,278391	,23066	,876	,17383	,20862	,7677	,13159	,1	,0	,0	,0	,灭世者的死亡之帽	,莫雷洛秘典	,虚空之杖	,卢登的回声	,增幅典籍	,法师之靴	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,LGD	,LGDImp	,ADC	,探险家-伊泽瑞尔	,3	,1	,6	,385	,15	,6	,9	,15602	,18	,4	,3	,0	,17	,59	,256191	,30172	,19941	,8737	,14269	,8399	,5819	,0	,0	,0	,0	,破败王者之刃	,明朗之靴	,海克斯饮魔刀	,魔切	,三相之力	,凡性的提醒	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,LGD	,LGDPyl	,SUPPORT	,天启者-卡尔玛	,0	,3	,7	,32	,0	,0	,0	,9435	,74	,28	,27	,0	,14	,72	,28746	,5244	,387	,4322	,11914	,4990	,6874	,0	,0	,0	,0	,疾行之靴	,救赎	,军团圣盾	,守望之眼	,抗魔斗篷	,控制守卫	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,LGD	,LGDEimy	,JUNGLE	,法外狂徒-格雷福斯	,3	,3	,5	,168	,110	,70	,40	,12325	,37	,19	,10	,1	,16	,129	,188348	,13631	,11736	,1541	,26260	,16903	,8597	,0	,0	,0	,0	,附魔：战士	,控制守卫	,黑色切割者	,忍者足具	,狂热	,玛莫提乌斯之噬	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,LGD	,LGDFunny	,TOP	,暮光之眼-慎	,0	,4	,7	,313	,10	,4	,6	,13207	,22	,5	,4	,0	,18	,122	,196756	,14619	,7997	,6621	,28180	,16936	,6180	,0	,0	,0	,0	,巨型九头蛇	,负极斗篷	,锁子甲	,振奋盔甲	,日炎斗篷	,忍者足具	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,QG	,QGDoinb	,MID	,机械先驱-维克托	,7	,1	,5	,378	,42	,31	,11	,18924	,11	,12	,6	,2	,18	,57	,337492	,33832	,181	,33451	,21213	,10810	,8386	,1	,1	,0	,0	,完美海克斯核心	,虚空之杖	,水银之靴	,巫妖之祸	,中娅沙漏	,瑞莱的冰晶节杖	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,QG	,QGClid	,JUNGLE	,傲之追猎者-雷恩加尔	,1	,3	,7	,199	,158	,77	,81	,13726	,41	,24	,9	,0	,17	,111	,160057	,4061	,3513	,547	,36429	,22569	,11377	,0	,0	,0	,0	,附魔：战士	,兰顿之兆	,守护天使	,忍者足具	,振奋盔甲	,红水晶	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,QG	,QGAlone	,ADC	,戏命师-烬	,1	,1	,9	,301	,14	,4	,10	,14809	,19	,12	,4	,2	,17	,25	,229384	,12843	,10414	,2429	,13377	,7952	,4833	,0	,0	,0	,0	,凡性的提醒	,幽梦之灵	,夜之锋刃	,轻灵之靴	,锯齿短匕	,十字镐	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,QG	,QGAli	,SUPPORT	,唤潮鲛姬-娜美	,0	,4	,10	,15	,2	,2	,0	,10700	,66	,10	,21	,0	,15	,134	,11353	,2987	,378	,2020	,15299	,6541	,7648	,0	,0	,0	,0	,洞察红宝石	,钢铁烈阳之匣	,救赎	,冰霜之牙	,明朗之靴	,（空）	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,QG vs LGD	,QG	,QG	,QGKabe	,TOP	,青钢影-卡蜜尔	,5	,2	,6	,427	,47	,14	,33	,19290	,19	,6	,3	,6	,18	,63	,323529	,24026	,18242	,625	,36655	,25015	,10651	,0	,0	,0	,0	,守护天使	,巨型九头蛇	,斯特拉克的挑战护手	,水银之靴	,三相之力	,饮血剑	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,WE	,WExiye	,MID	,天启者-卡尔玛	,4	,3	,12	,351	,35	,14	,21	,19115	,24	,6	,7	,1	,18	,156	,319775	,49599	,2123	,47047	,24655	,9700	,14700	,0	,0	,0	,0	,灭世者的死亡之帽	,卢登的回声	,莫雷洛秘典	,兰德里的折磨	,明朗之靴	,虚空之杖	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,WE	,WEMystic	,ADC	,探险家-伊泽瑞尔	,13	,4	,6	,399	,34	,19	,15	,22986	,18	,9	,2	,6	,18	,230	,390901	,79039	,59714	,16645	,31094	,19330	,11477	,2	,1	,0	,0	,破败王者之刃	,玛莫提乌斯之噬	,魔切	,三相之力	,凡性的提醒	,明朗之靴	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,WE	,WECondi	,JUNGLE	,盲僧-李青	,1	,5	,15	,170	,126	,65	,61	,16333	,30	,12	,10	,1	,18	,242	,229735	,16387	,13843	,2414	,55209	,35210	,19488	,0	,0	,0	,0	,附魔：战士	,兰顿之兆	,守护天使	,水银之靴	,亡者的板甲	,振奋盔甲	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,WE	,WE957	,TOP	,扭曲树精-茂凯	,2	,4	,12	,316	,5	,2	,3	,16890	,20	,6	,1	,0	,18	,243	,217139	,30362	,3162	,27199	,53369	,30937	,20927	,0	,0	,0	,0	,忍者足具	,日炎斗篷	,振奋盔甲	,骑士之誓	,守护天使	,冰脉护手	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,WE	,WEBen	,SUPPORT	,仙灵女巫-璐璐	,2	,5	,15	,22	,1	,0	,1	,14493	,71	,17	,12	,1	,17	,231	,33144	,14388	,2165	,9069	,24374	,8220	,15546	,1	,0	,0	,0	,米凯尔的坩埚	,守望之眼	,钢铁烈阳之匣	,救赎	,基克的先驱	,明朗之靴	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,IM	,IMAmazingJ	,TOP	,暴怒骑士-克烈	,2	,5	,15	,355	,29	,11	,18	,17027	,26	,4	,2	,0	,18	,173	,271804	,26827	,26507	,168	,78937	,43260	,32857	,0	,0	,0	,0	,巨型九头蛇	,守护天使	,兰顿之兆	,紫雨林之拳	,黑色切割者	,水银之靴	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,IM	,IMJinjiao	,ADC	,寒冰射手-艾希	,7	,6	,11	,425	,27	,20	,7	,20625	,9	,9	,0	,3	,18	,220	,351556	,43251	,38258	,4139	,27245	,11470	,15400	,1	,0	,0	,0	,凡性的提醒	,夺萃之镰	,卢安娜的飓风	,玛莫提乌斯之噬	,狂战士胫甲	,饮血剑	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,IM	,IMAthena	,MID	,猩红收割者-弗拉基米尔	,10	,1	,8	,499	,27	,18	,9	,22986	,27	,14	,7	,1	,18	,0	,447720	,44122	,396	,43290	,52494	,27089	,24461	,2	,1	,1	,0	,灭世者的死亡之帽	,中娅沙漏	,海克斯科技原型腰带-01	,虚空之杖	,深渊权杖	,明朗之靴	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,IM	,IMRoad	,SUPPORT	,唤潮鲛姬-娜美	,0	,4	,21	,42	,0	,0	,0	,14006	,60	,31	,14	,1	,18	,102	,26328	,11210	,1492	,8621	,27551	,13935	,13278	,0	,0	,0	,0	,救赎	,米凯尔的坩埚	,守望之眼	,钢铁烈阳之匣	,控制守卫	,明朗之靴	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第一场	,IM vs WE	,WE	,IM	,IMBen4	,JUNGLE	,酒桶-古拉加斯	,2	,6	,13	,186	,112	,68	,44	,15621	,64	,20	,27	,0	,18	,295	,211702	,23709	,1793	,21288	,53259	,30250	,21092	,0	,0	,0	,0	,振奋盔甲	,附魔：符能回声	,钢铁烈阳之匣	,亡者的板甲	,忍者足具	,（空）	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,WE	,WExiye	,MID	,未来守护者-杰斯	,6	,0	,3	,229	,3	,3	,0	,12110	,16	,2	,4	,3	,15	,0	,161030	,19424	,17778	,1491	,9553	,5942	,3514	,2	,0	,0	,0	,幽梦之灵	,黑色切割者	,凡性的提醒	,速度之靴	,女神之泪	,（空）	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,WE	,WEMystic	,ADC	,戏命师-烬	,3	,0	,2	,234	,2	,1	,1	,10590	,11	,3	,3	,2	,14	,0	,125050	,9683	,8442	,1058	,5472	,3994	,1478	,1	,0	,0	,0	,德拉克萨的暮刃	,幽梦之灵	,（空）	,控制守卫	,狂热	,轻灵之靴	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,WE	,WECondi	,JUNGLE	,蜘蛛女皇-伊莉丝	,2	,1	,7	,137	,118	,69	,49	,10125	,23	,15	,7	,1	,14	,30	,136945	,8193	,478	,7634	,15795	,12278	,3477	,0	,0	,0	,0	,附魔：符能回声	,复用型药水	,兰德里的折磨	,爆裂魔杖	,（空）	,法师之靴	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,WE	,WE957	,TOP	,扭曲树精-茂凯	,1	,0	,2	,230	,1	,0	,1	,10260	,12	,2	,1	,1	,15	,0	,127195	,8141	,1463	,6677	,15613	,10922	,4690	,0	,0	,0	,0	,日炎斗篷	,多兰之戒	,多兰之戒	,腐败药水	,振奋盔甲	,水银之靴	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,WE	,WEBen	,SUPPORT	,魂锁典狱长-锤石	,0	,1	,8	,21	,0	,0	,0	,6775	,33	,11	,8	,0	,12	,31	,8221	,1791	,136	,1655	,5331	,3734	,1597	,0	,0	,0	,0	,禁忌雕像	,洞察红宝石	,（空）	,疾行之靴	,晶体护腕	,圣物之盾	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,IM	,IMAmazingJ	,TOP	,暮光之眼-慎	,0	,1	,1	,226	,5	,2	,3	,8409	,12	,1	,2	,0	,14	,0	,99667	,6498	,4179	,2318	,16490	,9042	,7384	,0	,0	,0	,0	,提亚马特	,多兰之盾	,（空）	,振奋盔甲	,日炎斗篷	,速度之靴	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,IM	,IMJinjiao	,ADC	,皮城女警-凯特琳	,1	,2	,1	,222	,0	,0	,0	,8728	,10	,5	,1	,0	,12	,39	,99213	,6134	,6023	,111	,7147	,4303	,2753	,0	,0	,0	,0	,卢安娜的飓风	,短剑	,多兰之刃	,无尽之刃	,狂战士胫甲	,长剑	,远见改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,IM	,IMAthena	,MID	,符文法师-瑞兹	,0	,4	,1	,238	,15	,15	,0	,8677	,14	,7	,5	,0	,14	,102	,134938	,6503	,74	,6429	,14773	,9761	,4809	,0	,0	,0	,0	,时光之杖	,复用型药水	,炽天使之拥	,布甲	,恶魔法典	,明朗之靴	,监视图腾（饰品）	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,IM	,IMFlawless	,JUNGLE	,盲僧-李青	,1	,3	,0	,113	,95	,58	,37	,7583	,31	,9	,14	,1	,12	,64	,102514	,4798	,3879	,782	,18153	,14598	,3518	,0	,0	,0	,0	,巨人腰带	,控制守卫	,锁子甲	,附魔：战士	,复用型药水	,水银之靴	,神谕改造	
2017.03.12	,2017职业联赛	,第五周	,第二场	,IM vs WE	,WE	,IM	,IMStarlight	,SUPPORT	,天启者-卡尔玛	,0	,2	,1	,10	,0	,0	,0	,5142	,27	,7	,8	,0	,9	,51	,8715	,3396	,299	,3097	,9850	,7530	,2296	,0	,0	,0	,0	,晶体护腕	,守望之眼	,复用型药水	,明朗之靴	,仙女护符	,控制守卫	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,EDG	,EDGKoro1	,TOP	,未来守护者-杰斯	,5	,3	,3	,311	,21	,5	,16	,13749	,18	,2	,6	,0	,17	,71	,194391	,19342	,15703	,3322	,23599	,16676	,4451	,1	,1	,1	,0	,幽梦之灵	,控制守卫	,凡性的提醒	,斯特拉克的挑战护手	,忍者足具	,黑色切割者	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,EDG	,EDGMeiko	,SUPPORT	,虚空先知-玛尔扎哈	,0	,5	,8	,21	,0	,0	,0	,8764	,51	,11	,13	,2	,13	,190	,24646	,10348	,820	,9164	,14084	,9944	,3262	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,控制守卫	,疾行之靴	,（空）	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,EDG	,EDGScout	,MID	,猩红收割者-弗拉基米尔	,2	,7	,6	,280	,7	,1	,6	,12176	,16	,12	,2	,0	,16	,220	,168645	,26380	,454	,25926	,27011	,16732	,7731	,0	,0	,0	,0	,中娅沙漏	,海克斯科技原型腰带-01	,无用大棒	,虚空之杖	,爆裂魔杖	,法师之靴	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,EDG	,EDGFireloli	,JUNGLE	,酒桶-古拉加斯	,2	,4	,4	,135	,106	,69	,37	,10287	,28	,11	,8	,0	,14	,92	,124458	,9358	,948	,8390	,26305	,18894	,5718	,0	,0	,0	,0	,附魔：符能回声	,兰顿之兆	,（空）	,（空）	,亡者的板甲	,忍者足具	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,EDG	,EDGZet	,ADC	,皮城女警-凯特琳	,3	,3	,6	,323	,22	,22	,0	,13907	,14	,8	,2	,1	,16	,133	,218547	,20365	,18282	,1177	,14706	,10116	,3189	,0	,0	,0	,0	,多兰之刃	,无尽之刃	,疾射火炮	,凡性的提醒	,狂战士胫甲	,卢安娜的飓风	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,OMG	,OMGXiyang	,TOP	,狂战士-奥拉夫	,4	,3	,10	,246	,22	,9	,13	,13517	,14	,7	,1	,1	,17	,96	,167256	,16537	,12172	,352	,31529	,19291	,11635	,0	,0	,0	,0	,兰顿之兆	,斯特拉克的挑战护手	,忍者足具	,振奋盔甲	,黑色切割者	,（空）	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,OMG	,OMGJueJue	,MID	,影流之主-劫	,9	,3	,7	,237	,7	,4	,3	,14671	,12	,7	,7	,2	,17	,131	,168104	,26193	,21277	,3666	,24076	,11582	,12119	,3	,0	,0	,0	,幽梦之灵	,夜之锋刃	,水银饰带	,锁子甲	,黑色切割者	,忍者足具	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,OMG	,OMGSmlz	,ADC	,深渊巨口-克格莫	,2	,3	,9	,339	,26	,16	,10	,15165	,10	,8	,2	,3	,17	,87	,230240	,19128	,6636	,9495	,18658	,10430	,8067	,0	,0	,0	,0	,破败王者之刃	,水银饰带	,死刑宣告	,三相之力	,狂战士胫甲	,卢安娜的飓风	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,OMG	,OMGWorld6	,JUNGLE	,傲之追猎者-雷恩加尔	,7	,2	,7	,147	,122	,70	,52	,13267	,34	,13	,8	,2	,16	,70	,182870	,14353	,10657	,3542	,32086	,22453	,9399	,0	,0	,0	,0	,（空）	,锯齿短匕	,附魔：战士	,黑色切割者	,亡者的板甲	,水银之靴	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第一场	,OMG vs EDG	,OMG	,OMG	,OMGFive	,SUPPORT	,仙灵女巫-璐璐	,0	,1	,18	,24	,1	,0	,1	,10592	,58	,11	,16	,0	,15	,45	,20046	,6835	,1047	,5208	,16218	,4750	,11233	,0	,0	,0	,0	,守望之眼	,救赎	,控制守卫	,抗魔斗篷	,炽热香炉	,明朗之靴	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,EDG	,EDGKoro1	,TOP	,深海泰坦-诺提勒斯	,4	,3	,9	,236	,10	,2	,8	,13288	,19	,4	,4	,1	,16	,79	,123328	,16309	,2684	,13624	,21998	,12765	,8591	,0	,0	,0	,0	,号令之旗	,水银之靴	,日炎斗篷	,锁子甲	,黑暗封印	,振奋盔甲	,监视图腾（饰品）	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,EDG	,EDGMeiko	,SUPPORT	,仙灵女巫-璐璐	,3	,2	,20	,29	,0	,0	,0	,12252	,59	,18	,16	,0	,15	,82	,36246	,10882	,2462	,7604	,17028	,7300	,9577	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,以太精魂	,明朗之靴	,禁忌雕像	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,EDG	,EDGScout	,MID	,未来守护者-杰斯	,14	,1	,10	,289	,28	,17	,11	,18240	,12	,13	,5	,3	,18	,30	,237693	,30121	,26460	,3661	,13442	,6862	,5961	,3	,2	,0	,0	,夜之锋刃	,魔切	,幽梦之灵	,黑色切割者	,凡性的提醒	,水银之靴	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,EDG	,EDGFireloli	,JUNGLE	,傲之追猎者-雷恩加尔	,2	,6	,10	,130	,111	,62	,49	,12356	,33	,8	,11	,1	,16	,202	,156812	,8138	,4711	,3312	,35765	,21230	,14036	,0	,0	,0	,0	,附魔：战士	,（空）	,亡者的板甲	,布甲	,振奋盔甲	,忍者足具	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,EDG	,EDGZet	,ADC	,寒冰射手-艾希	,5	,2	,18	,282	,25	,16	,9	,15898	,16	,6	,4	,4	,16	,54	,215241	,22383	,17702	,3306	,12434	,5502	,6583	,0	,0	,0	,0	,水银饰带	,卢安娜的飓风	,破败王者之刃	,凡性的提醒	,无尽之刃	,狂战士胫甲	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,OMG	,OMGXiyang	,TOP	,酒桶-古拉加斯	,3	,3	,7	,273	,12	,3	,9	,12143	,10	,6	,2	,0	,17	,125	,189120	,16987	,3214	,13556	,31115	,19612	,10603	,0	,0	,0	,0	,忍者足具	,冰脉护手	,巨人腰带	,振奋盔甲	,日炎斗篷	,多兰之戒	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,OMG	,OMGJueJue	,MID	,机械先驱-维克托	,2	,7	,8	,307	,9	,9	,0	,12993	,14	,4	,3	,1	,17	,220	,204855	,11690	,206	,11484	,14503	,10213	,4183	,0	,0	,0	,0	,中娅沙漏	,爆裂魔杖	,增幅典籍	,瑞莱的冰晶节杖	,完美海克斯核心	,忍者足具	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,OMG	,OMGSmlz	,ADC	,探险家-伊泽瑞尔	,6	,6	,5	,302	,1	,1	,0	,13636	,8	,8	,1	,0	,16	,174	,172915	,20952	,15450	,5306	,22853	,16359	,6272	,1	,0	,0	,0	,破败王者之刃	,三相之力	,魔切	,最后的轻语	,（空）	,明朗之靴	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,OMG	,OMGWorld6	,JUNGLE	,盲僧-李青	,1	,6	,11	,176	,130	,88	,42	,11109	,36	,16	,9	,0	,16	,182	,156150	,6533	,5143	,1301	,29110	,19879	,8414	,0	,0	,0	,0	,附魔：战士	,提亚马特	,兰顿之兆	,锁子甲	,忍者足具	,巨人腰带	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第二场	,OMG vs EDG	,EDG	,OMG	,OMGFive	,SUPPORT	,虚空先知-玛尔扎哈	,2	,6	,11	,29	,0	,0	,0	,9626	,51	,14	,15	,0	,14	,137	,29626	,12763	,1494	,9512	,14031	,8526	,5244	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,控制守卫	,复用型药水	,疾行之靴	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,EDG	,EDGKoro1	,TOP	,机械公敌-兰博	,4	,7	,2	,285	,34	,6	,28	,12698	,26	,2	,10	,0	,16	,215	,178985	,18524	,734	,17789	,21169	,12217	,8534	,0	,0	,0	,0	,中娅沙漏	,控制守卫	,无用大棒	,水银之靴	,虚空之杖	,兰德里的折磨	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,EDG	,EDGMeiko	,SUPPORT	,唤潮鲛姬-娜美	,2	,6	,14	,21	,0	,0	,0	,9662	,65	,19	,20	,0	,14	,185	,15481	,8616	,2371	,5855	,14947	,8280	,6152	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,控制守卫	,疾行之靴	,增幅典籍	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,EDG	,EDGScout	,MID	,发条魔灵-奥莉安娜	,5	,2	,8	,307	,15	,7	,8	,14175	,20	,5	,4	,0	,18	,53	,196285	,23737	,1233	,22248	,12238	,5642	,6204	,0	,0	,0	,0	,中娅沙漏	,莫雷洛秘典	,灭世者的死亡之帽	,（空）	,虚空之杖	,法师之靴	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,EDG	,EDGFireloli	,JUNGLE	,盲僧-李青	,2	,3	,13	,111	,87	,60	,27	,10914	,37	,12	,12	,0	,15	,73	,103977	,9761	,7820	,1892	,29205	,18898	,9789	,0	,0	,0	,0	,附魔：战士	,控制守卫	,守护天使	,忍者足具	,亡者的板甲	,红水晶	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,EDG	,EDGZet	,ADC	,寒冰射手-艾希	,5	,6	,7	,331	,23	,23	,0	,15462	,17	,10	,4	,2	,16	,161	,219895	,17810	,15911	,1762	,17393	,12020	,5069	,0	,0	,0	,0	,水银饰带	,狂战士胫甲	,破败王者之刃	,凡性的提醒	,卢安娜的飓风	,无尽之刃	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,OMG	,OMGXiyang	,TOP	,荒漠屠夫-雷克顿	,3	,2	,13	,370	,20	,6	,14	,16805	,7	,23	,0	,4	,18	,60	,243256	,15038	,12465	,2573	,41960	,25087	,16621	,1	,0	,0	,0	,守护天使	,斯特拉克的挑战护手	,水银之靴	,亡者的板甲	,振奋盔甲	,黑色切割者	,神谕改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,OMG	,OMGJueJue	,MID	,未来守护者-杰斯	,6	,6	,3	,334	,20	,7	,13	,16313	,25	,6	,6	,2	,18	,285	,246413	,21110	,17313	,3701	,20159	,9165	,10671	,1	,0	,0	,0	,幽梦之灵	,夜之锋刃	,水银弯刀	,（空）	,德拉克萨的暮刃	,轻灵之靴	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,OMG	,OMGSmlz	,ADC	,深渊巨口-克格莫	,9	,1	,8	,339	,44	,18	,26	,18010	,13	,12	,3	,1	,18	,25	,261426	,20164	,6740	,11677	,15482	,8145	,7336	,3	,1	,1	,0	,破败王者之刃	,水银弯刀	,（空）	,卢安娜的飓风	,三相之力	,狂战士胫甲	,远见改造	
2017.03.16	,2017职业联赛	,第六周	,第三场	,OMG vs EDG	,OMG	,OMG	,OMGWorld6	,JUNGLE	,蜘蛛女皇-伊莉丝	,6	,4	,6	,100	,79	,64	,15	,13098	,39	,10	,9	,0	,16	,165	,151258	,14327	,1199	,13031	,25363	,14086	,11244	,1	,0	,0	,0	,兰德里的折磨	,虚空之杖	,附魔：符能回声	,守护天使	,（空）	,法师之靴	,神谕改造	
