比赛日期,比赛,比赛场次,比赛小场,对阵双方,胜方,战队,队员,位置,所选英雄,击杀,死亡,助攻,击杀小兵数量,击杀中立生物量,在我方野区击杀中立生物,在敌方野区击杀中立生物,获取金钱数,插眼数,拆眼数,购买真眼数,参与推塔数,游戏结束时等级,死亡时长,输出伤害总量,对英雄造成伤害,对英雄造成物理伤害,对英雄造成魔法伤害,承受英雄伤害,承受英雄物理伤害,承受英雄魔法伤害,双杀次数,三杀次数,四杀次数,五杀次数,装备1,装备2,装备3,装备4,装备5,装备6,饰品
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,RNG	,RNGUzi	,ADC	,皮城女警-凯特琳	,1	,2	,3	,284	,11	,3	,8	,10299	,11	,3	,2	,1	,13	,36	,151547	,18010	,17086	,308	,12004	,8732	,3249	,0	,0	,0	,0	,基舍艾斯碎片	,多兰之刃	,狂战士胫甲	,无尽之刃	,卢安娜的飓风	,狂热	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,RNG	,RNGMlxg	,JUNGLE	,盲僧-李青	,1	,4	,4	,114	,104	,71	,33	,8201	,20	,6	,6	,0	,13	,114	,117423	,8768	,7250	,1377	,24505	,18558	,5946	,0	,0	,0	,0	,附魔：战士	,控制守卫	,水银之靴	,守望者铠甲	,海克斯饮魔刀	,巨人腰带	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,RNG	,RNGXiaohu	,MID	,符文法师-瑞兹	,2	,2	,0	,272	,13	,13	,0	,10414	,18	,9	,8	,0	,15	,35	,168895	,14856	,492	,14364	,15087	,6361	,8496	,0	,0	,0	,0	,（空）	,（空）	,炽天使之拥	,水银之靴	,时光之杖	,虚空之杖	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,RNG	,RNGLetme	,TOP	,暴怒骑士-克烈	,1	,4	,3	,202	,0	,0	,0	,9019	,13	,0	,2	,0	,14	,105	,112903	,17465	,17465	,0	,26299	,13411	,12747	,0	,0	,0	,0	,巨型九头蛇	,负极斗篷	,多兰之刃	,黑色切割者	,布甲	,速度之靴	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,RNG	,RNGMing	,SUPPORT	,深海泰坦-诺提勒斯	,0	,3	,3	,33	,0	,0	,0	,6101	,36	,4	,8	,0	,11	,66	,19127	,5750	,1169	,4580	,16648	,9809	,6633	,0	,0	,0	,0	,洞察红宝石	,复用型药水	,山岳之容	,（空）	,轻灵之靴	,（空）	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,IM	,IMAmazingJ	,TOP	,扭曲树精-茂凯	,1	,2	,11	,212	,0	,0	,0	,10368	,14	,4	,2	,0	,15	,72	,118828	,15681	,2720	,12960	,21861	,16030	,5831	,0	,0	,0	,0	,振奋盔甲	,日炎斗篷	,锁子甲	,多兰之戒	,多兰之戒	,忍者足具	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,IM	,IMJinjiao	,ADC	,惩戒之箭-韦鲁斯	,3	,0	,8	,265	,14	,8	,6	,12685	,12	,7	,2	,3	,15	,0	,153926	,22467	,19946	,2297	,10543	,7661	,2714	,1	,0	,0	,0	,暴风之剑	,破败王者之刃	,卢安娜的飓风	,十字镐	,狂战士胫甲	,多兰之刃	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,IM	,IMAthena	,MID	,魔蛇之拥-卡西奥佩娅	,6	,0	,5	,295	,11	,10	,1	,13541	,16	,10	,5	,1	,17	,0	,168827	,13906	,45	,13860	,12840	,7285	,5470	,1	,0	,0	,0	,恶魔法典	,（空）	,炽天使之拥	,莫雷洛秘典	,负极斗篷	,瑞莱的冰晶节杖	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,IM	,IMRoad	,SUPPORT	,河流之王-塔姆	,2	,2	,10	,42	,0	,0	,0	,8462	,34	,12	,10	,0	,12	,65	,24033	,7411	,1674	,5507	,21757	,16626	,4739	,0	,0	,0	,0	,救赎	,控制守卫	,洞察红宝石	,圣物之盾	,抗魔斗篷	,水银之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,RNG vs IM	,IM	,IM	,IMBen4	,JUNGLE	,虚空掠夺者-卡兹克	,3	,1	,6	,95	,75	,52	,23	,9648	,22	,10	,5	,1	,14	,27	,123330	,12081	,10788	,1148	,23191	,19625	,3454	,0	,0	,0	,0	,复用型药水	,附魔：战士	,（空）	,水银之靴	,紫雨林之拳	,黑色切割者	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,RNG	,RNGUzi	,ADC	,戏命师-烬	,7	,3	,4	,284	,19	,14	,5	,13638	,8	,8	,2	,1	,15	,59	,194190	,23130	,19636	,3089	,12758	,8188	,4447	,0	,0	,0	,0	,幽梦之灵	,多兰之刃	,轻灵之靴	,无尽之刃	,多米尼克领主的致意	,疾射火炮	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,RNG	,RNGMlxg	,JUNGLE	,机械公敌-兰博	,1	,5	,7	,154	,112	,76	,36	,10136	,28	,5	,6	,0	,14	,123	,149419	,12435	,206	,12220	,21713	,15976	,5592	,0	,0	,0	,0	,附魔：符能回声	,探索者的护臂	,恶魔法典	,虚空之杖	,黑暗封印	,法师之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,RNG	,RNGXiaohu	,MID	,符文法师-瑞兹	,3	,4	,4	,300	,21	,11	,10	,12759	,17	,4	,4	,1	,16	,121	,221696	,9682	,375	,9306	,19109	,10205	,8358	,0	,0	,0	,0	,（空）	,中娅沙漏	,炽天使之拥	,明朗之靴	,时光之杖	,虚空之杖	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,RNG	,RNGLetme	,TOP	,巨魔之王-特朗德尔	,0	,6	,6	,257	,7	,2	,5	,10535	,14	,5	,3	,0	,16	,187	,146531	,10897	,8717	,2180	,36588	,22875	,12701	,0	,0	,0	,0	,贪欲九头蛇	,腐败药水	,水银之靴	,振奋盔甲	,冰川护甲	,守望者铠甲	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,RNG	,RNGMing	,SUPPORT	,荆棘之兴-婕拉	,1	,2	,4	,28	,1	,0	,1	,8431	,56	,22	,13	,0	,12	,39	,25210	,11655	,703	,10952	,13061	,6848	,5922	,0	,0	,0	,0	,守望之眼	,兰德里的折磨	,控制守卫	,疾行之靴	,红水晶	,（空）	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,IM	,IMAmazingJ	,TOP	,扭曲树精-茂凯	,0	,2	,10	,241	,8	,4	,4	,12109	,15	,5	,1	,0	,16	,72	,148956	,13068	,1963	,11104	,26346	,15381	,10701	,0	,0	,0	,0	,日炎斗篷	,振奋盔甲	,守护天使	,多兰之戒	,布甲	,忍者足具	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,IM	,IMJinjiao	,ADC	,皮城女警-凯特琳	,5	,2	,9	,313	,21	,5	,16	,15236	,12	,16	,3	,4	,16	,74	,213356	,24979	,23409	,961	,13512	,7117	,6283	,0	,0	,0	,0	,吸血鬼节杖	,疾射火炮	,卢安娜的飓风	,无尽之刃	,狂战士胫甲	,暴风之剑	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,IM	,IMAthena	,MID	,英勇投弹手-库奇	,6	,2	,7	,319	,34	,22	,12	,15100	,18	,5	,6	,2	,18	,94	,229717	,22669	,3479	,18773	,14275	,8443	,5832	,2	,0	,0	,0	,三相之力	,无尽之刃	,（空）	,海克斯饮魔刀	,法师之靴	,疾射火炮	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,IM	,IMRoad	,SUPPORT	,魂锁典狱长-锤石	,1	,3	,12	,50	,0	,0	,0	,9619	,45	,23	,12	,0	,13	,97	,12385	,4111	,801	,2351	,19370	,9805	,9536	,0	,0	,0	,0	,救赎	,控制守卫	,洞察红宝石	,疾行之靴	,圣物之盾	,军团圣盾	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,RNG vs IM	,IM	,IM	,IMBen4	,JUNGLE	,盲僧-李青	,8	,3	,10	,141	,110	,67	,43	,13570	,37	,11	,12	,1	,15	,92	,155961	,12058	,10054	,1871	,26820	,16165	,10646	,1	,1	,1	,0	,燃烧宝石	,附魔：战士	,（空）	,忍者足具	,玛莫提乌斯之噬	,亡者的板甲	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,IG	,IGKidKid	,JUNGLE	,傲之追猎者-雷恩加尔	,6	,0	,9	,272	,204	,118	,86	,16111	,7	,9	,6	,2	,18	,0	,286493	,14179	,11330	,1977	,36207	,24503	,11264	,0	,0	,0	,0	,附魔：战士	,亡者的板甲	,守护天使	,黑色切割者	,振奋盔甲	,明朗之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,IG	,IGRookie	,MID	,诡术妖姬-乐芙兰	,10	,4	,8	,284	,16	,5	,11	,17141	,20	,6	,2	,2	,18	,101	,196125	,29781	,1617	,27028	,22370	,9974	,11114	,0	,0	,0	,0	,灭世者的死亡之帽	,深渊权杖	,中娅沙漏	,虚空之杖	,以太精魂	,法师之靴	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,IG	,IGMarge	,ADC	,惩戒之箭-韦鲁斯	,3	,2	,9	,330	,4	,2	,2	,15726	,17	,13	,3	,1	,17	,30	,233065	,24841	,22354	,2028	,14254	,7128	,7029	,0	,0	,0	,0	,水银弯刀	,夺萃之镰	,狂战士胫甲	,暴风之剑	,凡性的提醒	,幻影之舞	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,IG	,IGMegan	,SUPPORT	,河流之王-塔姆	,2	,2	,8	,80	,0	,0	,0	,11038	,62	,12	,15	,1	,15	,22	,27401	,3701	,717	,2984	,17913	,7763	,9101	,0	,0	,0	,0	,洞察红宝石	,山岳之容	,钢铁烈阳之匣	,燃烧宝石	,水银之靴	,猛禽斗篷	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,IG	,IGDuke	,TOP	,炼金术士-辛吉德	,1	,2	,12	,331	,1	,0	,1	,15441	,18	,5	,1	,0	,18	,27	,177631	,9488	,1144	,8343	,29453	,15760	,11002	,0	,0	,0	,0	,正义荣耀	,兰顿之兆	,兹若特传送门	,振奋盔甲	,水银之靴	,守护天使	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,OMG	,OMGXiyang	,TOP	,扭曲树精-茂凯	,0	,4	,2	,359	,16	,5	,11	,13312	,19	,6	,3	,0	,18	,116	,195884	,12762	,1455	,11307	,31842	,16739	,14376	,0	,0	,0	,0	,巨人腰带	,兹若特传送门	,守望者铠甲	,日炎斗篷	,振奋盔甲	,水银之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,OMG	,OMGJueJue	,JUNGLE	,法外狂徒-格雷福斯	,1	,7	,4	,209	,169	,102	,67	,12138	,24	,12	,11	,1	,16	,195	,200812	,12285	,10083	,1088	,22279	,13760	,7854	,0	,0	,0	,0	,控制守卫	,考尔菲德的战锤	,多米尼克领主的致意	,玛莫提乌斯之噬	,附魔：战士	,狂战士胫甲	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,OMG	,OMGSmlz	,ADC	,寒冰射手-艾希	,1	,3	,3	,327	,4	,4	,0	,13720	,10	,8	,2	,0	,15	,50	,196034	,16002	,13560	,1999	,16147	,11271	,4614	,0	,0	,0	,0	,多米尼克领主的致意	,多兰之刃	,无尽之刃	,狂战士胫甲	,卢安娜的飓风	,幻影之舞	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,OMG	,OMGFive	,SUPPORT	,荆棘之兴-婕拉	,7	,3	,2	,24	,0	,0	,0	,11481	,54	,13	,20	,1	,16	,66	,39114	,21239	,1658	,19581	,14701	,6485	,7597	,1	,1	,0	,0	,守望之眼	,控制守卫	,红水晶	,爆裂魔杖	,兰德里的折磨	,疾行之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第一场	,IG vs OMG	,IG	,OMG	,OMGIcon	,MID	,符文法师-瑞兹	,1	,5	,3	,284	,12	,7	,5	,12840	,14	,5	,7	,0	,16	,125	,215150	,12833	,678	,12154	,19291	,9396	,9700	,0	,0	,0	,0	,炽天使之拥	,深渊权杖	,虚空之杖	,时光之杖	,（空）	,明朗之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,IG	,IGKidKid	,JUNGLE	,虚空掠夺者-卡兹克	,3	,3	,8	,128	,98	,78	,20	,11768	,9	,6	,9	,0	,15	,72	,162956	,8978	,7137	,1307	,28310	,19910	,7399	,0	,0	,0	,0	,控制守卫	,附魔：战士	,黑色切割者	,（空）	,守护天使	,水银之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,IG	,IGRookie	,MID	,符文法师-瑞兹	,5	,3	,8	,288	,11	,10	,1	,14450	,25	,5	,10	,2	,17	,57	,237811	,21658	,606	,21051	,17348	,5606	,10742	,2	,0	,0	,0	,（空）	,虚空之杖	,炽天使之拥	,中娅沙漏	,时光之杖	,水银之靴	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,IG	,IGMarge	,ADC	,战争女神-希维尔	,8	,0	,4	,330	,16	,10	,6	,16019	,14	,11	,1	,3	,16	,0	,221330	,14159	,13987	,0	,11779	,7428	,4351	,3	,0	,0	,0	,狂战士胫甲	,夺萃之镰	,无尽之刃	,幻影之舞	,多米尼克领主的致意	,（空）	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,IG	,IGMegan	,SUPPORT	,河流之王-塔姆	,0	,2	,8	,87	,0	,0	,0	,9345	,40	,14	,10	,1	,13	,53	,27865	,3051	,424	,2626	,17556	,8074	,9330	,0	,0	,0	,0	,洞察红宝石	,山岳之容	,干扰水晶	,（空）	,轻灵之靴	,（空）	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,IG	,IGDuke	,TOP	,扭曲树精-茂凯	,2	,1	,13	,279	,30	,6	,24	,13224	,14	,6	,0	,2	,17	,0	,159484	,14361	,2491	,11869	,28953	,15227	,12653	,0	,0	,0	,0	,腐败药水	,巨人腰带	,守护天使	,水银之靴	,振奋盔甲	,冰脉护手	,监视图腾（饰品）	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,OMG	,OMGXiyang	,TOP	,深海泰坦-诺提勒斯	,1	,5	,2	,295	,7	,3	,4	,11374	,14	,5	,3	,0	,16	,116	,165754	,8954	,1231	,7722	,17086	,8713	,7871	,0	,0	,0	,0	,冰霜之心	,多兰之戒	,多兰之戒	,振奋盔甲	,日炎斗篷	,水银之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,OMG	,OMGJueJue	,JUNGLE	,盲僧-李青	,0	,5	,4	,143	,117	,79	,38	,9875	,31	,9	,7	,2	,14	,145	,144547	,5091	,3964	,1047	,25829	,15118	,10650	,0	,0	,0	,0	,附魔：战士	,控制守卫	,（空）	,女妖面纱	,亡者的板甲	,忍者足具	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,OMG	,OMGSmlz	,ADC	,戏命师-烬	,1	,3	,4	,280	,17	,9	,8	,11617	,10	,4	,4	,0	,14	,58	,173217	,17114	,14350	,2620	,15192	,10313	,4735	,0	,0	,0	,0	,疾射火炮	,凡性的提醒	,多兰之刃	,轻灵之靴	,无尽之刃	,（空）	,远见改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,OMG	,OMGFive	,SUPPORT	,荆棘之兴-婕拉	,4	,3	,3	,18	,0	,0	,0	,8988	,42	,13	,7	,0	,14	,92	,29580	,16264	,1999	,14264	,15370	,7516	,7853	,1	,0	,0	,0	,守望之眼	,控制守卫	,爆裂魔杖	,增幅典籍	,兰德里的折磨	,疾行之靴	,神谕改造	
2017.01.19	,2017职业联赛	,第一周	,第二场	,IG vs OMG	,IG	,OMG	,OMGIcon	,MID	,魔蛇之拥-卡西奥佩娅	,3	,2	,0	,301	,26	,16	,10	,12233	,14	,7	,7	,0	,16	,41	,158884	,16126	,0	,16126	,13184	,5344	,7840	,0	,0	,0	,0	,深渊权杖	,红水晶	,虚空之杖	,莫雷洛秘典	,爆裂魔杖	,女神之泪	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,Newbee	,NBV	,TOP	,圣锤之毅-波比	,2	,2	,0	,317	,0	,0	,0	,12942	,19	,2	,3	,1	,17	,103	,184206	,13847	,12280	,1567	,27994	,13966	,13755	,0	,0	,0	,0	,控制守卫	,兰顿之兆	,冰脉护手	,振奋盔甲	,守护天使	,水银之靴	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,Newbee	,NBSwift	,JUNGLE	,盲僧-李青	,2	,3	,4	,181	,132	,104	,28	,11748	,42	,7	,8	,0	,16	,117	,171587	,6297	,5403	,893	,27471	,17505	,9965	,0	,0	,0	,0	,附魔：战士	,控制守卫	,锁子甲	,亡者的板甲	,玛莫提乌斯之噬	,水银之靴	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,Newbee	,NBCool	,MID	,魔蛇之拥-卡西奥佩娅	,3	,5	,4	,299	,11	,10	,1	,13336	,13	,4	,5	,0	,18	,201	,201014	,16765	,26	,16739	,22046	,7390	,14553	,0	,0	,0	,0	,虚空之杖	,炽天使之拥	,爆裂魔杖	,深渊权杖	,莫雷洛秘典	,多兰之戒	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,Newbee	,NBLwx	,ADC	,惩戒之箭-韦鲁斯	,0	,4	,4	,380	,21	,5	,16	,13859	,13	,2	,1	,0	,16	,159	,224385	,18053	,15848	,1712	,12557	,5033	,7505	,0	,0	,0	,0	,夺萃之镰	,卢安娜的飓风	,凡性的提醒	,狂战士胫甲	,海克斯饮魔刀	,多兰之刃	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,Newbee	,NBPinus	,SUPPORT	,赏金猎人-厄运小姐	,0	,2	,3	,56	,1	,1	,0	,9449	,48	,17	,10	,0	,14	,68	,40463	,11749	,3213	,7825	,10795	,3484	,7180	,0	,0	,0	,0	,守望之眼	,最后的轻语	,死刑宣告	,黑色切割者	,轻灵之靴	,（空）	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,WE	,WExiye	,MID	,发条魔灵-奥莉安娜	,6	,3	,6	,333	,19	,18	,1	,16961	,19	,7	,5	,1	,18	,122	,242814	,21129	,543	,20212	,10060	,5598	,4462	,0	,0	,0	,0	,灭世者的死亡之帽	,虚空之杖	,恶魔法典	,法师之靴	,莫雷洛秘典	,卢登的回声	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,WE	,WEMystic	,ADC	,寒冰射手-艾希	,6	,1	,5	,347	,17	,7	,10	,17491	,13	,13	,2	,7	,18	,36	,242820	,14753	,13120	,1633	,12590	,5694	,6476	,2	,0	,0	,0	,狂战士胫甲	,吸血鬼节杖	,卢安娜的飓风	,无尽之刃	,多米尼克领主的致意	,幻影之舞	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,WE	,WECondi	,JUNGLE	,虚空遁地兽-雷克塞	,1	,0	,8	,194	,155	,98	,57	,13701	,31	,20	,6	,2	,17	,0	,184844	,7468	,4671	,2649	,36277	,25528	,10556	,0	,0	,0	,0	,提亚马特	,附魔：熔渣巨人	,巨人腰带	,水银之靴	,振奋盔甲	,守护天使	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,WE	,WEZero	,SUPPORT	,荆棘之兴-婕拉	,1	,1	,11	,30	,1	,0	,1	,11236	,48	,18	,15	,1	,15	,38	,30808	,11528	,773	,10754	,10328	,6045	,4282	,0	,0	,0	,0	,法师之靴	,（空）	,守望之眼	,钢铁烈阳之匣	,瑞莱的冰晶节杖	,（空）	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,WE vs Newbee	,WE	,WE	,WE957	,TOP	,扭曲树精-茂凯	,2	,2	,8	,303	,0	,0	,0	,14465	,17	,4	,1	,0	,18	,109	,187982	,19997	,3991	,16005	,27601	,20273	,6738	,0	,0	,0	,0	,守护天使	,冰脉护手	,忍者足具	,锁子甲	,日炎斗篷	,振奋盔甲	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,Newbee	,NBV	,TOP	,深海泰坦-诺提勒斯	,0	,1	,12	,253	,10	,2	,8	,13015	,18	,4	,3	,1	,16	,47	,144231	,9540	,2563	,6977	,9373	,6767	,2485	,0	,0	,0	,0	,腐败药水	,钢铁烈阳之匣	,女妖面纱	,亡者的板甲	,水银之靴	,锁子甲	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,Newbee	,NBSwift	,JUNGLE	,虚空掠夺者-卡兹克	,3	,1	,4	,160	,125	,73	,52	,13125	,11	,8	,7	,2	,16	,47	,223450	,6434	,5427	,775	,28663	,22343	,6263	,0	,0	,0	,0	,（空）	,锁子甲	,黑色切割者	,玛莫提乌斯之噬	,附魔：战士	,水银之靴	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,Newbee	,NBCool	,MID	,魔蛇之拥-卡西奥佩娅	,4	,1	,7	,322	,16	,14	,2	,15114	,18	,6	,3	,3	,18	,50	,218011	,12509	,64	,12349	,12817	,8538	,4279	,0	,0	,0	,0	,深渊权杖	,（空）	,炽天使之拥	,莫雷洛秘典	,虚空之杖	,多兰之戒	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,Newbee	,NBLwx	,ADC	,寒冰射手-艾希	,6	,1	,4	,329	,13	,9	,4	,15809	,12	,10	,0	,1	,16	,47	,227892	,15262	,13040	,1508	,10617	,5570	,5046	,2	,1	,0	,0	,多兰之刃	,卢安娜的飓风	,无尽之刃	,幻影之舞	,狂战士胫甲	,凡性的提醒	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,Newbee	,NBPinus	,SUPPORT	,天启者-卡尔玛	,0	,1	,9	,35	,0	,0	,0	,9381	,63	,28	,17	,0	,13	,36	,16558	,3779	,701	,2481	,9009	,4846	,4163	,0	,0	,0	,0	,守望之眼	,救赎	,（空）	,抗魔斗篷	,明朗之靴	,布甲	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,WE	,WExiye	,MID	,符文法师-瑞兹	,1	,1	,3	,310	,28	,20	,8	,13975	,16	,4	,6	,1	,18	,0	,223194	,7175	,514	,6661	,11260	,5582	,5575	,0	,0	,0	,0	,炽天使之拥	,爆裂魔杖	,虚空之杖	,明朗之靴	,深渊权杖	,时光之杖	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,WE	,WEMystic	,ADC	,探险家-伊泽瑞尔	,2	,2	,2	,331	,18	,18	,0	,14694	,16	,12	,3	,1	,16	,30	,203319	,11988	,8200	,3667	,12161	,6294	,5736	,1	,0	,0	,0	,破败王者之刃	,水银饰带	,三相之力	,魔切	,最后的轻语	,明朗之靴	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,WE	,WECondi	,JUNGLE	,盲僧-李青	,1	,3	,1	,185	,165	,72	,93	,11926	,22	,12	,6	,0	,16	,74	,154496	,4670	,3758	,855	,25683	,19252	,6063	,0	,0	,0	,0	,附魔：战士	,兰顿之兆	,锁子甲	,守护天使	,巨人腰带	,水银之靴	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,WE	,WEZero	,SUPPORT	,弗雷尔卓德之心-布隆	,0	,3	,3	,47	,0	,0	,0	,9208	,62	,15	,13	,0	,13	,108	,16803	,2034	,402	,1631	,12408	,7710	,4460	,0	,0	,0	,0	,疾行之靴	,禁忌雕像	,季分之眼	,钢铁烈阳之匣	,（空）	,晶体护腕	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,WE vs Newbee	,Newbee	,WE	,WE957	,TOP	,扭曲树精-茂凯	,1	,4	,1	,256	,0	,0	,0	,12212	,22	,7	,6	,0	,17	,77	,140280	,6124	,1060	,5063	,16447	,10968	,4678	,0	,0	,0	,0	,控制守卫	,振奋盔甲	,女妖面纱	,腐败药水	,日炎斗篷	,水银之靴	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,Newbee	,NBV	,TOP	,巨魔之王-特朗德尔	,1	,4	,4	,328	,35	,10	,25	,12724	,18	,7	,3	,1	,17	,131	,181430	,7373	,5902	,1471	,33532	,15377	,17878	,0	,0	,0	,0	,锁子甲	,巨型九头蛇	,冰霜之心	,振奋盔甲	,水银之靴	,负极斗篷	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,Newbee	,NBSwift	,JUNGLE	,盲僧-李青	,1	,4	,2	,152	,132	,81	,51	,10683	,43	,5	,12	,0	,15	,141	,149598	,4566	,3927	,539	,26886	,18496	,8313	,0	,0	,0	,0	,附魔：战士	,（空）	,守望者铠甲	,巨人腰带	,水银之靴	,玛莫提乌斯之噬	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,Newbee	,NBCool	,MID	,暗黑元首-辛德拉	,3	,3	,3	,332	,12	,12	,0	,13668	,16	,2	,2	,0	,18	,90	,224503	,11964	,390	,11078	,13160	,2669	,10419	,0	,0	,0	,0	,多兰之戒	,虚空之杖	,法师之靴	,莫雷洛秘典	,深渊权杖	,无用大棒	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,Newbee	,NBLwx	,ADC	,寒冰射手-艾希	,2	,2	,4	,279	,9	,9	,0	,12529	,8	,7	,0	,2	,15	,36	,161820	,13618	,11207	,1834	,11652	,3486	,8165	,0	,0	,0	,0	,最后的轻语	,无尽之刃	,狂战士胫甲	,卢安娜的飓风	,玛莫提乌斯之噬	,（空）	,远见改造	
