gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,cssharepost15,csat10,oppcsat10,csdat10,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,custom_week,custom_damagetaken
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,1,Blue,Top,ADD,MVP,Maokai,Malzahar,Ashe,Zyra,Ekko,Shen,32.7833333333,1,2,1,5,10,7,1,0,0,0,0,0,9,0.061006609,0,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,1,17.98225,1,0,7,4,1,23.6114833333,1,0,13288,405.3279105236,0.2156792728,0.2085071916,22,0.6710726995,0.1946902655,5,0.1525165226,8,7,,,12557,252.8455516014,10625,0.0636076718,273,1,0,1,8.3579054398,0.2062193126,85,68,17,3222,2842,380,5151,4426,725,4677,4401,276,6,23349
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,2,Blue,Jungle,Beyond,MVP,Rengar,Malzahar,Ashe,Zyra,Ekko,Shen,32.7833333333,1,4,3,4,10,7,0,0,0,0,1,0,9,0.1220132181,0.1220132181,0.5185561769,0,19.5501166667,1,1,1,1,1,0,0,0,0,0,,,1,17.98225,1,0,7,4,1,23.6114833333,1,0,8962,273.37061515,0.1454633988,0.2134877473,27,0.8235892222,0.2389380531,9,0.2745297407,8,7,,,12755,258.8852058973,11700,0.0707964602,39,169,91,78,6.3446873411,0.201309329,50,64,-14,3364,3352,12,5062,4826,236,3521,4299,-778,6,24929
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,3,Blue,Middle,Ian,MVP,Syndra,Malzahar,Ashe,Zyra,Ekko,Shen,32.7833333333,1,3,2,5,10,7,1,0,0,0,0,0,9,0.0915099136,0.0915099136,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,1,17.98225,1,0,7,4,1,23.6114833333,1,0,19264,587.615658363,0.3126765136,0.2236752476,10,0.3050330452,0.0884955752,8,0.2440264362,4,4,,,13160,271.2390442298,11700,0.0187206142,267,11,4,7,8.4799186579,0.2144026187,86,76,10,3297,3090,207,5578,5311,267,4718,4594,124,6,11564
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,4,Blue,ADC,MaHa,MVP,Sivir,Malzahar,Ashe,Zyra,Ekko,Shen,32.7833333333,1,0,0,7,10,7,0,0,0,0,0,0,9,0,0,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,1,17.98225,1,0,7,4,1,23.6114833333,1,0,14876,453.7671581088,0.2414543094,0.2448551866,14,0.4270462633,0.1238938053,8,0.2440264362,4,3,,,14002,296.9228266396,11475,0.0242557883,339,16,11,5,10.8286731063,0.3502454992,87,90,-3,3321,3304,17,5098,5016,82,3341,3175,166,6,6576
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,5,Blue,Support,Max,MVP,Lulu,Malzahar,Ashe,Zyra,Ekko,Shen,32.7833333333,1,1,1,6,10,7,0,0,0,0,0,0,9,0.0305033045,0,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,1,17.98225,1,0,7,4,1,23.6114833333,1,0,5220,159.2272496187,0.0847265054,0.1094746268,40,1.220132181,0.3539823009,16,0.4880528724,23,9,,,8620,132.7540416879,7150,-0.0104347826,24,1,0,1,0.7625826131,0.0278232406,3,3,0,1997,1873,124,2940,2804,136,2888,2792,96,6,8530
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,6,Red,Top,Expession,Longzhu Gaming,Nautilus,LeBlanc,Varus,Camille,Sion,Kennen,32.7833333333,0,0,1,3,7,10,0,0,0,0,0,0,9,0,0.061006609,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,0,17.98225,0,1,4,7,0,23.6114833333,0,1,13020,397.153024911,0.2520569161,0.2083705012,16,0.4880528724,0.1415929204,5,0.1525165226,3,2,,,11014,205.7789527199,9970,-0.0636076718,272,3,0,3,8.3884087443,0.2931654676,68,85,-17,2842,3222,-380,4426,5151,-725,4401,4677,-276,6,23223
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,7,Red,Jungle,Crash,Longzhu Gaming,Graves,LeBlanc,Varus,Camille,Sion,Kennen,32.7833333333,0,4,2,3,7,10,1,0,0,0,0,0,9,0.1220132181,0.1220132181,0.5185561769,1,19.5501166667,1,1,1,1,0,0,0,1,0,0,,,0,17.98225,0,1,4,7,0,23.6114833333,0,1,10675,325.6227758007,0.2066595683,0.2300843845,27,0.8235892222,0.2389380531,11,0.3355363498,7,5,,,11717,227.2227758007,10900,-0.0707964602,59,130,89,41,5.7651245552,0.1834532374,64,50,14,3352,3364,-12,4826,5062,-236,4299,3521,778,6,17764
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,8,Red,Middle,Fly,Longzhu Gaming,Corki,LeBlanc,Varus,Camille,Sion,Kennen,32.7833333333,0,3,2,4,7,10,1,0,0,0,0,0,9,0.0915099136,0.0915099136,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,0,17.98225,0,1,4,7,0,23.6114833333,0,1,17472,532.9537366548,0.3382441196,0.2532499784,17,0.5185561769,0.1504424779,3,0.0915099136,2,2,,,12467,250.1002541942,11483,-0.0187206142,275,4,4,0,8.5104219624,0.2607913669,76,86,-10,3090,3297,-207,5311,5578,-267,4594,4718,-124,6,16451
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,9,Red,ADC,PraY,Longzhu Gaming,Jhin,LeBlanc,Varus,Camille,Sion,Kennen,32.7833333333,0,0,2,1,7,10,0,0,0,0,0,0,9,0,0,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,0,17.98225,0,1,4,7,0,23.6114833333,0,1,7226,220.4168784952,0.1398896525,0.2140846811,12,0.3660396543,0.1061946903,2,0.061006609,0,0,,,11199,211.4220640569,11200,-0.0242557883,272,11,2,9,8.6324351805,0.2517985612,90,87,3,3304,3321,-17,5016,5098,-82,3175,3341,-166,6,11360
70367,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70367?gameHash=cb7f0c7100a503bd,LCK,2017-1,42794.113599537,6.1,1,7.03,10,Red,Support,Gorilla,Longzhu Gaming,Karma,LeBlanc,Varus,Camille,Sion,Kennen,32.7833333333,0,0,3,4,7,10,0,0,0,0,0,1,9,0,0.0305033045,0.5185561769,0,19.5501166667,1,1,0,0,0,0,0,0,0,0,,,0,17.98225,0,1,4,7,0,23.6114833333,0,1,3262,99.5017793594,0.0631497435,0.0942104548,41,1.2506354855,0.3628318584,10,0.3050330452,22,9,,,7318,93.0387391967,7225,0.0104347826,13,0,0,0,0.3965429588,0.0107913669,3,3,0,1873,1997,-124,2804,2940,-136,2792,2888,-96,6,12502
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,1,Blue,Top,Expession,Longzhu Gaming,Rumble,Syndra,Jayce,Camille,Sion,Kennen,43.5833333333,1,4,6,11,23,21,0,0,0,0,0,1,9,0.0917782027,0.068833652,1.0095602294,0,11.8936333333,3,2,0,0,0,0,0,0,1,0,,,1,11.6655166667,0,0,10,3,1,21.8191666667,2,1,36581,839.3346080306,0.3106640283,0.1896005896,23,0.5277246654,0.1428571429,1,0.0229445507,2,3,,,16394,247.8975143403,15195,0.0908152735,285,5,4,1,6.6539196941,0.2196382429,83,76,7,3110,3176,-66,5035,5249,-214,4434,4641,-207,6,26106
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,2,Blue,Jungle,Crash,Longzhu Gaming,Rengar,Syndra,Jayce,Camille,Sion,Kennen,43.5833333333,1,3,6,7,23,21,0,0,0,0,0,0,9,0.068833652,0.206500956,1.0095602294,1,11.8936333333,3,2,2,2,0,1,0,1,0,0,,,1,11.6655166667,0,0,10,3,1,21.8191666667,2,1,8399,192.7112810707,0.0713284813,0.1842306612,36,0.8260038241,0.2236024845,16,0.3671128107,15,8,,,16088,240.8764818356,14875,-0.0539656582,55,204,111,93,5.9426386233,0.2183462532,68,53,15,3326,3353,-27,4958,5650,-692,4069,3600,469,6,38005
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,3,Blue,Middle,Fly,Longzhu Gaming,Corki,Syndra,Jayce,Camille,Sion,Kennen,43.5833333333,1,5,3,12,23,21,2,0,0,0,0,0,9,0.1147227533,0.0917782027,1.0095602294,0,11.8936333333,3,2,0,0,0,0,0,0,0,0,,,1,11.6655166667,0,0,10,3,1,21.8191666667,2,1,29171,669.3154875717,0.2477346265,0.2242594412,26,0.5965583174,0.1614906832,7,0.1606118547,5,4,,,18369,293.213001912,16933,0.2165063159,302,18,6,12,7.3422562141,0.2467700258,83,81,2,3194,3184,10,5124,5018,106,4172,4651,-479,6,25428
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,4,Blue,ADC,PraY,Longzhu Gaming,Caitlyn,Syndra,Jayce,Camille,Sion,Kennen,43.5833333333,1,11,2,4,23,21,1,0,0,0,0,0,9,0.2523900574,0.068833652,1.0095602294,0,11.8936333333,3,2,0,0,0,0,0,0,0,0,,,1,11.6655166667,0,0,10,3,1,21.8191666667,2,1,37659,864.068833652,0.31981894,0.2810297627,16,0.3671128107,0.099378882,19,0.4359464627,2,2,,,21604,367.438623327,21050,0.2114248194,349,22,6,16,8.5124282983,0.2894056848,90,72,18,3318,2966,352,6327,4970,1357,3195,3234,-39,6,20050
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,5,Blue,Support,Gorilla,Longzhu Gaming,Lulu,Syndra,Jayce,Camille,Sion,Kennen,43.5833333333,1,0,4,18,23,21,0,0,0,0,0,0,9,0,0.0458891013,1.0095602294,0,11.8936333333,3,2,0,0,0,0,0,0,0,0,,,1,11.6655166667,0,0,10,3,1,21.8191666667,2,1,5941,136.3135755258,0.050453924,0.1208795451,60,1.3766730402,0.3726708075,19,0.4359464627,35,15,,,12478,158.0466539197,11585,0.0121580547,23,0,0,0,0.5277246654,0.0258397933,1,1,0,1836,1941,-105,3270,3049,221,2967,2612,355,6,19009
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,6,Red,Top,ADD,MVP,Maokai,Varus,LeBlanc,Ashe,Shen,Zilean,43.5833333333,0,3,6,12,21,23,0,0,0,0,0,0,9,0.068833652,0.0917782027,1.0095602294,0,11.8936333333,2,3,0,0,0,0,0,0,0,1,,,0,11.6655166667,1,1,3,10,0,21.8191666667,1,2,19844,455.3116634799,0.2072783488,0.1796293453,26,0.5965583174,0.1666666667,13,0.2982791587,6,5,,,13780,187.920458891,13875,-0.0908152735,243,1,0,1,5.5984703633,0.1703800786,76,83,-7,3176,3110,66,5249,5035,214,4641,4434,207,6,48433
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,7,Red,Jungle,Beyond,MVP,Graves,Varus,LeBlanc,Ashe,Shen,Zilean,43.5833333333,0,9,5,9,21,23,0,0,0,0,1,0,9,0.206500956,0.068833652,1.0095602294,0,11.8936333333,2,3,2,2,0,2,0,0,0,0,,,0,11.6655166667,1,1,3,10,0,21.8191666667,1,2,28570,655.5258126195,0.298424835,0.228165369,40,0.9177820268,0.2564102564,11,0.2523900574,19,11,,,15993,238.696749522,15700,0.0539656582,78,164,111,53,5.552581262,0.2057667104,53,68,-15,3353,3326,27,5650,4958,692,3600,4069,-469,6,29124
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,8,Red,Middle,Ian,MVP,Ahri,Varus,LeBlanc,Ashe,Shen,Zilean,43.5833333333,0,4,3,11,21,23,0,0,0,0,0,0,9,0.0917782027,0.1147227533,1.0095602294,0,11.8936333333,2,3,0,0,0,0,0,0,0,0,,,0,11.6655166667,1,1,3,10,0,21.8191666667,1,2,17695,406.0038240918,0.1848312025,0.1808356179,12,0.275334608,0.0769230769,6,0.137667304,7,7,,,13835,189.1824091778,13625,-0.2165063159,253,1,1,0,5.82791587,0.1533420708,81,83,-2,3184,3194,-10,5018,5124,-106,4651,4172,479,6,25298
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,9,Red,ADC,MaHa,MVP,Sivir,Varus,LeBlanc,Ashe,Shen,Zilean,43.5833333333,0,3,4,13,21,23,0,0,0,0,0,0,9,0.068833652,0.2523900574,1.0095602294,0,11.8936333333,2,3,0,0,0,0,0,0,0,0,,,0,11.6655166667,1,1,3,10,0,21.8191666667,1,2,17965,412.1988527725,0.1876514582,0.2741133896,17,0.3900573614,0.108974359,7,0.1606118547,5,5,,,18088,286.765583174,17025,-0.2114248194,416,19,13,6,9.9808795411,0.4128440367,72,90,-18,2966,3318,-352,4970,6327,-1357,3234,3195,39,6,18808
70369,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70369?gameHash=46515b3542466c83,LCK,2017-1,42794.1552083333,6.1,2,7.03,10,Red,Support,Max,MVP,Malzahar,Varus,LeBlanc,Ashe,Shen,Zilean,43.5833333333,0,2,5,12,21,23,0,0,0,0,0,0,9,0.0458891013,0,1.0095602294,0,11.8936333333,2,3,0,0,0,0,0,0,0,0,,,0,11.6655166667,1,1,3,10,0,21.8191666667,1,2,11662,267.5793499044,0.1218141556,0.1372562781,61,1.3996175908,0.391025641,12,0.275334608,31,18,,,11848,143.5915869981,11445,-0.0121580547,44,1,0,1,1.0325047801,0.0576671035,1,1,0,1941,1836,105,3049,3270,-221,2612,2967,-355,6,16329
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,1,Blue,Top,ADD,MVP,Jayce,Ashe,Graves,Rengar,Shen,Rumble,31.4833333333,0,1,4,0,1,17,0,0,0,0,1,0,7,0.0317628375,0.1270513499,0.5717310746,0,13.5907333333,1,2,0,0,0,0,0,0,0,0,1,,1,11.13495,0,0,2,10,0,27.05085,0,1,16510,524.4044467972,0.38804146,0.2560995453,19,0.6034939121,0.180952381,8,0.2541026998,6,6,,,11160,223.9673901535,10950,0.0184331797,254,1,0,1,8.0995235574,0.249500998,84,66,18,3579,2784,795,5857,5076,781,4520,4133,387,6,18474
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,2,Blue,Jungle,Beyond,MVP,Elise,Ashe,Graves,Rengar,Shen,Rumble,31.4833333333,0,0,3,0,1,17,0,0,0,0,0,0,7,0,0.1905770249,0.5717310746,0,13.5907333333,1,2,0,2,0,0,0,0,0,0,1,,1,11.13495,0,0,2,10,0,27.05085,0,1,5108,162.2445738486,0.1200554681,0.1906876062,26,0.8258337745,0.2476190476,6,0.1905770249,9,6,,,9359,166.7625198518,8525,-0.1442176871,37,147,78,69,5.8443620963,0.1796407186,61,45,16,3069,2935,134,4682,5044,-362,3504,3456,48,6,17680
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,3,Blue,Middle,Ian,MVP,LeBlanc,Ashe,Graves,Rengar,Shen,Rumble,31.4833333333,0,0,3,1,1,17,0,0,0,0,0,0,7,0,0.0952885124,0.5717310746,0,13.5907333333,1,2,0,0,0,0,0,0,0,0,1,,1,11.13495,0,0,2,10,0,27.05085,0,1,6045,192.0063525675,0.1420781724,0.2199613557,16,0.5082053997,0.1523809524,5,0.1588141874,2,2,,,10165,192.3633668608,9700,-0.1805392732,242,4,3,1,7.8136580201,0.2155688623,91,80,11,3622,3171,451,5312,5079,233,5118,5025,93,6,12893
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,4,Blue,ADC,MaHa,MVP,Caitlyn,Ashe,Graves,Rengar,Shen,Rumble,31.4833333333,0,0,4,0,1,17,0,0,0,0,0,0,7,0,0.1270513499,0.5717310746,0,13.5907333333,1,2,0,0,0,0,0,0,0,0,1,,1,11.13495,0,0,2,10,0,27.05085,0,1,8793,279.2906299629,0.2066655698,0.2352519867,13,0.4129168872,0.1238095238,6,0.1905770249,4,3,,,10586,205.7355214399,10225,-0.1020881671,254,30,18,12,9.0206458444,0.3073852295,93,86,7,3337,3237,100,4802,5432,-630,3273,3442,-169,6,11098
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,5,Blue,Support,Max,MVP,Karma,Ashe,Graves,Rengar,Shen,Rumble,31.4833333333,0,0,3,0,1,17,0,0,0,0,0,0,7,0,0,0.5717310746,1,13.5907333333,1,2,1,0,0,0,0,1,0,0,1,,1,11.13495,0,0,2,10,0,27.05085,0,1,6091,193.4674430916,0.1431593297,0.0979995061,31,0.9846479619,0.2952380952,13,0.4129168872,14,3,,,6807,85.7037586024,6675,-0.1164021164,34,1,0,1,1.1116993118,0.0479041916,0,2,-2,1781,1831,-50,2988,3221,-233,3184,2491,693,6,12393
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,6,Red,Top,Expession,Longzhu Gaming,Maokai,Varus,Syndra,Camille,Lulu,Sion,31.4833333333,1,4,0,9,17,1,0,0,0,0,0,0,7,0.1270513499,0.0317628375,0.5717310746,0,13.5907333333,2,1,0,0,0,0,0,0,0,0,0,,0,11.13495,1,1,10,2,1,27.05085,1,0,11332,359.936474325,0.2131677953,0.2131908053,16,0.5082053997,0.1333333333,1,0.0317628375,3,2,,,12888,278.8535733192,10750,-0.0184331797,254,10,2,8,8.3853890948,0.2862318841,66,84,-18,2784,3579,-795,5076,5857,-781,4133,4520,-387,6,20439
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,7,Red,Jungle,Crash,Longzhu Gaming,Kha'zix,Varus,Syndra,Camille,Lulu,Sion,31.4833333333,1,6,1,5,17,1,0,0,0,0,0,1,7,0.1905770249,0,0.5717310746,0,13.5907333333,2,1,2,0,1,1,0,0,0,0,0,,0,11.13495,1,1,10,2,1,27.05085,1,0,11443,363.4621492853,0.2152558315,0.2009761973,27,0.857596612,0.225,8,0.2541026998,12,7,,,12385,262.8768660667,9850,0.1442176871,30,103,74,29,4.2244573849,0.1322463768,45,61,-16,2935,3069,-134,5044,4682,362,3456,3504,-48,6,23788
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,8,Red,Middle,Fly,Longzhu Gaming,Ryze,Varus,Syndra,Camille,Lulu,Sion,31.4833333333,1,3,0,8,17,1,0,0,0,0,0,0,7,0.0952885124,0,0.5717310746,0,13.5907333333,2,1,0,0,0,0,0,0,0,0,0,,0,11.13495,1,1,10,2,1,27.05085,1,0,13138,417.3001588142,0.2471407073,0.2446136736,21,0.6670195871,0.175,4,0.1270513499,7,7,,,14182,319.9546850185,11625,0.1805392732,290,10,4,6,9.528851244,0.3043478261,80,91,-11,3171,3622,-451,5079,5312,-233,5025,5118,-93,6,10915
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,9,Red,ADC,PraY,Longzhu Gaming,Jhin,Varus,Syndra,Camille,Lulu,Sion,31.4833333333,1,4,0,7,17,1,0,0,0,0,0,0,7,0.1270513499,0,0.5717310746,0,13.5907333333,2,1,0,0,0,0,0,0,0,0,0,,0,11.13495,1,1,10,2,1,27.05085,1,0,11041,350.6934886183,0.2076937547,0.2199659059,15,0.4764425622,0.125,3,0.0952885124,5,5,,,13167,287.7154049762,11325,0.1020881671,268,3,1,2,8.6077289571,0.2427536232,86,93,-7,3237,3337,-100,5432,4802,630,3442,3273,169,6,9612
70370,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70370?gameHash=db0a448ca0b09cfc,LCK,2017-1,42794.1993402778,6.1,3,7.03,10,Red,Support,Gorilla,Longzhu Gaming,Malzahar,Varus,Syndra,Camille,Lulu,Sion,31.4833333333,1,0,0,11,17,1,0,0,0,0,0,0,7,0,0,0.5717310746,0,13.5907333333,2,1,0,1,0,0,0,0,0,0,0,,0,11.13495,1,1,10,2,1,27.05085,1,0,6206,197.1201694018,0.1167419112,0.1212534179,41,1.3022763367,0.3416666667,16,0.5082053997,22,8,,,9102,158.5994706194,7500,0.1164021164,24,0,0,0,0.7623080995,0.0344202899,2,0,2,1831,1781,50,3221,2988,233,2491,3184,-693,6,5649
70373,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70373?gameHash=14ec28f5c66e1a98,LCK,2017-1,42794.2345717593,6.1,1,7.03,1,Blue,Top,Roach,Kongdoo Monster,Nautilus,Jayce,Rumble,Malzahar,Kennen,Renekton,45.75,0,1,2,3,7,10,0,0,0,0,0,1,11,0.0218579235,0.0218579235,0.3715846995,0,10.2817,0,5,0,0,0,0,0,0,0,0,,,0,17.6189833333,1,1,4,6,1,36.5960666667,1,1,16832,367.912568306,0.1991834803,0.189554998,29,0.6338797814,0.144278607,11,0.2404371585,6,6,,,14468,188.262295082,14850,0.016293279,314,6,3,3,6.9945355191,0.1989583333,91,84,7,3297,3137,160,4726,5128,-402,4922,4792,130,6,31594
70373,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70373?gameHash=14ec28f5c66e1a98,LCK,2017-1,42794.2345717593,6.1,1,7.03,2,Blue,Jungle,Punch,Kongdoo Monster,Graves,Jayce,Rumble,Malzahar,Kennen,Renekton,45.75,0,1,3,5,7,10,0,0,0,0,0,0,11,0.0218579235,0.0655737705,0.3715846995,0,10.2817,0,5,0,3,0,0,0,0,0,1,,,0,17.6189833333,1,1,4,6,1,36.5960666667,1,1,16142,352.8306010929,0.1910182829,0.189488974,49,1.0710382514,0.2437810945,34,0.7431693989,25,13,,,14465,188.1967213115,13625,0.1083172147,64,165,117,48,5.0054644809,0.16875,49,64,-15,3181,3086,95,4575,4691,-116,3880,3718,162,6,24163
70373,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70373?gameHash=14ec28f5c66e1a98,LCK,2017-1,42794.2345717593,6.1,1,7.03,3,Blue,Middle,Edge,Kongdoo Monster,Ryze,Jayce,Rumble,Malzahar,Kennen,Renekton,45.75,0,2,1,1,7,10,0,0,0,0,0,0,11,0.043715847,0.0218579235,0.3715846995,0,10.2817,0,5,0,1,0,0,0,0,0,0,,,0,17.6189833333,1,1,4,6,1,36.5960666667,1,1,16271,355.650273224,0.1925448198,0.2511554206,26,0.5683060109,0.1293532338,11,0.2404371585,9,9,,,17267,249.4426229508,16975,0.0844205679,398,15,6,9,9.0273224044,0.2770833333,87,100,-13,3329,3562,-233,5225,5439,-214,4786,5166,-380,6,16537
70373,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70373?gameHash=14ec28f5c66e1a98,LCK,2017-1,42794.2345717593,6.1,1,7.03,4,Blue,ADC,SSol,Kongdoo Monster,Jhin,Jayce,Rumble,Malzahar,Kennen,Renekton,45.75,0,3,1,4,7,10,0,0,0,0,0,0,11,0.0655737705,0.087431694,0.3715846995,0,10.2817,0,5,0,0,0,0,0,0,0,0,,,0,17.6189833333,1,1,4,6,1,36.5960666667,1,1,29927,654.1420765027,0.3541447252,0.2537963819,16,0.349726776,0.07960199,7,0.1530054645,5,4,,,17387,252.0655737705,16350,0,407,12,10,2,9.1584699454,0.2822916667,87,95,-8,3222,3350,-128,5117,5200,-83,3086,3357,-271,6,12609
70373,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/70373?gameHash=14ec28f5c66e1a98,LCK,2017-1,42794.2345717593,6.1,1,7.03,5,Blue,Support,GuGer,Kongdoo Monster,Tahm Kench,Jayce,Rumble,Malzahar,Kennen,Renekton,45.75,0,0,3,5,7,10,0,0,0,0,0,0,11,0,0.0218579235,0.3715846995,0,10.2817,0,5,0,0,0,0,0,0,0,0,,,0,17.6189833333,1,1,4,6,1,36.5960666667,1,1,5333,116.5683060109,0.0631086918,0.1160042255,81,1.7704918033,0.4029850746,22,0.4808743169,50,22,,,11126,115.2131147541,11100,0.0181818182,101,3,3,0,2.2732240437,0.0729166667,23,4,19,2049,2072,-23,3043,3229,-186,2619,2971,-352,6,31953
