选手,每分钟对英雄伤害,每分钟金钱,平均每击败需要伤害,平均每死亡承受伤害,伤害金钱比,伤害金钱比（占团队比例）,伤害占团队百分比,承伤占团队百分比,击杀,死亡,助攻,胜率,选取英雄频次,赛区,位置,出场次数
S1mLz,857.6697809351654,412.475182574883,3655.75,12765.166666666668,2.026529738727807,1.50459879247741,0.36397371847434523,0.1465527045363689,5.5,2.0,6.5,0.0,Caitlyn-1 Jhin-1,LPL,ADC,2
Tinowns,442.7520069866788,358.9910168885089,5243.095238095238,7874.333333333334,1.205203433622364,1.1088266126071984,0.24148836821442682,0.18482400569292584,1.0,2.5,4.0,0.5,Ryze-1 Taliyah-1,CBLoL,Middle,2
Rekkles,275.09965056274166,329.0864048272444,2066.9375,5812.5,0.7858583286820011,0.945081647439474,0.21803395127611483,0.1018387977671564,2.0,1.5,3.0,0.0,Jhin-2,EULCS,ADC,2
Steeelback,371.4344502873914,337.7394317394317,2838.5,5685.25,1.0590645747862462,1.0694611914258836,0.22948737395916471,0.16351001124688957,2.5,2.5,3.5,0.0,Ezreal-2,EULCS,ADC,2
Morning,415.8564577785682,316.7885902964119,5617.503472222223,17471.791666666668,1.2871360097803297,1.1328202487924817,0.21878989855398231,0.3082783066145175,1.25,3.0,7.0,0.5,Maokai-3 Nautilus-1,LMS,Top,4
Trick,508.67861073743427,421.9271533977416,1411.796052631579,34847.5,1.1434837877721666,1.2381794226451195,0.2731347286810525,0.37994238441425615,7.0,0.5,6.5,1.0,Kha'zix-1 Nidalee-1,EULCS,Jungle,2
Alone,753.1873792654519,389.07276239511333,2599.3333333333335,6333.0,1.888958868271886,1.8711383259178458,0.38436135290464407,0.129422744179076,4.0,3.0,11.0,1.0,Varus-1,LPL,ADC,1
Breeze,463.5298586517952,335.3717045231491,6030.458333333334,10163.625,1.3356946412189827,1.2238134203592308,0.2713665726433295,0.1507904105965657,0.0,2.0,3.5,0.0,Ashe-1 Varus-1,LMS,ADC,2
Wolf,190.97870730752004,253.66106301128298,740.6103632478631,8763.677777777777,0.7150312293567188,0.594379814271131,0.08340810380812845,0.1346431123160925,1.0,2.6666666666666665,12.333333333333334,0.6666666666666666,Karma-2 Lulu-1 Nami-2 Tahm Kench-1,LCK,Support,6
Betty,559.1527749476012,465.8465729231985,2644.0555555555557,12863.5,1.1707485304245004,1.0745993007532992,0.2659504464089678,0.13239867966264096,3.0,1.0,5.5,1.0,Sivir-2,LMS,ADC,2
Arrow,408.64444177582436,362.4458118487118,3223.0741064491067,5353.191666666667,1.0850566355516706,1.1121021868672607,0.24040119292050458,0.1298047468878906,2.6666666666666665,2.0,5.166666666666667,0.5,Ashe-4 Jhin-2,NALCS,ADC,6
Flaxxish,331.2357342824269,282.11651344480447,4840.75,4653.642857142857,1.1282821996094987,1.1098070887916807,0.22108183630259784,0.278518953261402,1.5,5.0,0.5,0.0,Renekton-1 Rumble-1,EULCS,Top,2
IgNar,195.6928337452557,268.8386791968072,532.5122474747475,6840.7,0.6905937325234968,0.6903956952741129,0.10107274332111685,0.1622157115252523,1.4,2.8,13.4,0.8,Alistar-1 Bard-1 Malzahar-3,EULCS,Support,5
dyNquedo,518.7133693926501,324.17687352826647,2773.534090909091,3593.75,1.5228997611064203,1.2074387256656043,0.2618489262158554,0.15987802276426571,2.5,4.5,5.0,0.0,Jayce-1 Syndra-1,CBLoL,Middle,2
SnowFlower,250.47829200613916,235.28840995636796,1272.1210317460318,5148.416666666667,0.9832260230539236,0.830905964274361,0.12411055000914095,0.14493881982093335,1.2,3.8,7.2,0.2,Karma-2 Malzahar-2 Zyra-1,LCK,Support,5
tockers,513.3571329303036,359.1087311514141,12280.4,7983.25,1.383481711144309,1.3769343231696265,0.306286973563071,0.13155246019148897,2.0,2.0,1.0,0.5,Corki-1 Syndra-1,CBLoL,Middle,2
Jockster,197.3049328279412,275.4980851230631,611.9285714285714,9351.1,0.6758874148036016,0.5691639088406883,0.08494728887600003,0.17726883000979027,1.5,3.0,10.5,1.0,Malzahar-1 Thresh-1,CBLoL,Support,2
Broxah,160.97402287503218,279.6495023568138,926.5714285714286,14038.5,0.5416758702569873,0.6496982532789788,0.12779007761430583,0.24435039066293401,2.0,1.5,3.5,0.0,Elise-1 Kha'zix-1,EULCS,Jungle,2
Swift,276.4181898888074,306.77250498905755,2046.875,7289.333333333334,0.8558305405246925,1.1698956597578756,0.23891994749260237,0.2695238659940281,1.5,3.0,2.5,0.0,Graves-1 Rengar-1,LPL,Jungle,2
Nestea,133.329855269365,261.81337481385253,668.2939814814814,4658.377777777779,0.47081715145750974,0.5048786596047063,0.07721550565242626,0.16101532523356743,0.6666666666666666,4.0,8.666666666666666,0.6666666666666666,Karma-1 Malzahar-1 Nautilus-1,LMS,Support,3
Smeb,633.817506770171,370.38552213886487,4610.01531986532,9593.333333333332,1.636612713763433,1.2272806132804603,0.2657206609031412,0.24582213597291006,3.1666666666666665,3.6666666666666665,5.833333333333333,0.3333333333333333,Camille-1 Gragas-1 Maokai-1 Rumble-2 Talon-1,LCK,Top,6
Rins,350.6798519123364,367.9012363291714,1197.6527777777778,13226.75,0.90871888101976,0.8612397135446768,0.16762943692741966,0.30329586118261675,2.5,3.5,8.0,1.0,Gragas-1 Maokai-1,LMS,Top,2
Spirit,239.81515711645102,271.090573012939,6487.0,3621.0,0.8281629005489596,0.8716583700460502,0.1630923947203017,0.21289042404644667,0.0,4.0,1.0,0.0,Elise-1,LCK,Jungle,1
Nexus,541.5153929480632,329.4320026975537,3384.848269230769,11659.046666666667,1.5678415768086504,1.3260376318862255,0.2675780465840721,0.2774437211829257,2.2,3.2,7.4,0.2,Camille-1 Maokai-2 Rumble-1 Sion-1,LMS,Top,5
SwordArt,141.79455879362177,262.09976903751584,968.5333333333334,8069.0,0.5257420975051692,0.4808290357037681,0.06745919603156113,0.08714407699393409,0.0,1.0,7.0,1.0,Lulu-1 Nami-1,LMS,Support,2
Karsa,634.9954690580112,403.65085252372415,1903.09375,16687.333333333332,1.5385980227814984,1.4375622217005066,0.30325843196752933,0.2993802814331861,6.5,1.5,6.5,1.0,Nidalee-1 Rengar-1,LMS,Jungle,2
M1ssion,398.94504054487663,370.846898491317,2877.1833333333334,14105.5,1.0275127209456696,1.009582742588565,0.2369072202879416,0.134508365252137,2.5,1.0,4.0,0.0,Ryze-1 Syndra-1,LMS,Middle,2
CoCo,275.39636968601246,321.1968579516688,2357.7,4212.833333333333,0.8076779116373511,1.128231866581654,0.2405677602253557,0.15471130348300874,0.5,3.0,3.0,0.0,Orianna-1 Syndra-1,LPL,Middle,2
Chunx,97.4850911155604,209.23149496767826,1392.1666666666667,11871.5,0.4441168025472755,0.3961108357370816,0.05567195985212747,0.10933149354960076,0.0,1.0,3.5,0.0,Karma-1 Lulu-1,LMS,Support,2
Mouse,389.8147471154837,375.3331881243331,3802.0880952380953,15813.95,0.9927672299590748,1.082201366831165,0.23208004615457428,0.30374105951555486,3.8,2.4,4.8,0.4,Camille-3 Maokai-2,LPL,Top,5
Pobelter,494.4103076029712,355.2257859313125,2638.9583333333335,4085.133333333333,1.3486032195710755,1.0760037069165505,0.22266850749979708,0.20881194469459394,3.6666666666666665,4.666666666666667,4.333333333333333,0.3333333333333333,Jayce-1 LeBlanc-1 Ryze-1,NALCS,Middle,3
Wraith,82.86067368779085,222.402097879316,1297.4555555555555,4848.133333333333,0.35498080817117167,0.44978871928480224,0.0589343802931744,0.13014236517356084,0.0,2.3333333333333335,5.666666666666667,0.6666666666666666,Karma-1 Thresh-2,LCK,Support,3
Vizicsacsi,403.34327136036666,388.7189991374729,2025.0455555555557,10173.438095238094,0.9887346735125544,1.0076685266997694,0.22104827900306007,0.3321650869974765,3.4,4.0,5.4,0.6,Gangplank-1 Maokai-1 Renekton-1 Shen-1 Trundle-1,EULCS,Top,5
Envy,491.0973714318037,415.74077858108745,1511.923076923077,13202.5,1.1324663735733147,0.9536310932204931,0.21143416353361416,0.13639894323472618,3.0,0.5,8.0,1.0,Ahri-1 Syndra-1,CBLoL,Middle,2
AoD,83.00448412213117,222.60770046064164,565.4166666666667,4339.65,0.3483726938719375,0.3440763136569857,0.04969229676269068,0.1617958059628871,1.0,3.5,4.0,0.0,Camille-1 Lulu-1,EULCS,Support,2
Dardoch,420.57903963634925,337.428299099501,1929.2549019607843,11887.652777777776,1.1700836308573679,0.9253207769523898,0.1825313789710226,0.30848840364594926,2.6666666666666665,5.0,6.333333333333333,0.3333333333333333,Elise-1 Graves-1 Rengar-1,NALCS,Jungle,3
SkuLL,124.05074072816149,196.27161957302133,2044.8541666666667,3571.25,0.5935837675187269,0.5720250238721556,0.07818541825896665,0.15417369917930285,0.25,4.0,4.0,0.0,Karma-4,LMS,Support,4
Sneaky,546.3124648942792,369.44966738188805,2055.05,8754.5,1.4274316411875962,1.1850304419910196,0.24078929328632886,0.12963903179233482,2.5,1.0,7.5,1.0,Jhin-2,NALCS,ADC,2
Peanut,235.6702864082855,346.4566282238296,1083.5246753246754,18832.5,0.6500853148852557,0.5833637521187564,0.11477159127542677,0.31412496332841033,3.5,2.5,5.0,0.5,Graves-1 Rengar-3,LCK,Jungle,4
mithy,208.0211161387632,303.3029228323346,587.29375,6920.0,0.6541214639946127,0.7111072700689063,0.11326521308064348,0.1011734189685373,2.5,1.5,10.5,1.0,Malzahar-2,EULCS,Support,2
Xmithie,314.0745588114743,321.9824367889513,2079.1400000000003,7507.079047619048,0.9205065798478513,0.9002521114848354,0.18368136012479302,0.25632845497884316,2.6,4.0,3.8,0.4,Elise-1 Graves-2 Rengar-2,NALCS,Jungle,5
Mylon,700.7226738934055,410.74777638802027,3161.5238095238096,10515.125,1.6573132367191792,1.44977340286313,0.330199777692242,0.19786052609308302,5.0,2.5,5.0,0.5,Rumble-2,CBLoL,Top,2
Zven,397.41930618401204,426.0952060657943,1345.9358974358975,6863.25,0.9056687040144014,0.9893601566550954,0.2185431682037806,0.09989542323792626,3.5,1.5,7.5,1.0,Ashe-1 Jhin-1,EULCS,ADC,2
Kobbe,503.4466214654596,428.7970940560732,1908.982142857143,4967.0,1.1265045052741152,1.2462645989845065,0.2680731088597902,0.07874831011275352,3.0,0.5,4.5,1.0,Varus-1 Ziggs-1,EULCS,ADC,2
Doinb,901.6241214499555,428.63681032589943,2769.1388888888887,10856.25,2.0268142765808923,1.6572155180584922,0.378527999352669,0.23459453869339392,8.0,4.0,8.0,1.0,Orianna-1 Vladimir-1,LPL,Middle,2
MaRin,384.0346278131774,398.76522425323475,2211.30246031746,16646.033333333333,0.9463306919884363,1.0052895657269822,0.2259605707087017,0.3394838618532268,2.6,2.4,5.2,0.8,Camille-1 Maokai-3 Renekton-1,LCK,Top,5
HappyY,314.49551569541984,363.6995515699145,1558.5,4683.0,0.8264981438925225,1.1783580561239382,0.27737897484575225,0.16375843619960137,3.0,3.0,3.0,0.0,Ashe-1,LPL,ADC,1
takeshi,396.0732437125946,411.59557348669944,3695.607142857143,18496.5,0.9614988992905282,1.2958105275043819,0.28753584748132177,0.1809079499568872,2.0,1.5,3.5,0.5,Cassiopeia-1 Ekko-1,CBLoL,Middle,2
esA,398.23626656056433,428.6255221741377,6054.666666666667,13355.0,0.9063866507246354,1.2390743437001173,0.2894704389933692,0.10430771006495296,0.0,0.0,4.0,0.5,Sivir-2,CBLoL,ADC,2
HeaQ,224.39148635710944,298.0118814522169,4153.625,6247.333333333333,0.7129309615553225,0.7734542925875497,0.1620228918586284,0.1374177549350561,0.5,2.0,2.0,0.0,Ashe-2,EULCS,ADC,2
Tusin,249.14525496508395,251.13031992627526,1963.747619047619,5597.433333333333,0.9256246962040905,0.9227649437340449,0.1352164703239162,0.13180779206039664,0.8,2.2,4.4,0.8,Karma-1 Nami-1 Thresh-1 Zyra-2,LCK,Support,5
MapleSnow,377.4429845659038,363.16880255173237,1904.3166666666666,13559.0,0.9910507756765199,1.0354352074678839,0.21731586724820015,0.333897764334083,2.3333333333333335,2.6666666666666665,5.666666666666667,0.6666666666666666,Gragas-1 Maokai-1 Shen-1,LMS,Top,3
ikssu,308.28908554572274,330.85545722713863,2612.75,7306.25,0.8920279959030386,0.7842596041941611,0.1605154433334869,0.3028748497284749,1.0,4.0,3.0,0.0,Renekton-1,LCK,Top,1
Eimy,226.83163751346905,338.44496017192466,1157.3416666666667,7955.833333333334,0.6419824864296584,0.6843438798581081,0.13100078761184641,0.1921406471961213,1.5,2.5,7.0,0.5,Graves-2,LPL,Jungle,2
3z,419.5048991915826,364.84872457996806,1927.2666666666669,25116.375,1.1185305204130152,0.8266314990231086,0.16910657054018158,0.31867545048209667,4.0,2.0,7.0,1.0,Gragas-1 Maokai-1,LMS,Top,2
Jensen,545.447373229629,426.3146846049574,1610.6857142857143,5334.5,1.2209939927851399,1.0174206034524682,0.23818416433759892,0.15835609168543546,6.0,3.0,6.0,1.0,Jayce-1 Orianna-1,NALCS,Middle,2
PraY,538.1962809223947,393.38436214355204,3932.127954545454,9396.333333333332,1.267657442999569,1.0682225719006695,0.24832541243315492,0.13176864195219068,4.8,1.6,4.2,0.4,Caitlyn-2 Jhin-3,LCK,ADC,5
Scout,539.3408273298843,409.51561741256154,2173.938761904762,7552.253333333334,1.2465404784775218,1.3131067902769389,0.3078968111609192,0.19704739009568534,5.0,2.8,5.6,0.4,Corki-1 Ekko-1 Syndra-2 Zed-1,LPL,Middle,5
xiaohu,442.4085162726504,401.82988393242266,1496.1450793650795,8634.2,1.0716210290947543,1.1469191602368907,0.25100820674292523,0.15837089017963848,3.8,2.0,7.2,0.8,Orianna-1 Ryze-2 Syndra-2,LPL,Middle,5
MorZB,211.60744500846022,205.65143824027072,1563.25,3280.25,0.9507374182758096,1.2657186141238288,0.18059727356746766,0.17057760559535107,1.0,4.0,3.0,0.0,Malzahar-1,LPL,Support,1
Punch,215.19513188721302,296.09359851865565,2116.012121212121,10666.726666666666,0.6867583196774925,0.6796349010252911,0.12402118405726467,0.25477719518553493,0.8,2.6,4.6,0.2,Elise-3 Graves-1 Lee Sin-1,LCK,Jungle,5
Caps,366.8000784772963,316.8143529048118,2675.9166666666665,7303.0,1.0989315712452377,1.3183540770945013,0.2911368018107392,0.14298825553863842,1.5,2.0,3.0,0.0,Jayce-2,EULCS,Middle,2
WildTurtle,575.1131827513225,393.67904450117794,2337.3652014652016,7466.875,1.4112981425213997,1.137130594773299,0.24330045021320207,0.11275953053111816,3.5,1.25,7.25,1.0,Ashe-2 Varus-2,NALCS,ADC,4
4LaN,346.7261711438888,351.9589329946219,1059.6384615384616,5166.333333333334,0.9539740442793202,0.9228920340765359,0.18803665297913208,0.2570710414921244,4.0,5.5,7.5,0.5,Elise-1 Graves-1,CBLoL,Jungle,2
Apex,607.7448050597884,387.9468263416359,2326.823529411765,9793.0,1.5201525132187834,1.133720744407736,0.24748044537795358,0.15072133956149716,3.0,3.0,10.5,1.0,Syndra-1 Zilean-1,LMS,Middle,2
Samux,321.1263223846493,364.1495459048211,1657.6683333333335,4500.96,0.8517016678879656,0.8672302468092038,0.18131647764758468,0.11776532336729628,2.2,3.2,6.2,0.6,Ashe-2 Caitlyn-1 Jhin-1 Varus-1,EULCS,ADC,5
ayel,636.2119329680089,380.49670743697766,1447.002262443439,7768.583333333334,1.5990057469701262,1.3460336362285856,0.27437455641269626,0.2783822526585951,2.5,4.0,12.5,1.0,Nautilus-1 Yorick-1,CBLoL,Top,2
Key,111.3850523204616,264.8119646695062,442.0693162393162,6018.3,0.392884990107771,0.3914943559248763,0.056809546760112226,0.15199087400208783,0.4,3.0,9.2,0.8,Lulu-3 Malzahar-1 Tahm Kench-1,LCK,Support,5
MarS,363.05144941679663,277.34186697917505,2587.166666666667,4767.875,1.2039700180557298,1.226536757437588,0.2542171742760613,0.17031756010326016,1.5,3.0,2.0,0.0,Corki-1 Zed-1,LMS,Middle,2
Pinus,35.650224215286606,196.14349775806744,1060.0,4270.5,0.16740366392924827,0.23867138416870515,0.03144280968201234,0.19911179494352554,0.0,4.0,0.0,0.0,Tahm Kench-1,LPL,Support,1
Apollo,483.00910093761945,375.46117083792075,5035.925,5642.0,1.2217201675554088,1.2914141399421741,0.28457738802429067,0.09809287262589074,2.3333333333333335,1.3333333333333333,5.666666666666667,0.3333333333333333,Jhin-2 Sivir-1,NALCS,ADC,3
Keith,541.9270165144467,361.2537838725698,12481.25,6631.0,1.4527350899743594,1.197774755463804,0.27517762023225817,0.12432027028571425,2.3333333333333335,2.0,5.333333333333333,0.3333333333333333,Ashe-2 Sivir-1,NALCS,ADC,3
AmazingJ,381.5414331279078,379.0027185008341,1410.1083333333333,26456.0,0.9692271471309211,0.8481585574489938,0.17966800478649514,0.28069094837278075,2.5,1.0,8.5,1.0,Nautilus-1 Renekton-1,LPL,Top,2
