gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,cssharepost15,csat10,oppcsat10,csdat10,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10
1001900079,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001900079?gameHash=cab0143385f8a70f,EULCS,2017-1,42754.65375,1.1,3,7.01,100,Blue,Team,Team,G2 Esports,,Katarina,Jhin,Ryze,45.5166666667,1,14,20,27,14,20,,,,,0,1,5.3748666667,0.3075796412,0.4393994874,0.7469791285,0,15.4352666667,3,1,2,1,0,1,0,1,1,0,,,1,11.51505,1,1,11,4,1,29.7542666667,2,0,117337,2577.8908824606,,,162,3.5591358477,1,64,1.4060783596,39,40,0.7083333333,0.2586206897,84726,1221.3943610399,78125,0.0109395109,1170,205,132,73,30.2087147565,,295,286,9,14322,15333,-1011,23566,22848,718,17866,17886,-20
1001900079,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001900079?gameHash=cab0143385f8a70f,EULCS,2017-1,42754.65375,1.1,3,7.01,200,Red,Team,Team,Fnatic,,Camille,Rengar,LeBlanc,45.5166666667,0,20,14,32,20,14,,,,,1,0,5.3748666667,0.4393994874,0.3075796412,0.7469791285,1,15.4352666667,1,3,1,2,1,0,0,0,0,1,,,0,11.51505,0,0,4,11,0,29.7542666667,0,2,89534,1967.059685097,,,164,3.6030757964,1,54,1.1863786159,32,38,0.5901639344,0.1782178218,80028,1118.1794214574,77275,-0.0109395109,1290,176,107,69,32.207982424,,286,295,-9,15333,14322,1011,22848,23566,-718,17886,17866,20
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,1,Blue,Top,Alphari,Misfits,Maokai,Zyra,Malzahar,Katarina,46.9,0,2,3,5,12,17,0,0,0,0,0,0,4.1252666667,0.0426439232,0.1066098081,0.618336887,0,11.3942166667,1,3,0,0,0,0,0,0,0,0,,,1,10.9004166667,0,1,5,11,0,33.9023166667,0,2,20611,439.4669509595,0.1968276099,0.2182906878,20,0.4264392324,0.1459854015,63,1.3432835821,3,3,,,16670,227.5957356077,16175,-0.2127071823,409,19,4,15,9.1257995736,0.2892644135,95,79,16,3276,3075,201,5207,4894,313,4801,4590,211
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,2,Blue,Jungle,KaKAO,Misfits,Kha'zix,Zyra,Malzahar,Katarina,46.9,0,1,4,7,12,17,0,0,0,0,1,0,4.1252666667,0.0213219616,0.0639658849,0.618336887,0,11.3942166667,1,3,0,3,0,0,0,0,1,0,,,1,10.9004166667,0,1,5,11,0,33.9023166667,0,2,13824,294.7547974414,0.1320142099,0.209599339,7,0.1492537313,0.0510948905,43,0.9168443497,3,3,,,16245,218.533901919,15750,0.0792079208,96,177,124,53,5.8208955224,0.1878727634,50,52,-2,3317,3072,245,5408,4548,860,3376,3317,59
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,3,Blue,Middle,PowerOfEvil,Misfits,Syndra,Zyra,Malzahar,Katarina,46.9,0,7,5,2,12,17,0,0,0,0,0,0,4.1252666667,0.1492537313,0.1066098081,0.618336887,0,11.3942166667,1,3,0,0,0,0,0,0,0,0,,,1,10.9004166667,0,1,5,11,0,33.9023166667,0,2,32474,692.4093816631,0.3101149777,0.2491500883,23,0.4904051173,0.1678832117,7,0.1492537313,8,8,,,18179,259.770575693,17600,0.0283508125,376,13,9,4,8.2942430704,0.2564612326,83,97,-14,3473,3484,-11,5820,5127,693,4835,4945,-110
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,4,Blue,ADC,Hans Sama,Misfits,Jhin,Zyra,Malzahar,Katarina,46.9,0,2,3,6,12,17,0,0,0,0,0,0,4.1252666667,0.0426439232,0.0639658849,0.618336887,0,11.3942166667,1,3,0,0,0,0,0,0,0,0,,,1,10.9004166667,0,1,5,11,0,33.9023166667,0,2,31130,663.7526652452,0.2972802628,0.2148959492,12,0.2558635394,0.0875912409,24,0.5117270789,1,3,,,16504,224.0562899787,14900,-0.2048192771,355,15,12,3,7.8891257996,0.226640159,87,77,10,3329,2989,340,5348,4878,470,2994,2899,95
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,5,Blue,Support,IgNar,Misfits,Thresh,Zyra,Malzahar,Katarina,46.9,0,0,2,10,12,17,0,0,0,0,0,0,4.1252666667,0,0.0213219616,0.618336887,0,11.3942166667,1,3,0,0,0,0,0,0,0,0,,,1,10.9004166667,0,1,5,11,0,33.9023166667,0,2,6677,142.3667377399,0.0637629398,0.1080639356,75,1.5991471215,0.5474452555,35,0.7462686567,19,22,,,11280,112.6703624733,10000,-0.1941309255,55,0,0,0,1.1727078891,0.0397614314,9,15,-6,1956,2006,-50,3323,3117,206,2666,2491,175
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,6,Red,Top,Flaxxish,Giants,Illaoi,Rengar,LeBlanc,Camille,46.9,1,5,2,5,17,12,1,0,0,0,0,0,4.1252666667,0.1066098081,0.0426439232,0.618336887,0,11.3942166667,3,1,0,0,0,0,0,0,0,0,,,0,10.9004166667,1,0,11,5,1,33.9023166667,2,0,39698,846.4392324094,0.3720838684,0.2536452166,23,0.4904051173,0.1263736264,5,0.1066098081,3,3,,,20691,313.3313432836,20025,0.2127071823,453,11,6,5,9.8933901919,0.3303482587,79,95,-16,3075,3276,-201,4894,5207,-313,4590,4801,-211
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,7,Red,Jungle,Memento,Giants,Rek'Sai,Rengar,LeBlanc,Camille,46.9,1,3,1,10,17,12,0,0,0,0,0,0,4.1252666667,0.0639658849,0.0213219616,0.618336887,1,11.3942166667,3,1,3,0,1,0,0,2,0,1,,,0,10.9004166667,1,0,11,5,1,33.9023166667,2,0,8879,189.3176972281,0.0832216401,0.1756801447,41,0.8742004264,0.2252747253,14,0.2985074627,12,13,,,16174,217.0200426439,14550,-0.0792079208,59,130,82,48,4.0298507463,0.1164179104,52,50,2,3072,3317,-245,4548,5408,-860,3317,3376,-59
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,8,Red,Middle,NighT,Giants,Corki,Rengar,LeBlanc,Camille,46.9,1,5,3,6,17,12,1,0,0,0,0,0,4.1252666667,0.1066098081,0.1492537313,0.618336887,0,11.3942166667,3,1,0,0,0,0,0,0,0,0,,,0,10.9004166667,1,0,11,5,1,33.9023166667,2,0,25716,548.315565032,0.2410325145,0.2137737718,22,0.4690831557,0.1208791209,18,0.3837953092,3,3,,,18381,264.0776119403,17108,-0.0283508125,326,40,19,21,7.8038379531,0.2248756219,97,83,14,3484,3473,11,5127,5820,-693,4945,4835,110
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,9,Red,ADC,HeaQ,Giants,Varus,Rengar,LeBlanc,Camille,46.9,1,3,2,10,17,12,0,0,0,0,0,1,4.1252666667,0.0639658849,0.0426439232,0.618336887,0,11.3942166667,3,1,0,0,0,0,0,0,0,0,,,0,10.9004166667,1,0,11,5,1,33.9023166667,2,0,25570,545.2025586354,0.2396640766,0.2321215406,22,0.4690831557,0.1208791209,18,0.3837953092,6,6,,,19444,286.7428571429,18300,0.2048192771,367,50,38,12,8.8912579957,0.2895522388,77,87,-10,2989,3329,-340,4878,5348,-470,2899,2994,-95
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,10,Red,Support,HusTlin,Giants,Nautilus,Rengar,LeBlanc,Camille,46.9,1,1,4,14,17,12,0,0,0,0,0,0,4.1252666667,0.0213219616,0,0.618336887,0,11.3942166667,3,1,0,0,0,0,0,0,0,0,,,0,10.9004166667,1,0,11,5,1,33.9023166667,2,0,6828,145.5863539446,0.0639979005,0.1247793262,74,1.5778251599,0.4065934066,11,0.2345415778,23,26,,,13225,154.1415778252,12150,0.1941309255,60,0,0,0,1.2793176972,0.0388059701,15,9,6,2006,1956,50,3117,3323,-206,2491,2666,-175
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,100,Blue,Team,Team,Misfits,,Zyra,Malzahar,Katarina,46.9,0,12,17,30,12,17,,,,,1,0,4.1252666667,0.2558635394,0.3624733475,0.618336887,0,11.3942166667,1,3,0,3,0,0,0,0,1,0,,,1,10.9004166667,0,1,5,11,0,33.9023166667,0,2,104716,2232.750533049,,,137,2.921108742,1,172,3.6673773987,34,39,1.8133333333,0.3364485981,78878,1042.6268656717,74425,-0.0984682993,1291,224,149,75,32.302771855,,324,320,4,15351,14626,725,25106,22564,2542,18672,18242,430
1001910097,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910097?gameHash=4cdfcc0ba4e0f71a&tab=overview,EULCS,2017-1,42755.4431944444,1.2,1,7.01,200,Red,Team,Team,Giants,,Rengar,LeBlanc,Camille,46.9,1,17,12,45,17,12,,,,,0,1,4.1252666667,0.3624733475,0.2558635394,0.618336887,1,11.3942166667,3,1,3,0,1,0,0,2,0,1,,,0,10.9004166667,1,0,11,5,1,33.9023166667,2,0,106691,2274.8614072495,,,182,3.8805970149,1,66,1.407249467,47,51,0.7627118644,0.2692307692,87915,1235.3134328358,82133,0.0984682993,1265,231,145,86,31.8976545842,,320,324,-4,14626,15351,-725,22564,25106,-2542,18242,18672,-430
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,1,Blue,Top,Alphari,Misfits,Rumble,Zyra,Illaoi,LeBlanc,26.7,1,3,1,3,14,4,0,0,0,0,0,1,5.8961833333,0.1123595506,0.0374531835,0.6741573034,0,8.3196166667,3,0,0,0,0,0,0,0,0,0,,,1,12.0268666667,1,1,8,1,1,24.1929666667,1,0,11753,440.1872659176,0.2596487352,0.2100577861,13,0.4868913858,0.1604938272,0,0,2,2,,,10808,272.8359550562,9685,0.0788838208,206,2,1,1,7.7902621723,0.234256927,65,74,-9,2807,3350,-543,5202,5050,152,4178,4525,-347
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,2,Blue,Jungle,KaKAO,Misfits,Kha'zix,Zyra,Illaoi,LeBlanc,26.7,1,6,1,2,14,4,1,0,0,0,0,0,5.8961833333,0.2247191011,0,0.6741573034,1,8.3196166667,3,0,3,0,1,0,0,2,0,0,,,1,12.0268666667,1,1,8,1,1,24.1929666667,1,0,9783,366.404494382,0.2161272506,0.2059054891,8,0.2996254682,0.0987654321,5,0.1872659176,4,4,,,10664,267.4426966292,8925,0.3144246353,15,103,48,55,4.4194756554,0.1410579345,34,37,-3,3309,2929,380,4834,4232,602,3312,3152,160
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,3,Blue,Middle,PowerOfEvil,Misfits,Orianna,Zyra,Illaoi,LeBlanc,26.7,1,2,2,9,14,4,0,0,0,0,0,0,5.8961833333,0.074906367,0.074906367,0.6741573034,0,8.3196166667,3,0,0,0,0,0,0,0,0,0,,,1,12.0268666667,1,1,8,1,1,24.1929666667,1,0,9897,370.6741573034,0.2186457528,0.2459001834,12,0.4494382022,0.1481481481,9,0.3370786517,1,1,,,12051,319.3902621723,10975,0.1813664596,240,10,9,1,9.3632958801,0.314861461,69,75,-6,3320,3395,-75,5806,5216,590,4043,4199,-156
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,4,Blue,ADC,Hans Sama,Misfits,Varus,Zyra,Illaoi,LeBlanc,26.7,1,2,0,4,14,4,0,0,0,0,0,0,5.8961833333,0.074906367,0,0.6741573034,0,8.3196166667,3,0,0,0,0,0,0,0,0,0,,,1,12.0268666667,1,1,8,1,1,24.1929666667,1,0,7545,282.5842696629,0.1666850768,0.2138640584,13,0.4868913858,0.1604938272,12,0.4494382022,4,4,,,10940,277.7797752809,9550,0.1490857947,237,1,0,1,8.9138576779,0.2695214106,83,74,9,3213,3058,155,4985,4671,314,3125,2768,357
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,5,Blue,Support,IgNar,Misfits,Malzahar,Zyra,Illaoi,LeBlanc,26.7,1,1,0,6,14,4,0,0,0,0,0,0,5.8961833333,0.0374531835,0.0374531835,0.6741573034,0,8.3196166667,3,0,0,0,0,0,0,0,0,0,,,1,12.0268666667,1,1,8,1,1,24.1929666667,1,0,6287,235.468164794,0.1388931846,0.124272483,35,1.3108614232,0.4320987654,18,0.6741573034,9,10,,,7833,161.4127340824,6500,0.2707423581,26,0,0,0,0.9737827715,0.040302267,3,2,1,2005,2264,-259,3552,3239,313,3036,2735,301
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,6,Red,Top,Flaxxish,Giants,Kennen,Camille,Shen,Syndra,26.7,0,1,3,0,4,14,0,0,0,0,1,0,5.8961833333,0.0374531835,0.1123595506,0.6741573034,0,8.3196166667,0,3,0,0,0,0,0,0,0,0,,,0,12.0268666667,0,0,1,8,0,24.1929666667,0,1,10172,380.9737827715,0.3594854396,0.2684428666,11,0.4119850187,0.1057692308,2,0.074906367,0,0,,,9754,233.3602996255,8950,-0.0788838208,246,12,4,8,9.6629213483,0.3324873096,74,65,9,3350,2807,543,5050,5202,-152,4525,4178,347
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,7,Red,Jungle,Memento,Giants,Rek'Sai,Camille,Shen,Syndra,26.7,0,0,3,3,4,14,0,0,0,0,0,0,5.8961833333,0,0.2247191011,0.6741573034,0,8.3196166667,0,3,0,3,0,0,0,0,0,0,,,0,12.0268666667,0,0,1,8,0,24.1929666667,0,1,3404,127.4906367041,0.120299689,0.1696087133,28,1.0486891386,0.2692307692,8,0.2996254682,9,14,,,7460,147.4426966292,6500,-0.3144246353,18,87,56,31,3.9325842697,0.1192893401,37,34,3,2929,3309,-380,4232,4834,-602,3152,3312,-160
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,8,Red,Middle,NighT,Giants,Ryze,Camille,Shen,Syndra,26.7,0,2,5,1,4,14,0,0,0,0,0,0,5.8961833333,0.074906367,0.074906367,0.6741573034,0,8.3196166667,0,3,0,0,0,0,0,0,0,0,,,0,12.0268666667,0,0,1,8,0,24.1929666667,0,1,5577,208.8764044944,0.1970949958,0.2430665299,15,0.5617977528,0.1442307692,4,0.1498127341,6,7,,,9165,211.3003745318,9150,-0.1813664596,212,15,4,11,8.5018726592,0.2512690355,75,69,6,3395,3320,75,5216,5806,-590,4199,4043,156
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,9,Red,ADC,HeaQ,Giants,Ashe,Camille,Shen,Syndra,26.7,0,0,1,1,4,14,0,0,0,0,0,0,5.8961833333,0,0.074906367,0.6741573034,0,8.3196166667,0,3,0,0,0,0,0,0,0,0,,,0,12.0268666667,0,0,1,8,0,24.1929666667,0,1,4502,168.6142322097,0.1591037602,0.21937046,13,0.4868913858,0.125,3,0.1123595506,4,5,,,8615,190.7011235955,8225,-0.1490857947,230,1,1,0,8.6516853933,0.2766497462,74,83,-9,3058,3213,-155,4671,4985,-314,2768,3125,-357
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,10,Red,Support,HusTlin,Giants,Karma,Camille,Shen,Syndra,26.7,0,1,2,0,4,14,0,0,0,0,0,0,5.8961833333,0.0374531835,0.0374531835,0.6741573034,0,8.3196166667,0,3,0,0,0,0,0,0,0,0,,,0,12.0268666667,0,0,1,8,0,24.1929666667,0,1,4641,173.8202247191,0.1640161154,0.0995114301,37,1.3857677903,0.3557692308,5,0.1872659176,9,10,,,5833,86.5063670412,4950,-0.2707423581,12,0,0,0,0.4494382022,0.0203045685,2,3,-1,2264,2005,259,3239,3552,-313,2735,3036,-301
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,100,Blue,Team,Team,Misfits,,Zyra,Illaoi,LeBlanc,26.7,1,14,4,24,14,4,,,,,0,1,5.8961833333,0.5243445693,0.1498127341,0.6741573034,1,8.3196166667,3,0,3,0,1,0,0,2,0,0,,,1,12.0268666667,1,1,8,1,1,24.1929666667,1,0,45265,1695.3183520599,,,81,3.0337078652,1,44,1.6479400749,20,21,0.7096774194,0.301369863,52296,1298.861423221,45635,0.1884666107,724,116,58,58,31.4606741573,,254,262,-8,14654,14996,-342,24379,22408,1971,17694,17379,315
1001910119,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910119?gameHash=5b84eed34b794ad6&tab=overview,EULCS,2017-1,42755.5047685185,1.2,2,7.01,200,Red,Team,Team,Giants,,Camille,Shen,Syndra,26.7,0,4,14,5,4,14,,,,,1,0,5.8961833333,0.1498127341,0.5243445693,0.6741573034,0,8.3196166667,0,3,0,3,0,0,0,0,0,0,,,0,12.0268666667,0,0,1,8,0,24.1929666667,0,1,28296,1059.7752808989,,,104,3.8951310861,1,22,0.8239700375,28,36,0.4,0.2142857143,40827,869.3108614232,37775,-0.1884666107,718,115,65,50,31.1985018727,,262,254,8,14996,14654,342,22408,24379,-1971,17379,17694,-315
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,1,Blue,Top,Alphari,Misfits,Maokai,Zyra,Illaoi,LeBlanc,36.25,1,1,1,10,13,5,0,0,0,0,0,0,3.0158,0.0275862069,0.0275862069,0.4965517241,0,15.2258833333,2,1,0,0,0,0,0,0,0,0,,,1,10.7774666667,1,1,7,5,0,32.0859333333,0,1,12290,339.0344827586,0.2372174719,0.2074705683,17,0.4689655172,0.1559633028,2,0.0551724138,2,2,,,13257,236.2703448276,11750,-0.0021253985,310,4,0,4,8.6620689655,0.2581081081,82,59,23,3162,3015,147,4873,4773,100,4476,3851,625
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,2,Blue,Jungle,KaKAO,Misfits,Rek'Sai,Zyra,Illaoi,LeBlanc,36.25,1,2,1,9,13,5,0,0,0,0,0,0,3.0158,0.0551724138,0.0551724138,0.4965517241,0,15.2258833333,2,1,2,1,0,1,1,0,0,0,,,1,10.7774666667,1,1,7,5,0,32.0859333333,0,1,7714,212.8,0.1488930495,0.1972239717,23,0.6344827586,0.2110091743,18,0.4965517241,5,6,,,12834,224.6013793103,12425,0.114893617,49,147,88,59,5.4068965517,0.1581081081,53,34,19,3152,3152,0,4723,4676,47,3581,2824,757
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,3,Blue,Middle,PowerOfEvil,Misfits,Syndra,Zyra,Illaoi,LeBlanc,36.25,1,7,2,3,13,5,1,0,0,0,1,0,3.0158,0.1931034483,0,0.4965517241,0,15.2258833333,2,1,0,0,0,0,0,0,0,0,,,1,10.7774666667,1,1,7,5,0,32.0859333333,0,1,16845,464.6896551724,0.3251365593,0.258848893,17,0.4689655172,0.1559633028,3,0.0827586207,3,3,,,15378,294.7806896552,13110,0.1072935503,296,24,17,7,8.8275862069,0.272972973,81,81,0,3579,3361,218,5256,4614,642,4407,4819,-412
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,4,Blue,ADC,Hans Sama,Misfits,Ashe,Zyra,Illaoi,LeBlanc,36.25,1,3,1,7,13,5,0,0,0,0,0,0,3.0158,0.0827586207,0.0275862069,0.4965517241,0,15.2258833333,2,1,0,0,0,0,0,0,0,0,,,1,10.7774666667,1,1,7,5,0,32.0859333333,0,1,12911,356.1655172414,0.2492038063,0.2341650114,11,0.3034482759,0.1009174312,8,0.2206896552,3,3,,,14359,266.6703448276,12175,-0.1068999028,306,19,18,1,8.9655172414,0.2716216216,90,76,14,3286,3027,259,4875,4884,-9,3562,2989,573
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,5,Blue,Support,IgNar,Misfits,Taric,Zyra,Illaoi,LeBlanc,36.25,1,0,0,10,13,5,0,0,0,0,0,0,3.0158,0,0.0275862069,0.4965517241,0,15.2258833333,2,1,0,0,0,0,0,0,0,0,,,1,10.7774666667,1,1,7,5,0,32.0859333333,0,1,2049,56.524137931,0.0395491131,0.1022915556,41,1.1310344828,0.376146789,18,0.4965517241,9,12,,,8915,116.4910344828,7450,-0.0586319218,48,0,0,0,1.324137931,0.0391891892,12,3,9,1971,2302,-331,3151,3392,-241,2527,2514,13
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,6,Red,Top,Flaxxish,Giants,Nautilus,Rengar,Malzahar,Camille,36.25,0,1,1,1,5,13,0,0,0,0,0,0,3.0158,0.0275862069,0.0275862069,0.4965517241,0,15.2258833333,1,2,0,0,0,0,0,0,0,0,,,0,10.7774666667,0,0,5,7,1,32.0859333333,1,0,8948,246.8413793103,0.1905410873,0.2120206133,19,0.524137931,0.1557377049,3,0.0827586207,3,3,,,12139,205.4289655172,11775,0.0021253985,268,3,2,1,7.475862069,0.2414307004,59,82,-23,3015,3162,-147,4773,4873,-100,3851,4476,-625
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,7,Red,Jungle,Memento,Giants,Kha'zix,Rengar,Malzahar,Camille,36.25,0,2,4,2,5,13,0,0,0,0,0,0,3.0158,0.0551724138,0.0551724138,0.4965517241,1,15.2258833333,1,2,1,2,0,0,1,0,0,0,,,0,10.7774666667,0,0,5,7,1,32.0859333333,1,0,5957,164.3310344828,0.1268499393,0.1982119978,21,0.5793103448,0.1721311475,8,0.2206896552,13,14,,,11654,192.0496551724,11075,-0.114893617,26,145,88,57,4.7172413793,0.1713859911,34,53,-19,3152,3152,0,4676,4723,-47,2824,3581,-757
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,8,Red,Middle,NighT,Giants,Ekko,Rengar,Malzahar,Camille,36.25,0,0,4,1,5,13,0,0,0,0,0,1,3.0158,0,0.1931034483,0.4965517241,0,15.2258833333,1,2,0,0,0,0,0,0,0,0,,,0,10.7774666667,0,0,5,7,1,32.0859333333,1,0,9280,256,0.1976107834,0.2159211912,15,0.4137931034,0.1229508197,5,0.1379310345,2,3,,,12276,209.2082758621,11775,-0.1072935503,279,4,2,2,7.8068965517,0.259314456,81,81,0,3361,3579,-218,4614,5256,-642,4819,4407,412
1001910125,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001910125?gameHash=b7eabec01dfcc9d7&tab=overview,EULCS,2017-1,42755.5387962963,1.2,3,7.01,9,Red,ADC,HeaQ,Giants,Varus,Rengar,Malzahar,Camille,36.25,0,1,2,1,5,13,0,0,0,0,0,0,3.0158,0.0275862069,0.0827586207,0.4965517241,0,15.2258833333,1,2,0,0,0,0,0,0,0,0,,,0,10.7774666667,0,0,5,7,1,32.0859333333,1,0,13660,376.8275862069,0.2908796661,0.2517381773,18,0.4965517241,0.1475409836,6,0.1655172414,6,6,,,13534,243.9117241379,13550,0.1068999028,318,8,8,0,8.9931034483,0.2995529061,76,90,-14,3027,3286,-259,4884,4875,9,2989,3562,-573
