选手,每分钟对英雄伤害,每分钟金钱,平均每击败需要伤害,平均每死亡承受伤害,伤害金钱比,伤害金钱比（占团队比例）,伤害占团队百分比,承伤占团队百分比,击杀,死亡,助攻,胜率,选取英雄频次,赛区,位置,出场次数
Mystic,538.2580299540973,379.98426370365945,4886.458333333333,6414.555555555556,1.3906228080732788,1.1396154764326643,0.2602081218914575,0.09181364416993765,2.6666666666666665,1.3333333333333333,3.3333333333333335,0.3333333333333333,Jhin-2 Varus-1,LPL,ADC,3
Wadid,79.92461191056785,241.50190650455235,331.63541666666663,7916.166666666666,0.3146304863979327,0.3067157757461308,0.045138107139661134,0.17167267525529228,1.0,2.5,10.0,0.0,Lulu-1 Tahm Kench-1,EULCS,Support,2
Savoki,154.65478256048272,207.73652729602554,1624.0318181818182,3645.7428571428572,0.6960995843781086,0.696762761663961,0.09588408227071195,0.16483577119198817,0.6,5.2,3.8,0.2,Malzahar-3 TahmKench-1 Taric-1,LPL,Support,5
Expect,381.7395458102531,377.3858233655519,2069.518006993007,14069.093333333332,0.9524330527497191,0.8865252858244694,0.18898268808139196,0.27778187775611696,2.4,2.0,6.8,0.8,Camille-1 Maokai-2 Rumble-1 Shen-1,EULCS,Top,5
ayel,392.22764051672664,402.1830983770319,1531.8863636363635,13502.5,0.921002054859891,1.0485025053134402,0.2221357454613614,0.2320415062788108,1.5,1.5,7.0,1.0,Gangplank-1 Maokai-1,CBLoL,Top,2
Haru,205.92481859669786,323.00024974639854,2397.9392857142857,9279.791666666666,0.5849067254675867,0.7520276476027152,0.14649943958032088,0.25855746027241433,1.25,2.25,3.25,0.5,Graves-2 Kha'zix-1 Lee Sin-1,LCK,Jungle,4
Ray,320.0556463352083,369.10216377313344,3442.333333333333,4702.666666666666,0.8259132177174529,0.7120945211213072,0.1516877369433954,0.23922419361771646,2.5,5.0,1.5,0.5,Jayce-1 Renekton-1,NALCS,Top,2
Ssumday,306.3296990652631,357.87077221944,7857.715277777777,19328.25,0.8195237626277401,0.9193489042663849,0.20273750149299244,0.2703107484161665,1.25,1.25,2.75,0.5,Jayce-1 Maokai-2 Shen-1,NALCS,Top,4
road,329.88766092861897,263.1940707431979,2957.0694444444443,4768.566666666667,1.1884903265800835,1.0088275204219335,0.17290331490052827,0.16926760316074985,1.25,5.0,5.5,0.0,Camille-1 Karma-1 Miss Fortune-2,LPL,Support,4
Impact,321.243016706162,358.5024831621868,1397.897619047619,16703.0,0.8583863281205436,0.9845260735908846,0.20634645426135376,0.28569686303779257,3.0,2.0,6.333333333333333,0.6666666666666666,Camille-1 Maokai-1 Shen-1,NALCS,Top,3
Lwx,489.4903737259343,388.65232163080407,2401.222222222222,4173.8,1.2237952318930856,1.1787920515518817,0.2546335026098432,0.15472615790683364,4.0,5.0,5.0,1.0,Ezreal-1,LPL,ADC,1
Teddy,600.9200649046082,400.73139210854725,3138.2560606060606,6307.042857142857,1.4779532585881625,1.0987490683012888,0.25900516690212083,0.11533812522317013,2.8,3.0,6.2,0.2,Ashe-3 Caitlyn-1 Jhin-1,LCK,ADC,5
Maxlore,232.93205484134785,301.6586936349104,802.2222222222222,5576.766666666666,0.7311667829852709,0.6480306631793822,0.11771246666811912,0.19073258888611805,3.0,4.0,9.0,0.0,Ivern-2,EULCS,Jungle,2
Danagorn,242.57159979644453,285.6491446297259,2600.175,11365.625,0.8102623079493744,0.7406436391737391,0.13203755241528073,0.31181498346768277,2.5,3.5,2.0,0.0,Kha'zix-2,CBLoL,Jungle,2
Seonghwan,338.4726959235648,303.0650539060577,2004.0048611111113,14636.655555555555,1.0677011776347922,0.980658611281685,0.18291996724722684,0.27920385977987117,2.5,3.3333333333333335,5.5,0.3333333333333333,Elise-2 Graves-1 Rengar-3,LCK,Jungle,6
Megan,362.79399389593084,282.9456246533256,801.5892857142857,5100.916666666666,1.215131625316727,0.9370636536244303,0.1394896086911624,0.10947451752430137,0.0,2.5,22.0,1.0,Lulu-1 Zyra-1,LPL,Support,2
Nukeduck,222.4864362370738,248.72678758347502,1337.8989898989898,5108.816666666667,0.854188873771112,0.75812296848598,0.11866713196127439,0.14068292527362405,1.6666666666666667,3.0,5.666666666666667,0.3333333333333333,Malzahar-2 Zyra-1,EULCS,Support,3
Loong,408.02201060198485,381.90611847635387,2493.9587301587303,11596.226666666666,0.9968175962684442,1.125277696341223,0.25209954096126597,0.26270858179837564,3.4,2.4,5.2,0.6,Camille-1 Jayce-1 Maokai-1 Shen-1 Singed-1,LPL,Top,5
Xmithie,403.78786033200834,336.8599419795777,1601.3305555555555,5161.930952380952,1.1484469214921178,0.9222141668008061,0.186872907873942,0.23377772081797543,3.8,5.6,7.2,0.4,Graves-3 Rengar-2,NALCS,Jungle,5
Akaadian,461.9178637300881,419.08037940615725,1057.4947916666665,16031.666666666666,1.053183100329853,0.8683016045591438,0.19035966490771228,0.2789424371986114,8.75,2.0,6.5,1.0,Graves-1 Kha'zix-2 Lee Sin-1,NALCS,Jungle,4
Five,359.9839124566995,265.8700763278748,2042.05,6754.75,1.2720342987627278,1.1089323799919764,0.16975927021190046,0.15526728352666544,1.75,3.5,8.75,0.5,Malzahar-1 Miss Fortune-1 Zyra-2,LPL,Support,4
PowerOfEvil,515.8075824594096,432.01681517863835,1341.0357142857142,6076.0,1.1549513596153103,1.0727120484813173,0.24326891537575368,0.10195912573826513,6.0,1.0,8.0,1.0,Orianna-2,EULCS,Middle,2
Huhi,616.9739953496153,371.692332686616,3573.668974358975,7360.736666666667,1.5890778275204902,1.275515531658256,0.2849620947520256,0.19655004983446642,4.0,3.8,5.4,0.4,Corki-2 Ekko-1 Jayce-1 Syndra-1,NALCS,Middle,5
Contractz,284.31238411685484,325.2240486583115,1172.7539393939394,7547.866666666666,0.8260538687383979,0.8889487467249688,0.1732318780785178,0.24161295113616524,3.4,3.6,6.8,0.6,Graves-2 Ivern-2 Kha'zix-1,NALCS,Jungle,5
SSol,493.9262024974215,384.2208092924819,7160.01,8506.68,1.2361057294532654,1.2036447944188988,0.296595545451117,0.14452884280174852,1.4,1.8,3.4,0.2,Ashe-2 Caitlyn-1 Varus-2,LCK,ADC,5
Crash,257.33618358898445,357.5244720660453,1602.9777777777776,26140.306666666664,0.6976196606603416,0.6855393693303163,0.13556297687105706,0.3367921128496414,1.4,2.0,6.2,0.8,Kha'zix-4 Rek'Sai-1,LCK,Jungle,5
Deft,521.5603433283663,425.11058205381966,2038.856993006993,9709.666666666668,1.1729699358947783,1.0999202094808775,0.24577425990009794,0.14004303308523708,3.25,1.0,6.75,1.0,Ashe-2 Caitlyn-1 Ziggs-1,LCK,ADC,4
Woswos,154.83154260589896,204.46636499390618,1397.625,5655.833333333333,0.7123363165855359,0.7038823431799446,0.10066515407928905,0.17931259906347705,0.0,3.0,3.5,0.0,Tahm Kench-1 Zyra-1,CBLoL,Support,2
CuVee,247.4380553140889,339.253549202003,2220.972222222222,18868.75,0.6917190318785569,0.8819721985068905,0.18188254244248547,0.30589077783735974,1.0,1.5,4.25,0.5,Camille-1 Maokai-1 Poppy-2,LCK,Top,4
KaKAO,242.55981870268621,374.5380964207543,758.8219696969697,24527.5,0.6237069658466666,0.5934894699161049,0.11789136560696198,0.38957758643863516,4.0,1.0,7.5,1.0,Lee Sin-2,EULCS,Jungle,2
MaHa,637.589921811058,398.8817236667442,4740.33311546841,6978.177777777778,1.5106360074830485,1.2675078915976108,0.2905211955731435,0.1134564239821626,4.166666666666667,2.0,5.333333333333333,0.6666666666666666,Ashe-2 Jhin-2 Varus-2,LCK,ADC,6
aphromoo,164.19019843429834,238.67814186700193,705.1121568627451,7591.969523809525,0.6340495700770873,0.49652639261896014,0.07230263514396834,0.15068271981893516,1.0,4.2,9.6,0.4,Karma-1 Lulu-2 Malzahar-1 Thresh-1,NALCS,Support,5
Sangyoon,447.81507275272116,367.23234527483464,2217.7386363636365,7601.777777777778,1.1714895799553424,1.0521042499555346,0.23618092825021256,0.11371647670937642,2.3333333333333335,1.5,5.833333333333333,0.3333333333333333,Ashe-2 Jhin-2 Sivir-1 Varus-1,LCK,ADC,6
TheFoxz,523.1953628207972,354.746284666669,3752.35,5720.833333333333,1.4279323685439702,1.2979870367685973,0.2818651200082134,0.1335446885497477,3.5,3.0,4.0,0.0,Ezreal-1 Jhin-1,CBLoL,ADC,2
zig,389.86413675920477,338.3413815675133,2243.8556410256415,9982.883333333335,1.0900268147271883,0.8417491162760777,0.1679985495175626,0.24698419050146211,1.6,3.6,8.0,0.2,Gragas-2 Rumble-1 Shen-2,NALCS,Top,5
Scout,588.953084470769,409.7917374539491,2703.7380952380954,4291.08,1.3824386277626028,1.1353090171505777,0.2570242060607776,0.1423088129235092,4.2,3.6,6.8,0.4,Azir-1 Jayce-1 LeBlanc-1 Syndra-2,LPL,Middle,5
Seraph,293.8602342833117,352.70883148543953,3411.133333333333,8294.270833333332,0.7849191676697317,0.8381509943679941,0.19074008973698295,0.23245532421678233,0.75,2.5,2.5,0.0,Camille-1 Kennen-2 Shen-1,NALCS,Top,4
Hetong,159.54240510525423,242.75616714553865,738.6611111111112,7192.383333333333,0.5864669540690091,0.5946296317263069,0.08732916501568536,0.18285203499140917,1.2,2.6,6.4,0.6,Karma-1 Malzahar-1 TahmKench-3,LPL,Support,5
Easyhoon,464.616110517897,393.29223011853423,3298.9857142857145,8118.3,1.1129552948722226,1.187299996014475,0.27257129064242663,0.17160561808183153,3.0,2.4,3.6,0.6,Cassiopeia-2 Jayce-1 Ryze-1 Syndra-1,LPL,Middle,5
Wunder,298.26036122451455,320.27439742401236,2531.104166666667,7061.8,0.8894157491893685,0.9586173781306198,0.19676927850893616,0.3045055033230232,1.0,4.5,4.5,0.0,Shen-1 Sion-1,EULCS,Top,2
Revolta,216.578888614623,336.7379013507234,1559.1454545454544,23443.5,0.6265259406294335,0.6232823401377112,0.11392051632178316,0.3160021376447645,2.0,1.5,6.0,1.0,Ivern-1 Olaf-1,CBLoL,Jungle,2
4LaN,242.58057601022716,297.96139888726543,1729.138888888889,9147.0,0.7409946714738748,0.6851633284364689,0.13125044376160228,0.27079188395273185,2.0,3.0,3.5,0.0,Ivern-1 Rek'Sai-1,CBLoL,Jungle,2
Roach,281.4514564397683,296.4392476811156,5179.33,10447.899999999998,0.9057730469934079,0.8736627174209574,0.16849817143791695,0.2493355027938699,0.8,2.6,1.6,0.2,Maokai-1 Nautilus-2 Poppy-1 Rumble-1,LCK,Top,5
Inori,423.31449559391496,352.9499613901766,1666.8697727272727,13864.583333333332,1.116660456297161,0.8776923843154829,0.18593596242000623,0.3076745444553508,5.6,4.8,7.0,0.2,Elise-1 Kha'zix-3 Rek'Sai-1,NALCS,Jungle,5
Jankos,284.97849074101094,334.5894292050249,1019.5345021645022,16483.200000000004,0.786452450700418,0.6638621663443199,0.12734956554192778,0.28798699922699617,2.6,2.2,8.0,0.6,Graves-1 Ivern-1 Rek'Sai-2 Warwick-1,EULCS,Jungle,5
Endless,344.46732590520566,357.6277310116752,3824.923076923077,3648.166666666667,0.9020927891840322,1.0353689513903523,0.21997435902265156,0.10670224741833141,3.0,2.5,4.0,0.5,Ashe-1 Jhin-1,LPL,ADC,2
Fly,569.7970735011876,409.4601605419258,2994.02547008547,12987.5,1.359946208285012,1.3141767839180882,0.2976797772668556,0.14807386942140582,4.0,1.4,4.8,0.8,Aurelion Sol-1 Corki-3 Zilean-1,LCK,Middle,5
Kuro,524.5754973853507,384.48665181534216,2033.4257142857139,9404.366666666665,1.320433994646649,1.1735357478263126,0.25171859792167156,0.16955176576974243,4.8,2.0,5.6,0.8,Aurelion Sol-2 Cassiopeia-1 Corki-1 Orianna-1,LCK,Middle,5
Balls,416.43501779835026,373.75435813058823,2081.4508116883117,15966.55,1.1060650833141403,0.898793119731714,0.181051884715994,0.30871651055880867,2.25,2.5,5.5,0.75,Maokai-3 Poppy-1,NALCS,Top,4
Ben,138.51477821381442,231.63020655803825,823.2333333333332,6275.611111111112,0.5557532205945118,0.5286062773920681,0.07472239200976295,0.10472253550152505,0.3333333333333333,2.0,7.0,0.3333333333333333,Bard-1 Malzahar-1 Thresh-1,LPL,Support,3
Zantins,462.19719593680145,395.3437176328845,4174.125,27112.5,1.1312467113137976,1.0251129145588767,0.24506752824804223,0.23787466985297037,2.0,1.5,3.0,0.0,Gangplank-1 Maokai-1,CBLoL,Top,2
Eimy,264.42880386682583,319.81825410823313,1261.3030303030303,11371.88888888889,0.7739157213217568,0.6426612292309009,0.11439952041938752,0.21922092940890095,1.3333333333333333,2.0,8.333333333333334,0.6666666666666666,Ivern-1 KhaZix-1 Olaf-1,LPL,Jungle,3
Bless,238.07532805931885,273.1282144462862,3218.5,11628.2,0.8209546119967585,0.7439437942928873,0.13989367028596045,0.28398727733991685,1.0,3.0,2.25,0.0,Elise-1 Kha'zix-2 Rengar-1,LCK,Jungle,4
ADD,412.53151869066215,348.4194386303887,4364.8248677248675,21419.641666666666,1.1407463364765846,1.0145819838874475,0.20704413711089797,0.31735168856391155,1.0,2.6666666666666665,6.333333333333333,0.6666666666666666,Kennen-1 Maokai-2 Sion-3,LCK,Top,6
Edge,324.8913579840706,348.7328457352179,5445.523076923077,11724.34,0.8967261737583788,0.8780632561738642,0.19548155880952617,0.19500418764836103,1.2,1.8,3.2,0.2,Corki-2 Ryze-2 Taliyah-1,LCK,Middle,5
Flame,273.8445141424129,387.4797080442088,1643.3997252747254,21774.25,0.6817256138267399,0.7662373060961766,0.1569131684441364,0.23640082066571688,1.25,0.75,9.25,1.0,Maokai-3 Nautilus-1,NALCS,Top,4
Olleh,117.15617339886164,264.3298999742687,489.0269841269842,6113.291666666667,0.4229465161391724,0.4882822005839185,0.06979156730868326,0.10638994772526143,0.75,1.5,9.5,1.0,Malzahar-2 Thresh-2,NALCS,Support,4
SirT,173.8487030647288,294.6795847003501,1330.25,4350.333333333334,0.5485331897530459,0.6279151199781312,0.12634901349708555,0.2489447104465839,2.5,5.0,2.0,0.0,Graves-1 Ivern-1,CBLoL,Jungle,2
Adrian,247.12552990001186,246.91088507461146,1268.470495951417,5813.190476190476,0.9810437711460203,0.7535001097188235,0.1106085485769975,0.12175634867901,0.8,4.2,11.0,0.2,Karma-1 Lulu-1 Nami-1 Zyra-2,NALCS,Support,5
bengi,241.1308728286885,312.2904510376103,1407.3203007518796,16196.866666666669,0.7458119026509831,0.8137765462650597,0.14988249867097134,0.25972959843674204,2.0,1.8,6.4,0.6,Elise-2 Ivern-1 KhaZix-1 Olaf-1,LPL,Jungle,5
Hauntzer,376.0744883113491,366.20730860468234,1346.4548611111113,12851.458333333334,0.9924975404829897,0.9249975278711948,0.1967788706123854,0.2652688849724948,2.25,1.75,6.5,0.5,Maokai-1 Rumble-1 Shen-2,NALCS,Top,4
brTT RX,535.9682576583496,439.71589884545324,3524.1833333333334,5613.666666666666,1.1645352426334878,1.1496547212791737,0.2751220935782748,0.14435498553249296,3.5,1.5,2.0,1.0,Caitlyn-1 Varus-1,CBLoL,ADC,2
Robo,371.0173559760093,387.299549604432,2413.6833333333334,25521.0,0.9254463296377996,0.9653746797971914,0.20093010440260856,0.32307026743452166,1.5,0.5,4.0,1.0,Maokai-1 Shen-1,CBLoL,Top,2
Crazy,369.623439510572,314.7542447329256,5136.5952380952385,14468.25,1.1121957561896156,1.0279623526906214,0.22131356114751882,0.2630232885922875,1.0,2.0,2.0,0.0,Maokai-2 Renekton-1 Rumble-1,LCK,Top,4
Satorius,161.7260317364264,282.8276457043411,3004.3333333333335,6060.666666666666,0.5385024329671131,0.6275411625790897,0.13279356738351772,0.22040016606661628,0.5,3.0,1.0,0.0,Nautilus-1 Shen-1,EULCS,Top,2
Riyev,306.52317330491786,254.5618315714776,1816.6666666666667,5173.833333333334,1.1475398335687927,1.0327506227637988,0.16200671996952054,0.14602702479327917,0.5,3.5,7.0,0.0,Malzahar-1 Miss Fortune-1,CBLoL,Support,2
Kramer,578.4407083381595,407.8535769359285,2327.0290522875816,12268.6,1.3663716192079816,1.1876453369788125,0.2694675298806096,0.12160146868109319,2.2,0.6,8.4,0.8,Caitlyn-1 Jhin-1 Sivir-2 Varus-1,LCK,ADC,5
Pyl,294.1516256163071,273.17518884847385,1094.0871888528138,3292.55,0.9841699268809649,0.8081800723438968,0.12789875462155625,0.14762708161938376,2.75,5.5,7.25,0.5,Malzahar-3 Zyra-1,LPL,Support,4
Crown,338.174325257885,390.7962176836759,3220.95,7606.5,0.8100109572013308,1.0309953899854294,0.24193188124535478,0.16317866368849077,3.0,2.0,2.5,0.5,Orianna-1 Ryze-3,LCK,Middle,4
Doinb,590.1368117590421,388.2973122388935,3401.645382395382,7772.041666666667,1.4572790986507769,1.4549718761650787,0.33025383920851153,0.18164206422328633,3.0,2.0,5.166666666666667,0.6666666666666666,Karma-2 LeBlanc-1 Ryze-3,LPL,Middle,6
Faker,421.3098269549264,401.9795774303877,2390.233333333333,8650.875,0.984259478370797,1.0457164286105334,0.23103154688989058,0.1802562469034968,2.75,2.25,3.0,0.5,Jayce-1 Katarina-1 Ryze-2,LCK,Middle,4
Kuzan,718.1931303767595,406.29199473183655,4016.070634920635,10423.55,1.7238894139916296,1.3793350544230887,0.32962227300926283,0.15739390106619666,4.4,2.2,4.8,0.2,Cassiopeia-1 Corki-4,LCK,Middle,5
Dioud,180.51665023111573,280.1614725993433,1437.225,5233.75,0.6139826712236378,0.6254358291224651,0.09565606121280604,0.10217178766688553,0.0,1.0,4.5,1.0,Malzahar-1 Zyra-1,CBLoL,Support,2
HusTlin,390.5339600457056,216.208185473171,2167.1,2438.8999999999996,1.661463778939507,1.3412983779894845,0.203196699501899,0.14181272786643823,0.5,5.0,4.5,0.0,Zyra-2,EULCS,Support,2
NighT,342.80605802872077,308.04569187600555,2134.625,2884.3875,1.0513308099578713,0.855529187681789,0.180549622827938,0.20313837041623883,2.0,6.5,2.5,0.0,Ryze-1 Zilean-1,EULCS,Middle,2
LUSKKA,730.6463784335346,435.2710080797631,2058.7555555555555,12276.5,1.6281946453033123,1.5618410855397151,0.35875778045134743,0.11699343501993631,7.0,1.0,7.0,1.0,Ezreal-1 Varus-1,CBLoL,ADC,2
WuShuang,194.76827266353192,281.81804992109704,1932.8735294117646,8387.375,0.635608146559037,0.6283762635657759,0.11452629015955987,0.2386447752147704,1.0,3.5,5.25,0.25,KhaZix-2 Lee Sin-1 Malzahar-1,LPL,Jungle,4
GoldenGlue,454.85811868690416,379.3445418103537,2901.7246031746035,6297.82,1.1538973176703853,1.1070117262493198,0.2506327063269921,0.20180792161428104,3.2,3.4,3.4,0.2,Corki-3 LeBlanc-1 Ryze-1,NALCS,Middle,5
Febiven,482.3328132764991,413.04758557224534,1987.2486274509804,8515.916666666666,1.1302970839510678,0.9580950112779029,0.22026372593901825,0.18208473952570764,4.6,2.2,5.6,0.6,Azir-1 Corki-1 Jayce-1 Ryze-2,EULCS,Middle,5
World6,260.0745701730026,355.1861300267988,994.1071428571429,14120.875,0.6989530519334455,0.6824835044667767,0.12881441649093126,0.26730401153547406,4.5,2.5,6.0,1.0,Graves-1 Lee Sin-1,LPL,Jungle,2
LOD,427.59789819150006,343.78888288110386,8106.625,6509.5,1.2029070235836767,1.3658654006516961,0.28929316464132615,0.10806702034111697,1.25,1.5,2.75,0.5,Jhin-2 Varus-2,NALCS,ADC,4
Smoothie,180.21786804312703,245.43179240165222,676.3445454545455,7483.333333333333,0.6844260376740074,0.6909378758490157,0.10196912351466889,0.13632517349191398,1.4,2.2,9.0,0.6,Karma-1 Malzahar-1 Nami-1 Taric-1 Zyra-1,NALCS,Support,5
Nuclear,550.2707042937121,411.7029575173856,2158.1346153846157,8105.9,1.2964879537730554,1.1428918170766207,0.2604604822364061,0.12268350106985046,4.8,1.4,6.2,0.6,Jhin-3 Varus-2,EULCS,ADC,5
Aoshi,370.07047410590127,374.53423958490623,1680.2291666666665,17281.25,0.9418345782994402,0.8013519177106052,0.16212617556760206,0.25231771304616224,2.0,1.0,7.5,1.0,Maokai-1 Poppy-1,CBLoL,Top,2
GODV,577.5302750638066,388.37366488690753,2113.7791666666667,4558.922619047619,1.456160113211575,1.2312536725031609,0.2712221127166066,0.19945392667341144,4.75,6.0,6.5,0.5,Ekko-1 Kassadin-1 Syndra-1 Ziggs-1,LPL,Middle,4
Tabzz,418.6890335378037,280.55352201501137,8132.0,3493.5,1.3933118876680877,1.5416861470621277,0.325040583980322,0.11779143947736684,0.0,3.5,1.0,0.0,Jhin-1 Varus-1,EULCS,ADC,2
LetMe,402.2044719738454,384.3262428372549,975.225,12084.0,0.9963206230544398,0.9438529100496451,0.19038179262304233,0.25734959851912526,2.0,1.5,11.5,1.0,Jayce-1 Maokai-1,LPL,Top,2
Score,363.24030332839646,387.78840434335825,1207.7291666666667,15961.25,0.9065235408512566,0.843678504071211,0.17065757690002487,0.29446301625826143,6.25,1.25,4.5,1.0,Elise-1 Kha'zix-2 Rengar-1,LCK,Jungle,4
Xerxe,234.8483480820862,386.1996917911418,393.7692307692308,9906.5,0.5740404603299811,0.5083439670987615,0.09701231042877456,0.14297305069977523,3.0,0.0,13.0,1.0,Ivern-2,EULCS,Jungle,2
Chaser,199.92126463435181,322.59551111384275,2153.3541666666665,18602.825,0.5770748182971588,0.6120445403579944,0.12125706461711135,0.29905972784953133,1.0,2.25,3.25,0.5,Graves-2 Rek'Sai-1 Rengar-1,NALCS,Jungle,4
Ryu,545.4923556673145,381.0106177172182,2593.871666666667,6550.906666666666,1.3862349801017206,1.0850527911809205,0.24332344255849753,0.19776756836702844,3.8,4.2,5.8,0.2,Corki-2 Ekko-1 Jayce-1 Ryze-1,NALCS,Middle,5
Evrot,352.5492834399313,355.6257914751601,4456.4,7257.125,0.947524144146541,0.854558986345161,0.1872444184555666,0.13836230633185143,1.5,2.0,1.0,0.0,Ekko-1 Orianna-1,CBLoL,Middle,2
Nappon,167.38996554160877,328.3296862686567,1115.5833333333333,19096.25,0.49104737594038295,0.5140876260386351,0.0915306090904856,0.2612766551836999,1.5,1.0,4.0,1.0,Ivern-1 Olaf-1,CBLoL,Jungle,2
Athena,614.4835268352117,374.58471918763854,5395.782828282829,7348.7,1.562495331358189,1.184918870331311,0.27413587466484257,0.15927521305378733,2.5,3.5,4.25,0.0,Cassiopeia-1 Corki-2 Orianna-1,LPL,Middle,4
CoreJJ,304.6466144925428,230.5843640739295,5630.75,6110.833333333333,1.243910519599437,1.6065584781038325,0.23742903002285534,0.1265084475462509,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333,Karma-1 Miss Fortune-1 Zyra-1,LCK,Support,3
Ben4,239.66282125876396,293.15780874141444,1886.042803030303,6765.541666666666,0.7537961494689985,0.5801588075614662,0.10720396497601163,0.25876264525247117,2.75,5.0,4.5,0.0,Elise-1 Lee Sin-3,LPL,Jungle,4
Max,258.6064982006501,270.63879954766253,1730.909942182001,11244.333333333334,0.8809140314296209,0.7783311976417044,0.12516706972079292,0.12017893885066143,1.5,0.8333333333333334,7.5,0.6666666666666666,Karma-1 Nautilus-1 Thresh-1 Vel'koz-1 Zilean-1 Zyra-1,LCK,Support,6
Clid,313.32333162256816,326.78385098233736,1882.8212703962702,12688.155555555555,0.9026568139940411,0.9457126931007135,0.1840524441805922,0.2808254513394592,3.5,2.5,5.5,0.6666666666666666,Elise-1 Graves-1 KhaZix-2 Lee Sin-2,LPL,Jungle,6
957,368.39067969330335,333.0509532662407,5917.651515151515,17419.166666666668,1.070063398839904,1.0049943580760627,0.20209826395983788,0.2985545013390131,0.3333333333333333,2.0,5.0,0.3333333333333333,Shen-3,LPL,Top,3
Funny,388.86345016393426,360.92345680562994,2607.3194444444443,9533.666666666666,1.0492436828143759,0.8831905577069497,0.1833770211710865,0.27836579975109876,3.0,4.25,4.5,0.5,Jayce-1 Maokai-2 Shen-1,LPL,Top,4
Sencux,373.37199140172703,353.07042506818703,3033.3125,5370.5,0.9936087307130319,1.1042816029630826,0.2512571794721965,0.15550869199971767,3.0,3.0,2.0,0.0,Corki-1 Ryze-1,EULCS,Middle,2
Bang,405.36591193846544,385.5197685629163,3663.7053571428573,8850.875,1.0257471437462917,1.1552789030969808,0.2440623992150228,0.12061645971678397,2.0,1.25,3.25,0.5,Ashe-1 Caitlyn-1 Jhin-1 Varus-1,LCK,ADC,4
Biofrost,252.92222819137575,262.56807281345596,1271.0116071428572,6113.638888888889,0.9105958012283182,0.7831455717953011,0.12543737886930628,0.1808301816313584,1.25,3.5,6.25,0.5,Miss Fortune-2 Taric-1 Zyra-1,NALCS,Support,4
Djoko,349.6248311712889,322.05461248964093,1602.3333333333333,12912.333333333334,1.0112087650109653,0.9833875327230323,0.19632088100777664,0.2929704887038831,3.3333333333333335,3.0,5.333333333333333,0.3333333333333333,Graves-1 Kha'zix-2,EULCS,Jungle,3
tockers,607.5016231801687,421.65757927808295,2910.0333333333333,8167.5,1.394810997188657,1.4785349407583415,0.336761131715825,0.1691263041823999,3.5,1.5,4.5,1.0,Cassiopeia-1 Corki-1,CBLoL,Middle,2
Tempt,418.8818460683185,326.29313764900974,5614.666666666667,6446.375,1.2168842442428511,1.1001002562385431,0.24492421280122406,0.1652098649413156,1.75,2.75,1.5,0.0,Cassiopeia-1 Corki-1 Taliyah-2,LCK,Middle,4
LirA,311.0188935482812,315.49573951968887,3330.083333333333,18496.25,0.9427392576590008,0.9940587445762507,0.20391436052174916,0.3124868423518733,0.75,1.75,2.5,0.0,Graves-1 Kha'zix-2 Nidalee-1,NALCS,Jungle,4
Spirit,345.59519090541033,348.95115359153743,1356.6320634920635,17430.1,0.9571932141593649,0.8529210048563662,0.16635841874174173,0.27881450057793705,3.8,1.8,6.2,0.8,Graves-2 Kha'zix-1 Olaf-1 Rengar-1,LCK,Jungle,5
Memento,495.8445123307366,295.3627106697679,2290.833333333333,5083.625,1.5774270493944202,1.280295722025353,0.25917843647487365,0.23683087027833644,2.5,4.0,3.5,0.0,Graves-1 Rumble-1,EULCS,Jungle,2
Kid,589.9747670518618,401.87726017025943,1221.017857142857,11974.166666666668,1.4176100889383791,1.073753953851013,0.2177151784417421,0.3152039190349688,7.0,3.0,12.0,1.0,KhaZix-1 Rengar-1,LPL,Jungle,2
Ghost,446.72412554575965,331.79965061677717,4687.40625,6956.008333333333,1.2977397822664014,1.1458484147691992,0.25614472691972734,0.15029026569473436,1.5,3.25,2.25,0.0,Ashe-1 Caitlyn-1 Varus-1 Ziggs-1,LCK,ADC,4
Xpecial,181.0064398081043,219.36984361283663,6159.833333333333,2399.125,0.7787311628958494,0.9132613040883628,0.13437105039251895,0.09651139044885619,0.5,3.5,1.0,0.0,Miss Fortune-1 Zyra-1,NALCS,Support,2
Hylissang,291.77110125299566,298.28973569515097,653.7207792207791,13276.75,0.923230618900533,0.8036192910355118,0.11843907874169365,0.25903143109290916,1.5,1.5,11.0,1.0,Tahm Kench-2,EULCS,Support,2
Naehyun,259.6063598617608,318.92953019159796,5281.0,4044.416666666667,0.7721887819732685,0.8767902338932745,0.20746401374997014,0.17015318492586567,1.0,3.5,0.0,0.0,Corki-1 Taliyah-1,EULCS,Middle,2
Darshan,460.22214360686064,356.6065504025829,1569.5319887955181,15076.966666666665,1.1896909849580877,0.931978045694238,0.20027001464194627,0.2818328359904455,4.0,3.2,7.8,0.4,Gangplank-1 Maokai-2 Shen-2,NALCS,Top,5
Xiyang,332.6375305539401,375.05759159455806,1597.7460317460318,21031.125,0.8569962807381215,0.7754948286795532,0.16684572575670215,0.2526133241391938,3.25,1.0,5.25,0.5,Maokai-1 Poppy-1 Shen-2,LPL,Top,4
RooKie,632.5902780159386,438.556772292354,1026.6100000000001,4354.033333333333,1.389515746818998,1.050534465380282,0.23210794957773273,0.208962106683471,11.0,5.5,11.5,1.0,Katarina-2,LPL,Middle,2
