选手,每分钟对英雄伤害,每分钟金钱,平均每击败需要伤害,平均每死亡承受伤害,伤害金钱比,伤害金钱比（占团队比例）,伤害占团队百分比,承伤占团队百分比,击杀,死亡,助攻,胜率,选取英雄频次,赛区,位置,出场次数
pbO,387.2398535536579,331.1281483588765,7438.142857142857,6489.0,1.1283466482440454,1.1498708397960444,0.2575358936464389,0.14588446498881505,2.0,2.0,2.0,0.0,Caitlyn-1 Varus-1,CBLoL,ADC,2
Stixxay,541.635503545486,362.23773415946687,3780.0892156862747,4415.469047619047,1.4488497086509287,1.1798310167446253,0.2555923475881178,0.13715667353817745,3.8,4.0,7.2,0.4,Ashe-1 Jhin-2 Varus-2,NALCS,ADC,5
WildTurtle,533.8802434561201,375.450657218396,2103.708333333333,5053.6875,1.375730632811506,1.2954402109755092,0.2832080618363427,0.12250469873185943,5.25,2.75,3.25,0.5,Jhin-2 Varus-2,NALCS,ADC,4
Condi,292.86936408977294,328.8641025269542,1648.1000000000001,16157.25,0.8344584158806884,0.7311178159759392,0.14726006288361274,0.3206974764819354,3.0,2.0,4.333333333333333,0.3333333333333333,KhaZix-1 RekSai-1 Rengar-1,LPL,Jungle,3
Trashy,188.68827048167597,280.1265463155953,2214.1666666666665,7619.233333333334,0.6701930289252913,0.7036041235414547,0.12315879239820157,0.28665122100495927,1.0,4.0,2.0,0.0,Kha'zix-2,EULCS,Jungle,2
Expession,377.28923195533287,393.3441618547126,2364.2661616161613,22493.3,0.9286514648974815,0.9133030567889324,0.1985618836959399,0.2731238775199202,2.2,1.2,5.0,0.8,Camille-2 Shen-3,LCK,Top,5
Mlxg,285.5425749863149,351.92959121592,618.7034313725491,18831.0,0.7616413071960694,0.7266574056055306,0.13335365402577598,0.26387529017295674,3.0,0.0,11.5,1.0,Ivern-1 KhaZix-1,LPL,Jungle,2
Ruler,340.3642934701752,369.700334156228,3707.1319444444443,6926.875,0.84886067296296,1.0642752524985604,0.23747691301451185,0.1297227508746454,2.25,1.75,3.0,0.5,Caitlyn-2 Jhin-1 Varus-1,LCK,ADC,4
Kami,361.1946424435637,342.0084206291957,2899.5833333333335,7214.0,1.0113378032859448,1.1764477640657298,0.26731288304825046,0.1865271947953091,2.5,2.5,2.0,0.0,Corki-2,CBLoL,Middle,2
Kabe,418.36459538287,396.1526332229776,2927.4818181818177,17793.708333333332,1.0027338167298334,1.0439649969795213,0.2426416664260017,0.289495592386278,4.166666666666667,1.3333333333333333,4.333333333333333,0.6666666666666666,Camille-1 Maokai-3 Shen-1 Trundle-1,LPL,Top,6
BocaJunior,185.43955490104233,287.1490751241143,652.8125,8697.0,0.6154166827491678,0.595933124253822,0.09469380236104102,0.12615640783833149,2.5,1.0,9.5,1.0,Karma-1 Malzahar-1,CBLoL,Support,2
imp,678.6823471889917,412.72430887591753,3043.1354166666665,8789.208333333334,1.5789046458649871,1.3044824421095598,0.305225536435439,0.16675574728094272,4.0,2.75,6.0,0.5,Caitlyn-1 Ezreal-1 Sivir-2,LPL,ADC,4
XuanXuanPi,416.51455722010724,395.31229089406366,2522.9166666666665,7588.666666666667,1.011631496644407,1.0973962179696428,0.25021293516765014,0.13403877954051507,3.0,1.3333333333333333,3.3333333333333335,0.6666666666666666,Caitlyn-2 Jhin-1,LPL,ADC,3
Hjarnan,630.5504266302446,360.93460923034854,2348.135416666667,3102.7,1.6265588527071109,1.4942948953854052,0.3220926091228476,0.1193866846647941,2.5,4.5,8.5,0.0,Jhin-1 Varus-1,EULCS,ADC,2
meiko,426.5387222078019,287.3976250060344,1928.9389724310774,6479.3,1.4533125146272559,1.1700941500246143,0.18755776767652355,0.1726356454186112,1.8,3.0,9.6,0.4,Miss Fortune-3 TahmKench-1 Zyra-1,LPL,Support,5
Ninja,431.415806284102,335.1926173577585,4462.975,6387.083333333334,1.2221246385167164,1.3008267233487818,0.2817905908222032,0.19991685701384143,2.0,3.25,1.5,0.0,Cassiopeia-1 Jayce-1 Ryze-1 Viktor-1,NALCS,Middle,4
LemonNation,220.4030131150591,275.15597482459907,792.9630952380951,6211.25,0.759022943821914,0.6427495539387851,0.0975416543173134,0.11710264214470065,0.25,2.25,11.25,0.75,Karma-2 Malzahar-2,NALCS,Support,4
Alphari,628.9672153258546,405.2594277615692,2544.3888888888887,14899.333333333334,1.5164044608202318,1.3975998235426434,0.2964464226873145,0.23827430266955857,2.0,2.0,7.0,1.0,Camille-1 Jayce-1,EULCS,Top,2
Minerva,156.01917565548456,254.26171546545237,1530.7083333333335,7306.75,0.579000865017882,0.5864135373824721,0.10307692340634922,0.20441244179990087,1.0,2.5,2.5,0.0,Elise-1 Ivern-1,CBLoL,Jungle,2
SofM,441.9253571085039,335.8995172058393,2529.6055194805194,7781.9,1.229874917158925,0.9847726542162234,0.19439881498311337,0.2945034272991032,4.0,4.75,6.0,0.5,KhaZix-2 Lee Sin-1 RekSai-1,LPL,Jungle,4
V,331.29215274486836,390.2008918083253,1197.5416666666665,29717.5,0.8210199433103935,0.7803714123029146,0.17008616393647352,0.23854738008385898,3.5,1.0,8.0,1.0,Maokai-1 Shen-1,LPL,Top,2
GimGoon,451.1357798020862,343.2269844926188,4180.883333333333,11771.310000000001,1.251527146597039,1.2214541121055353,0.2697441517808451,0.23110856744937083,3.2,3.0,4.2,0.2,Jayce-1 Kled-1 Maokai-2 Poppy-1,LPL,Top,5
juejue,269.592495894638,294.07653978806263,2164.9,7505.133333333333,0.8764160431861057,0.7116813609375878,0.12816633001726183,0.3171529264947649,2.0,5.5,3.0,0.0,Olaf-1 Rengar-1,LPL,Jungle,2
S1mLz,574.8311270438128,393.02895974287634,4619.084615384615,7474.625,1.4048596894187781,1.2344146374711538,0.2743383415118244,0.12605691266382435,3.25,2.25,7.0,0.5,Jhin-3 Varus-1,LPL,ADC,4
Duke,566.4890383262463,412.83424762369805,986.3913043478261,21299.25,1.3135436398885032,0.9891951497103908,0.2062666048154641,0.2476216408948423,4.5,1.0,16.0,1.0,Nautilus-1 Shen-1,LPL,Top,2
Rekkles,319.68378388055294,428.1126416634476,1917.8,7818.277777777777,0.7004225035374608,0.7327416174354618,0.17748610106067467,0.177260238293097,3.3333333333333335,2.3333333333333335,4.333333333333333,0.6666666666666666,Kennen-1 Miss Fortune-1 Sivir-1,EULCS,ADC,3
Shy,320.78423384023614,337.729324810189,2742.527777777778,21142.166666666668,0.9104753485183091,0.7082632928707137,0.14617230127564654,0.24702715437408604,1.0,2.0,4.333333333333333,0.3333333333333333,Poppy-2 Shen-1,LCK,Top,3
Steeelback,400.6724248774121,361.5900572924418,2142.6759259259256,8670.0,1.0943633034131708,0.991600831072167,0.2208776092811626,0.09408694792527528,3.0,0.3333333333333333,4.333333333333333,0.3333333333333333,Jhin-3,EULCS,ADC,3
xiye,579.4339676057025,382.99535598397205,3222.819865319865,8852.966666666667,1.4669733742457443,1.3684190693087281,0.31571115925532894,0.1842118425075888,4.666666666666667,2.3333333333333335,3.3333333333333335,0.3333333333333333,Corki-1 Kassadin-1 LeBlanc-1,LPL,Middle,3
Trick,388.0292833629866,370.58280113223816,2602.02972027972,22379.56666666667,1.0063583894818238,0.9688864632717966,0.1990542842204971,0.3006158987502152,4.0,1.2,5.8,0.8,Elise-1 Graves-1 Kha'zix-2 Rumble-1,EULCS,Jungle,5
Wolf,272.50146334802895,277.58193199262905,1988.0833333333333,12648.5,0.9228906883886041,0.9732971691475116,0.15476439781999177,0.16068436125723534,0.75,1.0,5.0,0.5,Miss Fortune-2 Nami-1 Tahm Kench-1,LCK,Support,4
Arrow,680.0510334131179,377.2511834109134,2836.201587301587,6204.75,1.7368074698436822,1.3167394108160533,0.2921334969269361,0.12581734799714864,5.0,3.4,7.2,0.2,Jhin-1 Varus-4,NALCS,ADC,5
Flaxxish,223.70964005695598,317.06858131566605,1435.5,5281.975,0.6658246733776965,0.536701142681219,0.11619576179740955,0.2786117927122383,0.5,4.5,4.0,0.0,Maokai-1 Trundle-1,EULCS,Top,2
IgNar,187.3671485276246,272.15928602931746,574.3603896103896,4602.375,0.6502675355841261,0.6008490909047248,0.08758787776057628,0.14908617063865504,0.0,3.0,12.5,1.0,Malzahar-1 Zilean-1,EULCS,Support,2
SnowFlower,228.0816618643204,244.31841706560908,1685.2327597402596,6611.412380952381,0.8968629235535488,0.7007508390273516,0.10363213322199542,0.15009822158909278,1.0,4.2,7.6,0.2,Braum-2 Malzahar-1 Miss Fortune-1 Nami-1,LCK,Support,5
Tinowns,478.0996669092765,366.45730556661294,4369.875,12324.0,1.256253967780897,1.3193050922635967,0.32419564561451375,0.13728232428916332,2.0,0.5,2.0,0.0,Azir-2,CBLoL,Middle,2
Jockster,173.8407915757837,266.0727384423527,639.577922077922,7397.0,0.6176815887262752,0.6996318602709576,0.09927689699086355,0.13284744052088845,0.5,1.5,8.5,1.0,Malzahar-2,CBLoL,Support,2
Broxah,138.89052595119486,311.99054256676357,806.7939393939395,9129.133333333333,0.42846914935795355,0.46962385726578865,0.08130908074274631,0.2165355257944025,1.3333333333333333,3.0,8.333333333333334,0.6666666666666666,Ivern-2 Lee Sin-1,EULCS,Jungle,3
Xubin,488.23615949739343,373.0162846656113,5440.926388888889,7075.816666666666,1.2691426837230384,1.2522797998650355,0.3000819471415682,0.16735720365571954,3.0,3.4,3.8,0.2,Caitlyn-3 Jhin-1 Sivir-1,LPL,ADC,5
Hiiva,141.85204458559406,186.4002329418779,3028.75,3044.9464285714284,0.6957273229144916,0.8139766491111491,0.11691212894867202,0.19823117107847502,0.0,5.5,1.0,0.0,Bard-1 Braum-1,EULCS,Support,2
Smeb,447.57301934286227,399.5792191862499,2786.199404761905,16364.125,1.0717956513095763,0.9870103794738687,0.20716535081910237,0.2557572089364816,1.25,1.25,6.25,1.0,Jayce-1 Maokai-1 Rumble-1 Shen-1,LCK,Top,4
CoCo,608.622159871501,414.00550658243225,1817.4532967032967,15116.25,1.4341185331745663,1.3400286794986327,0.3073362182239306,0.159955191497708,4.0,1.5,9.5,1.0,Corki-1 Ryze-1,LPL,Middle,2
Mouse,467.35089535573786,398.84162019689444,2361.0717948717947,10546.625,1.1158438249311255,0.9260272528530082,0.20370075955636957,0.2643030823596502,3.0,2.5,6.25,0.5,Gangplank-1 Jayce-1 Poppy-2,LPL,Top,4
Pobelter,444.95461245414936,439.1736894278096,1638.513392857143,10084.041666666666,0.9639655617874558,1.050512624522419,0.24463289050605008,0.17916612031307272,4.0,1.25,6.25,1.0,Corki-1 Ryze-3,NALCS,Middle,4
Wraith,90.44822256568779,238.60896445131374,418.0,16033.0,0.35600438009490204,0.44330258222555247,0.05654980480074214,0.19107604666960637,0.0,1.0,7.0,1.0,Leona-1,LCK,Support,1
Vizicsacsi,642.9788136464667,452.41568579656723,1461.2987012987014,6489.5,1.3647329363374685,1.1876649478162158,0.26018900884488594,0.2468655641562238,4.5,3.0,8.0,1.0,Gangplank-1 Shen-1,EULCS,Top,2
Envy,585.1396629312801,462.721971378641,1835.5555555555557,8939.0,1.2240943214192666,1.4285225364201508,0.34844458657174926,0.16676439117405994,7.5,1.0,3.5,1.0,Jayce-1 Syndra-1,CBLoL,Middle,2
Froggen,891.7781115368316,447.86025693865304,1814.3320221445222,10141.875,1.9439040576009528,1.5651150739342308,0.36434479729545344,0.1665758501282716,5.25,1.5,12.75,1.0,Corki-3 LeBlanc-1,NALCS,Middle,4
Dardoch,319.17590124011565,376.35216841287564,981.606684981685,26572.8125,0.7996416032365383,0.8723556005667331,0.17598613625624687,0.3648507078398624,4.25,1.25,7.0,1.0,Elise-1 Kha'zix-2 Warwick-1,NALCS,Jungle,4
Sneaky,437.11159247815215,359.0474753381717,2830.5844444444447,4059.79,1.166640459645409,1.1809801599138554,0.24860132774332727,0.16576948132140196,3.2,4.0,5.0,0.6,Ashe-2 Jhin-2 Varus-1,NALCS,ADC,5
Peanut,240.76871355212748,363.4451147514725,1308.4349206349207,18847.6875,0.6333142571248863,0.7063204977759867,0.14262608942428673,0.309551235690425,5.0,1.75,3.0,0.5,Lee Sin-1 Rengar-3,LCK,Jungle,4
mithy,150.74445403194653,246.6235207921549,1841.875036075036,7566.986666666667,0.5952340119492198,0.6006222284692606,0.08498001131211833,0.16803598616237292,0.0,3.0,8.6,0.8,Karma-1 Miss Fortune-1 Nautilus-1 Tahm Kench-2,EULCS,Support,5
GBM,590.6743158520626,351.6792607884938,3479.75,4319.777777777777,1.6168283387671998,1.4342256172701937,0.3102818553636897,0.18179255309675088,3.3333333333333335,4.0,3.0,0.3333333333333333,Cassiopeia-1 LeBlanc-1 Xerath-1,EULCS,Middle,3
Mylon,224.9016018098397,330.9418711358826,1677.4761904761904,9075.583333333334,0.648115444480952,0.753966109077554,0.16673054500049206,0.3022774465646777,1.0,2.5,4.0,0.0,Shen-2,CBLoL,Top,2
Zven,486.58867056281724,395.05659375011516,3076.7240293040295,7387.85,1.1565477043807486,1.1227728665252363,0.2435515806208916,0.11680776861524893,3.4,1.2,5.2,0.8,Jhin-2 Sivir-1 Varus-2,EULCS,ADC,5
Kobbe,426.15941020561695,375.6440765782278,2625.5,4919.583333333334,1.0953772356954241,1.182397047428993,0.2819288846961153,0.11962567459551823,3.5,2.5,2.5,0.0,Caitlyn-1 Jhin-1,EULCS,ADC,2
MaRin,470.8789797645695,369.8565651024991,2276.0077272727276,15131.133333333335,1.2319718239509694,1.0990150962330663,0.22768696230113367,0.2746674321904544,2.6,2.4,6.0,0.8,Camille-1 Maokai-3 Rumble-1,LCK,Top,5
HappyY,570.8208296552773,400.67078552480086,1658.3076923076924,5298.333333333333,1.3790941658137155,1.261871522682269,0.282128461498194,0.13927710843373495,7.0,3.0,6.0,1.0,Varus-1,LPL,ADC,1
takeshi,342.2359398159043,411.89078691356144,2878.985714285714,18692.0,0.8070717116661836,0.790226940385661,0.1756291592521069,0.17242728997726758,3.0,1.0,3.0,1.0,Ryze-2,CBLoL,Middle,2
esA,815.3889496007662,382.7995810019454,3798.7525252525247,5967.833333333334,2.076627692929703,2.083037548850556,0.43209145566756346,0.13356009819139636,2.0,2.5,8.0,1.0,Varus-2,CBLoL,ADC,2
HeaQ,454.36695968576817,319.7237106404058,3257.6,3223.642857142857,1.343086233281476,1.0970382821601825,0.2408794793978798,0.1396062387267482,3.0,4.5,1.0,0.0,Varus-2,EULCS,ADC,2
Tusin,180.76096439776322,271.5980668973204,744.1434065934066,7506.326666666666,0.6213971939084039,0.5454004274338192,0.08476849115484336,0.155364832780773,1.0,2.6,9.0,0.8,Karma-4 Miss Fortune-1,LCK,Support,5
Uzi,513.5288261465431,457.9888280672386,1093.5657894736842,6680.666666666666,1.0819958055819097,1.027925157803415,0.24150223624286743,0.16140153478311398,7.5,2.0,8.0,1.0,Jhin-1 Sivir-1,LPL,ADC,2
ikssu,386.95154205003473,331.67306081392655,1995.713888888889,16088.683333333332,1.1322820629452919,0.9173265366618496,0.17749739243140755,0.3293591748742215,1.5,3.25,8.25,0.25,Maokai-3 Shen-1,LCK,Top,4
Svenskeren,293.6365021104314,330.3204776358021,1286.6027777777776,10342.652777777777,0.8737555151272856,0.7821870679439104,0.15071201628135444,0.2552780769743255,2.5,4.25,6.5,0.5,Graves-2 Ivern-1 Lee Sin-1,NALCS,Jungle,4
Vash,337.6472158291654,347.568930699035,3888.8,8477.583333333334,0.9418403487138125,0.8483360211732083,0.17902307935894307,0.17073863333632003,0.5,2.5,3.5,0.0,Corki-1 Orianna-1,CBLoL,Middle,2
TANK,692.7630931440289,403.98326290690534,5282.8422459893045,7665.5,1.6298518828331532,1.3726588964907094,0.32574320778064325,0.14525128302596213,4.25,2.5,6.5,0.5,Corki-2 Viktor-2,LPL,Middle,4
Jensen,526.1221612154129,418.46963132421524,2287.961627261627,13155.033333333331,1.204583212031761,1.199779731868777,0.2917147033293156,0.18918459878075672,3.8,1.2,6.2,0.6,Cassiopeia-1 Orianna-1 Ryze-2 Taliyah-1,NALCS,Middle,5
PraY,503.04968218615943,399.1901758786727,3648.031385281385,7300.75,1.2052437548986463,1.1765775213565717,0.2601047134498219,0.11031536345427544,1.8,2.0,4.6,0.8,Ashe-3 Varus-2,LCK,ADC,5
xiaohu,466.59311731369326,379.97322381249904,1455.6854700854701,8577.066666666668,1.138499661413155,1.0584726501365884,0.22540232120136858,0.1987797288576361,4.333333333333333,1.6666666666666667,6.666666666666667,0.6666666666666666,Orianna-1 RekSai-1 Syndra-1,LPL,Jungle,3
MorZB,203.3267295656077,252.67960365388367,816.0,3077.875,0.7654868410391211,0.7142739529893712,0.10244989712094896,0.11081359198057544,0.5,4.5,9.5,1.0,Malzahar-1 Zyra-1,LPL,Support,2
Punch,266.47431707685365,294.6266801891874,4127.5633333333335,13056.119999999999,0.8554828780793086,0.8354105145825306,0.15957978155140012,0.26679668518142086,2.6,2.6,2.2,0.2,Elise-1 Graves-2 Kha'zix-1 Lee Sin-1,LCK,Jungle,5
Caps,443.1081349939068,355.39050819629324,1991.99222999223,7291.833333333333,1.1501450210806283,1.212888917661065,0.243179181305227,0.20567758721129006,2.6666666666666665,2.6666666666666665,6.333333333333333,0.6666666666666666,Camille-1 Malzahar-1 Varus-1,EULCS,Middle,3
Lep,317.58771944294597,313.00747092296695,3838.0,22367.75,0.9686461393209591,1.0050247171182876,0.21452638325340906,0.33310816985864367,0.5,2.0,2.5,0.0,Maokai-1 Poppy-1,CBLoL,Top,2
Samux,423.5824523356455,418.04590938381216,1508.8333333333333,4983.0,0.9687618238945537,0.847651082980089,0.1729599221787106,0.1372500275246163,4.0,2.0,5.0,1.0,Jhin-2,EULCS,ADC,2
Key,160.94105546490457,232.67365037787246,1119.0833333333333,6941.430555555555,0.6340630458867925,0.5625097581348589,0.08377486522124215,0.14251801391855456,0.6666666666666666,2.5,7.5,0.3333333333333333,Braum-1 Malzahar-1 Nami-1 Thresh-2 Zyra-1,LCK,Support,6
dyNquedo,517.489214319467,401.6245315984389,2451.345588235294,9012.75,1.2407450226937113,1.1345034414412862,0.2442314010991969,0.13242922992171555,2.5,1.0,8.0,1.0,Cassiopeia-1 Syndra-1,CBLoL,Middle,2
Alone,427.4757674661603,355.8277340455063,2602.611111111111,9585.166666666666,1.1776167933095845,1.0464328664996276,0.22180050283330977,0.10540026779935417,1.6666666666666667,1.0,5.333333333333333,0.6666666666666666,Ezreal-1 Jhin-2,LPL,ADC,3
Apollo,253.4304395138742,324.1161939830355,5723.9375,4992.25,0.7615603774906478,0.7950846659470729,0.16654610203810227,0.11792393465223497,0.75,1.75,1.5,0.0,Ashe-3 Jhin-1,NALCS,ADC,4
Keith,524.4869483791565,385.2270643345716,1259.8949362041467,6971.520833333333,1.314383473238574,1.0419801506897641,0.2124427435533801,0.11629432898733726,4.75,2.0,9.75,1.0,Jhin-3 Varus-1,NALCS,ADC,4
AmazingJ,371.27702971225176,340.6943071059044,4093.965909090909,12673.716666666667,1.047086287336681,0.8540893355042671,0.18008852517234938,0.2686215012993638,2.75,3.0,3.75,0.0,Darius-1 Nautilus-1 Shen-1 Singed-1,LPL,Top,4
Bjergsen,450.6407490809876,378.93155377796455,2101.104166666667,8553.55,1.1321691958022635,1.1030035766779192,0.24386367240061124,0.17611815768996192,2.75,2.5,4.75,0.5,Ekko-1 Jayce-2 Orianna-1,NALCS,Middle,4
Looper,363.0036864055002,362.9292763212487,910.735432330827,7204.783333333334,0.959140175300307,0.7662444004249582,0.1462602937025339,0.2765289061947617,3.25,4.0,11.75,1.0,Nautilus-1 Poppy-1 Singed-2,NALCS,Top,4
micaO,404.63845715312914,429.8786828821243,1034.26875,8060.5,0.9001319151521237,1.026833843882346,0.23134368536753125,0.10744454578826287,3.5,0.5,9.5,1.0,Jhin-2,CBLoL,ADC,2
Ranger,301.8256992440686,362.48011990409697,1021.0526315789473,21669.25,0.8124455048566045,0.7232499392344869,0.1401908405208126,0.37210321417385445,3.0,2.5,9.5,1.0,Lee Sin-1 Rek'Sai-1,CBLoL,Jungle,2
GuGer,279.22770070690973,224.0551894561976,5211.854285714286,5977.55,1.2020563838990608,1.1937138259189486,0.1798449427500398,0.14433478157459967,0.8,2.8,3.6,0.2,Karma-2 Zyra-3,LCK,Support,5
Flandre,305.2984901382158,355.66731074571305,2780.7916666666665,9912.166666666666,0.8178254975002986,0.7097149614626374,0.149217470841751,0.2283513102677144,1.0,3.0,8.75,0.5,Fiora-1 Maokai-1 Nautilus-1 Singed-1,LPL,Top,4
Mo,122.41705865871208,229.96386266516555,951.4513888888888,6209.906249999999,0.4981508347406398,0.4452532834357956,0.06143151365134446,0.20072876761874148,0.25,4.75,9.0,0.5,TahmKench-2 Thresh-2,LPL,Support,4
Hakuho,239.64867997020292,220.38213463557727,3953.0416666666665,7394.625,1.0108591911152485,1.0803306994319342,0.15700885688096242,0.13721704176526792,0.25,2.25,2.75,0.0,Lulu-1 Malzahar-1 Nami-1 Zyra-1,NALCS,Support,4
Matsukaze,357.2053084720317,308.33925805798606,4349.25,6475.5,1.1043813055304377,1.2820083642283535,0.26401369007497627,0.09148559776461271,0.5,0.5,2.5,0.0,Varus-2,CBLoL,ADC,2
Mikyx,224.36609731145438,235.62734703840275,1687.4642857142858,4918.6,0.9060318742723001,0.9594448232779358,0.1468858649245505,0.13370890907678168,0.5,3.5,5.0,0.0,Lulu-1 Malzahar-1,EULCS,Support,2
intruder,211.98443579745918,304.55252918258316,1037.7142857142858,2951.0,0.6642282370153622,0.5464475200010034,0.10590773896308392,0.17352699047395037,1.0,7.0,6.0,0.0,Elise-1,LPL,Jungle,1
sOAZ,518.0446083345302,414.4223379209339,2879.8988095238096,21178.166666666668,1.2276657950035224,1.3126297761815617,0.3049385628487024,0.2687969890432261,3.6666666666666665,2.0,5.0,0.6666666666666666,Gangplank-2 Maokai-1,EULCS,Top,3
Gate,208.55331387973263,293.87134724426676,560.443465909091,4626.333333333333,0.6721522794380173,0.5575342479848321,0.08659250054092028,0.16165847749101803,2.5,3.75,10.75,1.0,Malzahar-3 Tahm Kench-1,NALCS,Support,4
Perkz,564.8151004423898,410.8016378501062,4456.801111111111,8647.466666666665,1.3481251486544976,1.2520455535263098,0.283431435765101,0.136758468716046,4.0,1.0,4.4,0.8,Corki-1 Jayce-2 Orianna-1 Ryze-1,EULCS,Middle,5
firel0li,242.9453931001702,325.096113188597,1204.6666666666667,9364.32,0.6921814115108356,0.5838689391179582,0.1065873469988925,0.2551971128570665,3.6,3.0,6.0,0.4,Elise-3 Lee Sin-2,LPL,Jungle,5
Loop,238.48900470739576,220.28947817721442,3244.916666666667,2817.285714285714,1.0112306397386486,1.171680129024295,0.17559386837919563,0.17076505042881657,0.0,5.0,2.5,0.0,Miss Fortune-1 Zyra-1,CBLoL,Support,2
Mickey,607.879066416982,401.74921409160766,3361.260101010101,7362.811111111111,1.4782753541652784,1.316926108779578,0.32175599352314505,0.21142625451757405,4.833333333333333,3.5,3.8333333333333335,0.3333333333333333,Cassiopeia-1 Corki-4 Ekko-1,LCK,Middle,6
jinjiao,578.7803245542464,335.1297307037004,4355.3085858585855,5012.079761904762,1.638116678167506,1.2666332371715376,0.2656683202862682,0.1440730372336278,2.25,4.25,4.5,0.0,Ashe-1 Caitlyn-1 Varus-2,LPL,ADC,4
Phaxi,439.67926318927937,360.3476604959021,2012.5,7310.083333333333,1.1946884356326064,1.1155432973640027,0.2404834320835769,0.31463881323094156,3.5,5.0,6.5,0.0,Fiora-1 Maokai-1,EULCS,Top,2
SoHwan,325.89890109861454,313.3186813184058,1544.625,7590.4,0.9981421647819063,0.7660657067902507,0.14758856269259252,0.3085327783558793,2.0,5.0,6.0,0.0,Maokai-1,LCK,Top,1
