英雄,位置,每分钟对英雄伤害,每分钟金钱,平均每击败需要伤害,平均每死亡承受伤害,伤害金钱比,伤害金钱比（占团队比例）,伤害占团队百分比,承伤占团队百分比,击杀,死亡,助攻,胜率,BAN,第一轮ban,第二轮ban,PICK,BAN+PICK
Zilean,Middle,373.1150362250556,329.41881364221865,4075.202614379085,12623.555555555555,1.057915022797669,0.890919572944045,0.1885174977969685,0.1844794855796931,1.0,2.0,5.666666666666667,0.0,3,2,1,3,6
Kled,Top,363.4234115163751,337.4129658508266,2310.4898809523806,21477.666666666668,1.0283869667231156,0.9016624911493553,0.18902252210662826,0.3042293544200682,2.3333333333333335,2.3333333333333335,4.166666666666667,0.3333333333333333,0,0,0,6,6
Shen,Top,309.90338599614836,359.8805868675766,2047.084716753834,18609.152106227106,0.8202801686811937,0.7704439095372189,0.16225524640907493,0.29417163056937706,2.269230769230769,2.1923076923076925,5.269230769230769,0.46153846153846156,67,42,25,26,93
Darius,Top,362.1720881423272,440.20986358820545,885.0,22107.0,0.7943247721623861,0.8258259878546735,0.1944857664480357,0.26391691040410675,7.0,0.0,6.0,1.0,0,0,0,1,1
Elise,Jungle,308.5266279410105,344.5496912150359,1675.4023243357815,12617.722435897436,0.8481205508001011,0.7948431058059403,0.1527299921884344,0.26188139347020994,3.1153846153846154,2.576923076923077,5.5,0.6538461538461539,9,2,7,26,35
Ashe,ADC,418.9141063790052,397.9740640208976,2374.34916821274,7697.852380952382,1.0122949163377413,0.9440942261988003,0.2132668699982051,0.12496206716560887,2.742857142857143,1.8571428571428572,6.228571428571429,0.5714285714285714,16,5,11,35,51
Aurelion Sol,Middle,546.028130191084,397.90609108303124,1922.874542124542,9764.75,1.331868536533161,1.1054584698939927,0.23958699845497952,0.19184140418489962,3.75,2.0,6.5,0.75,7,0,7,4,11
Viktor,Middle,566.7730217740129,373.6404773179432,3249.589262371616,9093.666666666668,1.4520793474781097,1.370088804380874,0.31783346820098496,0.15753286836964434,4.2,2.2,4.0,0.4,0,0,0,5,5
Olaf,Top,497.7452355211637,361.3621759737508,6208.583333333334,28612.666666666668,1.3328605654205514,1.2788105822283955,0.28062695531479687,0.3229681651274927,1.5,2.0,2.5,0.5,5,2,3,2,7
Nautilus,Top,343.4022313682072,338.4887587702318,2228.2318803861867,11040.836734693878,0.9770373546844144,0.9269532479268886,0.18427956017186378,0.2336072516308692,1.4285714285714286,2.5,7.25,0.5357142857142857,8,1,7,28,36
Lee Sin,Jungle,234.51567367429737,325.7883772685443,1236.0672642920808,15072.523875661376,0.6806430496014424,0.6912634533416854,0.13246876414584097,0.31028079894087807,3.4722222222222223,2.5833333333333335,5.666666666666667,0.5555555555555556,8,2,6,36,44
Katarina,Middle,196.32588676173773,339.0042870136221,1941.7619047619046,8025.0,0.5611528539043874,0.7535799679245523,0.15341042702032548,0.12752153617169718,2.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,5,0,5,3,8
Ivern,Jungle,143.82000512101746,308.18321729751653,822.1279761904763,7271.854166666667,0.4477747737738345,0.4860108551875216,0.09277602214542739,0.1506422804711474,1.375,1.875,5.625,0.375,13,8,5,8,21
Taric,Support,104.43267776088923,268.34341906182425,354.0,22006.0,0.3733874239350913,0.3114281665158596,0.04591989462970724,0.16223468958958442,0.0,0.0,13.0,1.0,0,0,0,1,1
Zyra,Support,374.21962782723506,261.95473341150955,2085.404689968152,5159.427350427351,1.3507725208651569,1.1656527663047336,0.17854634239656886,0.1355755282722255,1.0769230769230769,3.128205128205128,7.3076923076923075,0.5128205128205128,56,32,24,39,95
Zilean,Support,152.8342674140535,235.292233787218,909.0,4937.5,0.618006993006993,0.5349714526364574,0.07891212143760697,0.12636360728110305,0.0,4.0,7.0,0.0,3,2,1,1,4
Singed,Top,459.79718162241153,338.61849535994315,5026.394444444445,20236.138888888887,1.2982429304716223,0.9523788562776967,0.18806011258788038,0.31748476233105954,0.6666666666666666,3.6666666666666665,8.666666666666666,0.3333333333333333,3,0,3,3,6
Syndra,Middle,510.7450477693709,393.8570579093612,3145.1033923483924,7026.573888888888,1.2468013361603907,1.1961302665478362,0.27360581393780053,0.13903749638137666,3.8666666666666667,2.2666666666666666,4.366666666666666,0.5333333333333333,41,8,33,30,71
Olaf,Jungle,253.65101012168475,313.3363625192196,1902.9494047619046,13949.291666666666,0.7321158725024475,0.6993539901183758,0.13876929201675092,0.33820325256469574,3.5,3.5,3.0,0.5,5,2,3,4,9
Nautilus,Support,139.399786706932,227.81082604456645,1142.4333333333334,11037.875,0.591868083213902,0.6128279418818303,0.08662626484597039,0.16990647923527621,0.0,2.5,4.0,0.5,8,1,7,2,10
Maokai,Top,382.83052938933827,348.3711757589546,2561.8815495958606,17028.34427083333,1.0597331286888663,0.986251955575349,0.201501301337366,0.2947216193167189,2.0,2.453125,6.015625,0.484375,30,13,17,64,94
Nami,Support,150.0218243627559,242.4502282826571,750.4440233195168,7141.522916666666,0.5830649708626412,0.5636971797001675,0.08222821423962222,0.1331395507613024,0.5,2.5416666666666665,9.625,0.4583333333333333,12,0,12,24,36
Morgana,Support,163.4320987654321,279.679012345679,509.15384615384613,8475.0,0.5596516445421493,0.6257979485839965,0.09432268361501411,0.11073509812632294,1.0,0.0,12.0,1.0,0,0,0,1,1
Renekton,Top,487.67171313551034,390.693731725336,2923.803636363636,13689.501666666667,1.1931726125556756,1.161069284829781,0.2707707183469667,0.34349110568115665,3.8,3.2,4.4,0.3,5,0,5,10,15
Ryze,Middle,416.37747650801487,396.0020397722998,2128.563565274595,7848.55931372549,1.0168831919290628,0.9954850804658943,0.2251757911786114,0.1724489275173387,3.323529411764706,2.411764705882353,5.911764705882353,0.47058823529411764,56,38,18,34,90
Malzahar,Middle,400.3850291748214,326.2504285329119,2279.116666666667,6398.333333333333,1.1833864870950674,1.0045271972530472,0.19781385356072603,0.17388644703225847,0.5,3.0,7.5,0.5,62,55,7,2,64
Kog'Maw,ADC,589.5058014616154,424.74430597372134,1143.15,4225.4,1.3470217404112415,0.9979170544734802,0.21794004098946665,0.1593672681190031,6.0,5.0,14.0,1.0,0,0,0,1,1
LeBlanc,Middle,478.6159894188138,366.3185926848754,2639.8939950674326,7941.198958333333,1.253878054623342,1.1812964688675165,0.2580933410292102,0.17331864523031745,3.9375,2.9375,4.5,0.4375,100,93,7,16,116
Alistar,Support,71.37003841229193,208.98847631241998,348.375,7853.333333333333,0.3217873224800831,0.4377698495731461,0.06353729710012766,0.226728128338129,1.0,3.0,7.0,0.0,0,0,0,1,1
Twitch,ADC,178.5863874343212,318.45549738178215,1516.0,4866.0,0.5282229965156794,1.0463211015600438,0.23624746766401744,0.1936022917164001,2.0,2.0,1.0,0.0,0,0,0,1,1
Orianna,Middle,453.8065878504082,387.00724494335884,2824.408418710919,7293.963333333333,1.1189316856576308,1.0957325119339498,0.2553890784685026,0.15096788063246838,3.9,2.3666666666666667,4.433333333333334,0.4666666666666667,11,0,11,30,41
Rek'Sai,Jungle,196.99350033202236,322.96748001507314,1292.7877981667457,17958.539974937343,0.576937203148183,0.5688326825870431,0.1095362178026981,0.3578977346913142,1.5263157894736843,2.9473684210526314,6.0,0.5263157894736842,6,0,6,19,25
Zed,Middle,685.8383349708647,442.2805978814693,1670.4265349729637,8910.366666666667,1.4897211477153873,1.4805700758137732,0.34073560051870916,0.19055024335758244,8.0,2.2857142857142856,5.714285714285714,0.8571428571428571,16,3,13,7,23
Gragas,Top,361.33781579020535,333.9699373157741,3881.0221428571435,13257.697619047622,1.0506735299326044,1.0229298593994842,0.21126334630266289,0.2996522418849317,1.2,3.5,4.5,0.4,0,0,0,10,10
Jayce,Middle,629.2041227535692,379.97601649247736,3987.4300220247587,10334.267543859649,1.5867193644929527,1.4413967353196633,0.3166401530578405,0.16594552631114445,3.6842105263157894,1.6842105263157894,5.052631578947368,0.631578947368421,72,63,9,19,91
Thresh,Support,79.23571024140362,232.12944592223567,672.3925675439516,7466.988235294118,0.31177288756316895,0.31010355775407517,0.043876583243383706,0.1644091256212864,0.5294117647058824,2.588235294117647,6.764705882352941,0.4117647058823529,20,4,16,17,37
Graves,Jungle,381.5602405585714,347.04135608260634,2160.0485077422577,8558.75324074074,1.0481539395652395,0.9271597174820297,0.19133695342167356,0.2424822389453936,3.388888888888889,3.3333333333333335,4.972222222222222,0.4722222222222222,28,18,10,36,64
Jhin,ADC,483.24297330454647,371.56878649628555,2804.7132309247377,8259.96893939394,1.2433407597112944,1.1604554374099552,0.2547698359201084,0.11283541118129013,3.477272727272727,1.4659090909090908,5.340909090909091,0.4772727272727273,19,14,5,88,107
Kayle,Support,72.14257425748289,205.87722772293537,607.2,4215.0,0.33129637712789173,0.282564251005533,0.03877246082525574,0.11548024301536312,0.0,4.0,5.0,0.0,0,0,0,1,1
Caitlyn,ADC,480.13316023382947,398.0427806659304,2941.7690662278897,7085.82049689441,1.1468079732050038,1.08288124186325,0.2529173684785221,0.15528440544294392,3.130434782608696,3.130434782608696,4.695652173913044,0.5652173913043478,16,9,7,23,39
Nidalee,Jungle,224.7725490195367,335.52470588220194,755.395238095238,20876.0,0.6360130956392134,0.6049706120875054,0.11370725094583298,0.31586574884005353,2.0,1.5,9.0,1.0,0,0,0,2,2
Varus,ADC,577.0491369495459,369.05537515471286,4084.391980371051,6167.077906976744,1.504534951081008,1.3627716222202146,0.3002877497173651,0.12050092676026548,2.372093023255814,2.0232558139534884,4.348837209302325,0.3953488372093023,70,67,3,43,113
Zed,Top,389.54171562821443,387.7790834308017,1578.5714285714287,2892.6666666666665,0.9608695652173913,1.0024997454434375,0.21930695034334935,0.17454091997023272,5.0,3.0,2.0,1.0,16,3,13,1,17
Soraka,Support,135.20859005370247,277.14538400988766,347.4583333333333,7083.0,0.46247552873833925,0.41546016431953214,0.0647344877795834,0.1173416831352563,1.0,1.0,11.666666666666666,1.0,3,0,3,3,6
Karma,Support,151.2727905236695,239.02250064829252,965.5061361948908,5832.6575533661735,0.5969116923030807,0.5668579334288606,0.0814597964793112,0.12055137471143341,0.3793103448275862,2.310344827586207,7.827586206896552,0.4827586206896552,14,5,9,58,72
Sivir,ADC,584.1659561013058,435.65679917055445,2766.634292717086,9364.386666666665,1.2937553994020583,1.1542556549003804,0.28251226033280447,0.13798848345567158,3.7333333333333334,2.1333333333333333,6.733333333333333,0.6666666666666666,12,1,11,15,27
Gangplank,Top,725.2066835977645,489.56844398250695,2587.602453102453,8170.000000000001,1.4489149804726509,1.3692813677604831,0.3365412020288365,0.2814304899513001,4.333333333333333,2.6666666666666665,5.666666666666667,1.0,7,2,5,3,10
Rumble,Jungle,515.6327784814517,310.13071025586004,2033.9,8823.3,1.5751302608057087,1.3563253427037203,0.2550319983956195,0.2678504944192285,3.0,4.0,11.0,0.0,18,5,13,2,20
Lulu,Support,98.23722780545307,240.1331741327457,571.0596560846561,5343.666666666667,0.38539896383199523,0.39087926275681834,0.05594257680042635,0.15564950878877262,0.3333333333333333,3.5,6.166666666666667,0.5,3,1,2,6,9
Fiora,Top,416.2445123258646,357.4209093246198,3831.852564102564,10065.883333333335,1.094439608791039,1.079745596067228,0.23423873526444727,0.2725956172783499,2.8,2.2,1.6,0.4,4,0,4,5,9
