比赛日期,比赛,比赛场次,比赛小场,对阵双方,获胜方,比赛时长,一血得主,第一座塔得主,蓝方名称,蓝方ban英雄1,蓝方ban英雄2,蓝方ban英雄3,,蓝方ban英雄4,蓝方ban英雄5,蓝方ban英雄,蓝方总击杀,蓝方击杀大龙,蓝方击杀小龙,蓝方推塔数,蓝方总金钱,红方名称,红方ban英雄1,红方ban英雄2,红方ban英雄3,红方ban英雄4,红方ban英雄5,红方ban英雄6,红方总击杀,红方击杀大龙,红方击杀小龙,红方推塔数,红方总金钱
2017.03.05	,2017职业联赛	,第四周	,第二场	,EDG vs RNG	,RNG	,35分5秒	,RNGMing	,EDG	,EDG	,扭曲树精-茂凯	,虚空掠夺者-卡兹克	,蜘蛛女皇-伊莉丝	,223	,202	,16	,0	,1	,8	,63176	,RNG	,暮光之眼-慎	,惩戒之箭-韦鲁斯	,诡术妖姬-乐芙兰	,81	,51	,12	,0	,3	,3	,58262	
2017.03.05	,2017职业联赛	,第四周	,第一场	,EDG vs RNG	,RNG	,33分16秒	,EDGZet	,EDGZet	,EDG	,法外狂徒-格雷福斯	,未来守护者-杰斯	,虚空掠夺者-卡兹克	,58	,114	,5	,0	,0	,4	,53470	,RNG	,惩戒之箭-韦鲁斯	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,90	,223	,14	,2	,2	,9	,66691	
2017.03.05	,2017职业联赛	,第四周	,第三场	,GT vs LGD	,GT	,39分55秒	,LGDEimy	,LGDImp	,GT	,酒桶-古拉加斯	,皮城女警-凯特琳	,战争女神-希维尔	,42	,0	,24	,1	,2	,11	,74980	,LGD	,符文法师-瑞兹	,未来守护者-杰斯	,诡术妖姬-乐芙兰	,240	,164	,13	,0	,2	,3	,66056	
2017.03.05	,2017职业联赛	,第四周	,第二场	,GT vs LGD	,LGD	,34分20秒	,GTXiaoyu	,LGDFunny	,GT	,诡术妖姬-乐芙兰	,未来守护者-杰斯	,惩戒之箭-韦鲁斯	,240	,57	,16	,1	,3	,10	,69293	,LGD	,天启者-卡尔玛	,酒桶-古拉加斯	,暗黑元首-辛德拉	,61	,68	,10	,0	,0	,2	,54900	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,28分21秒	,GTXiaoyu	,LGDImp	,GT	,机械公敌-兰博	,酒桶-古拉加斯	,扭曲树精-茂凯	,61	,134	,17	,1	,2	,9	,55731	,LGD	,诡术妖姬-乐芙兰	,未来守护者-杰斯	,青钢影-卡蜜尔	,41	,58	,8	,0	,1	,4	,46735	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,50分39秒	,QGDoinb	,OMGWorld6	,QG	,天启者-卡尔玛	,青钢影-卡蜜尔	,惩戒之箭-韦鲁斯	,223	,13	,15	,0	,3	,7	,89201	,OMG	,虚空先知-玛尔扎哈	,荆棘之兴-婕拉	,傲之追猎者-雷恩加尔	,412	,117	,21	,3	,3	,10	,98078	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,51分46秒	,QGAli	,QGDoinb	,QG	,荆棘之兴-婕拉	,虚空先知-玛尔扎哈	,扭曲树精-茂凯	,412	,111	,22	,2	,4	,10	,100484	,OMG	,天启者-卡尔玛	,青钢影-卡蜜尔	,傲之追猎者-雷恩加尔	,7	,223	,13	,1	,2	,3	,89515	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,41分22秒	,IGKidKid	,IGMarge	,WE	,虚空先知-玛尔扎哈	,法外狂徒-格雷福斯	,青钢影-卡蜜尔	,13	,61	,18	,0	,1	,4	,72583	,IG	,未来守护者-杰斯	,诡术妖姬-乐芙兰	,虚空掠夺者-卡兹克	,98	,111	,20	,1	,2	,8	,74757	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,37分26秒	,WEMystic	,IGMarge	,WE	,未来守护者-杰斯	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,60	,76	,24	,1	,3	,11	,73943	,IG	,青钢影-卡蜜尔	,惩戒之箭-韦鲁斯	,虚空掠夺者-卡兹克	,13	,61	,8	,0	,1	,1	,61071	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,36分58秒	,IMAmazingJ	,IMRoad	,VG	,机械公敌-兰博	,未来守护者-杰斯	,暮光之眼-慎	,134	,2	,16	,1	,2	,8	,68621	,IM	,青钢影-卡蜜尔	,傲之追猎者-雷恩加尔	,法外狂徒-格雷福斯	,61	,223	,7	,1	,1	,2	,59179	
2017.03.04	,2017职业联赛	,第四周	,第一场	,VG vs IM	,IM	,41分37秒	,VGHetong	,VG	,VG	,虚空先知-玛尔扎哈	,扭曲树精-茂凯	,诡术妖姬-乐芙兰	,111	,122	,7	,0	,2	,3	,68138	,IM	,机械公敌-兰博	,未来守护者-杰斯	,暮光之眼-慎	,134	,15	,14	,1	,3	,9	,78600	
2017.03.03	,2017职业联赛	,第四周	,第三场	,RNG vs GT	,RNG	,31分28秒	,RNGXiaohu	,RNGUzi	,RNG	,未来守护者-杰斯	,虚空先知-玛尔扎哈	,青钢影-卡蜜尔	,240	,223	,16	,1	,2	,10	,64113	,GT	,暗黑元首-辛德拉	,诡术妖姬-乐芙兰	,法外狂徒-格雷福斯	,51	,202	,3	,1	,1	,1	,49720	
2017.03.03	,2017职业联赛	,第四周	,第二场	,RNG vs GT	,RNG	,34分55秒	,GTWest	,GT	,RNG	,暗黑元首-辛德拉	,法外狂徒-格雷福斯	,未来守护者-杰斯	,57	,412	,10	,0	,1	,3	,55692	,GT	,青钢影-卡蜜尔	,虚空先知-玛尔扎哈	,诡术妖姬-乐芙兰	,223	,98	,20	,1	,3	,10	,66348	
2017.03.03	,2017职业联赛	,第四周	,第三场	,LGD vs EDG	,EDG	,42分21秒	,LGDIntruder	,LGD	,LGD	,诡术妖姬-乐芙兰	,未来守护者-杰斯	,青钢影-卡蜜尔	,13	,134	,10	,0	,1	,3	,68908	,EDG	,法外狂徒-格雷福斯	,惩戒之箭-韦鲁斯	,傲之追猎者-雷恩加尔	,60	,421	,31	,2	,4	,11	,87699	
2017.03.03	,2017职业联赛	,第四周	,第二场	,LGD vs EDG	,EDG	,26分50秒	,EDGScout	,LGD	,LGD	,机械公敌-兰博	,法外狂徒-格雷福斯	,傲之追猎者-雷恩加尔	,60	,42	,18	,1	,3	,11	,56889	,EDG	,诡术妖姬-乐芙兰	,惩戒之箭-韦鲁斯	,未来守护者-杰斯	,13	,69	,3	,0	,0	,0	,38820	
2017.03.03	,2017职业联赛	,第四周	,第一场	,LGD vs EDG	,LGD	,33分44秒	,LGDIntruder	,LGDGodV	,LGD	,诡术妖姬-乐芙兰	,未来守护者-杰斯	,青钢影-卡蜜尔	,69	,13	,14	,1	,3	,11	,66468	,EDG	,虚空先知-玛尔扎哈	,惩戒之箭-韦鲁斯	,傲之追猎者-雷恩加尔	,143	,61	,7	,0	,1	,1	,52687	
2017.03.03	,2017职业联赛	,第四周	,第一场	,RNG vs GT	,GT	,45分55秒	,RNGMlxg	,GTXiaoyu	,RNG	,符文法师-瑞兹	,青钢影-卡蜜尔	,未来守护者-杰斯	,68	,41	,17	,0	,3	,4	,79980	,GT	,暗黑元首-辛德拉	,诡术妖姬-乐芙兰	,法外狂徒-格雷福斯	,21	,117	,21	,2	,2	,11	,88371	
2017.03.02	,2017职业联赛	,第四周	,第一场	,IG vs Newbee	,IG	,29分33秒	,IGKidKid	,IGMarge	,IG	,符文法师-瑞兹	,青钢影-卡蜜尔	,虚空掠夺者-卡兹克	,61	,202	,15	,1	,2	,11	,59692	,Newbee	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,惩戒之箭-韦鲁斯	,69	,60	,5	,0	,0	,1	,46095	
2017.03.02	,2017职业联赛	,第四周	,第二场	,Snake vs WE	,WE	,29分12秒	,WExiye	,WECondi	,Snake	,发条魔灵-奥莉安娜	,青钢影-卡蜜尔	,虚空先知-玛尔扎哈	,114	,85	,11	,1	,2	,9	,56682	,WE	,傲之追猎者-雷恩加尔	,诡术妖姬-乐芙兰	,惩戒之箭-韦鲁斯	,21	,69	,2	,0	,1	,1	,43983	
2017.03.02	,2017职业联赛	,第四周	,第一场	,Snake vs WE	,WE	,37分10秒	,WExiye	,SSOhq	,Snake	,虚空先知-玛尔扎哈	,傲之追猎者-雷恩加尔	,诡术妖姬-乐芙兰	,79	,13	,10	,1	,3	,3	,63495	,WE	,惩戒之箭-韦鲁斯	,戏命师-烬	,青钢影-卡蜜尔	,412	,61	,18	,0	,1	,10	,70073	
2017.03.02	,2017职业联赛	,第四周	,第二场	,IG vs Newbee	,IG	,29分44秒	,IGMegan	,IGRookie	,IG	,诡术妖姬-乐芙兰	,荆棘之兴-婕拉	,未来守护者-杰斯	,69	,134	,8	,0	,0	,2	,48064	,Newbee	,青钢影-卡蜜尔	,符文法师-瑞兹	,惩戒之箭-韦鲁斯	,21	,117	,14	,1	,3	,11	,60110	
2017.02.19	,2017职业联赛	,第三周	,第二场	,RNG vs LGD	,RNG	,34分12秒	,RNGMlxg	,RNGLetme	,RNG	,惩戒之箭-韦鲁斯	,未来守护者-杰斯	,诡术妖姬-乐芙兰	,60	,57	,5	,1	,0	,2	,54485	,LGD	,皮城女警-凯特琳	,青钢影-卡蜜尔	,傲之追猎者-雷恩加尔	,61	,134	,18	,0	,3	,9	,66776	
2017.02.19	,2017职业联赛	,第三周	,第一场	,RNG vs LGD	,RNG	,25分28秒	,RNGLetme	,RNGUzi	,RNG	,皮城女警-凯特琳	,战争女神-希维尔	,虚空掠夺者-卡兹克	,22	,81	,13	,1	,2	,11	,53138	,LGD	,青钢影-卡蜜尔	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,13	,143	,4	,0	,0	,2	,38133	
2017.02.19	,2017职业联赛	,第三周	,第二场	,IM vs IG	,IG	,43分40秒	,IGDuke	,IGMarge	,IM	,虚空先知-玛尔扎哈	,符文法师-瑞兹	,虚空掠夺者-卡兹克	,61	,110	,18	,1	,2	,10	,83627	,IG	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,盲僧-李青	,134	,202	,10	,1	,3	,4	,73692	
2017.02.19	,2017职业联赛	,第三周	,第一场	,IM vs IG	,IG	,63分21秒	,IGMegan	,IMJinjiao	,IM	,蜘蛛女皇-伊莉丝	,诡术妖姬-乐芙兰	,虚空掠夺者-卡兹克	,134	,126	,11	,0	,2	,8	,102939	,IG	,青钢影-卡蜜尔	,暮光之眼-慎	,傲之追猎者-雷恩加尔	,143	,223	,25	,4	,5	,9	,121359	
2017.02.19	,2017职业联赛	,第三周	,第二场	,Snake vs OMG	,OMG	,29分3秒	,SSMint	,OMGIcon	,Snake	,虚空掠夺者-卡兹克	,狂暴之心-凯南	,青钢影-卡蜜尔	,69	,42	,9	,1	,3	,9	,56522	,OMG	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,暮光之眼-慎	,104	,13	,4	,0	,0	,1	,46494	
2017.02.19	,2017职业联赛	,第三周	,第一场	,Snake vs OMG	,OMG	,42分36秒	,SSTank	,SSSofM	,Snake	,暮光之眼-慎	,荆棘之兴-婕拉	,诡术妖姬-乐芙兰	,202	,134	,9	,0	,1	,4	,71927	,OMG	,傲之追猎者-雷恩加尔	,青钢影-卡蜜尔	,虚空掠夺者-卡兹克	,114	,85	,21	,2	,4	,10	,83247	
2017.02.18	,2017职业联赛	,第三周	,第二场	,GT vs Newbee	,GT	,40分50秒	,GTGimgoon	,GTXubin	,GT	,诡术妖姬-乐芙兰	,惩戒之箭-韦鲁斯	,符文法师-瑞兹	,134	,69	,8	,0	,1	,5	,65327	,Newbee	,虚空掠夺者-卡兹克	,傲之追猎者-雷恩加尔	,青钢影-卡蜜尔	,98	,57	,19	,2	,2	,10	,77111	
2017.02.18	,2017职业联赛	,第三周	,第一场	,GT vs Newbee	,GT	,65分49秒	,GTXubin	,NBLwx	,GT	,虚空掠夺者-卡兹克	,暮光之眼-慎	,傲之追猎者-雷恩加尔	,60	,427	,21	,3	,4	,11	,117835	,Newbee	,青钢影-卡蜜尔	,诡术妖姬-乐芙兰	,符文法师-瑞兹	,81	,51	,26	,2	,3	,7	,118881	
2017.02.18	,2017职业联赛	,第三周	,第二场	,EDG vs QG	,EDG	,44分4秒	,QGKabe	,QG	,EDG	,未来守护者-杰斯	,暗黑元首-辛德拉	,荆棘之兴-婕拉	,21	,223	,9	,0	,2	,3	,73737	,QG	,青钢影-卡蜜尔	,傲之追猎者-雷恩加尔	,天启者-卡尔玛	,98	,64	,18	,2	,3	,11	,83588	
2017.02.18	,2017职业联赛	,第三周	,第一场	,EDG vs QG	,EDG	,47分20秒	,EDGFireloli	,EDGFireloli	,EDG	,符文法师-瑞兹	,青钢影-卡蜜尔	,傲之追猎者-雷恩加尔	,43	,412	,19	,2	,3	,11	,92678	,QG	,未来守护者-杰斯	,暗黑元首-辛德拉	,惩戒之箭-韦鲁斯	,22	,202	,13	,1	,2	,7	,84231	
2017.02.18	,2017职业联赛	,第三周	,第三场	,WE vs VG	,WE	,39分57秒	,WEMystic	,WEMystic	,WE	,翠神-艾翁	,狂战士-奥拉夫	,未来守护者-杰斯	,143	,223	,22	,2	,4	,10	,78706	,VG	,傲之追猎者-雷恩加尔	,青钢影-卡蜜尔	,诡术妖姬-乐芙兰	,81	,51	,13	,0	,0	,1	,64781	
2017.02.18	,2017职业联赛	,第三周	,第二场	,WE vs VG	,WE	,35分48秒	,WECondi	,VG	,WE	,皮城女警-凯特琳	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,13	,121	,2	,0	,0	,3	,56459	,VG	,翠神-艾翁	,未来守护者-杰斯	,青钢影-卡蜜尔	,143	,98	,13	,2	,4	,10	,70223	
2017.02.18	,2017职业联赛	,第三周	,第一场	,WE vs VG	,VG	,37分25秒	,WEMystic	,VGBengi	,WE	,翠神-艾翁	,虚空先知-玛尔扎哈	,狂战士-奥拉夫	,69	,134	,6	,0	,2	,2	,58798	,VG	,傲之追猎者-雷恩加尔	,青钢影-卡蜜尔	,诡术妖姬-乐芙兰	,202	,51	,20	,2	,1	,11	,74732	
2017.02.17	,2017职业联赛	,第三周	,第二场	,Snake vs LGD	,LGD	,42分19秒	,LGDEimy	,Snake	,Snake	,惩戒之箭-韦鲁斯	,虚空先知-玛尔扎哈	,狂暴之心-凯南	,42	,223	,25	,1	,1	,10	,80239	,LGD	,傲之追猎者-雷恩加尔	,未来守护者-杰斯	,翠神-艾翁	,61	,143	,23	,2	,4	,5	,78817	
2017.02.17	,2017职业联赛	,第三周	,第一场	,Snake vs LGD	,LGD	,38分28秒	,SSZzr	,SSZzr	,Snake	,未来守护者-杰斯	,翠神-艾翁	,虚空先知-玛尔扎哈	,245	,7	,15	,1	,3	,6	,74183	,LGD	,傲之追猎者-雷恩加尔	,青钢影-卡蜜尔	,虚空掠夺者-卡兹克	,42	,134	,14	,1	,1	,7	,71510	
2017.02.17	,2017职业联赛	,第三周	,第二场	,RNG vs IG	,RNG	,30分31秒	,RNGMlxg	,RNGMlxg	,RNG	,皮城女警-凯特琳	,戏命师-烬	,虚空先知-玛尔扎哈	,22	,15	,8	,0	,0	,1	,48665	,IG	,傲之追猎者-雷恩加尔	,诡术妖姬-乐芙兰	,虚空掠夺者-卡兹克	,21	,223	,20	,1	,3	,11	,64499	
2017.02.17	,2017职业联赛	,第三周	,第三场	,RNG vs IG	,RNG	,25分20秒	,RNGUzi	,RNG	,RNG	,虚空掠夺者-卡兹克	,蜘蛛女皇-伊莉丝	,诡术妖姬-乐芙兰	,21	,223	,14	,1	,3	,11	,51901	,IG	,皮城女警-凯特琳	,傲之追猎者-雷恩加尔	,符文法师-瑞兹	,61	,15	,5	,0	,0	,2	,38191	
2017.02.17	,2017职业联赛	,第三周	,第一场	,RNG vs IG	,RNG	,29分22秒	,IGKidKid	,IGKidKid	,RNG	,暮光之眼-慎	,诡术妖姬-乐芙兰	,傲之追猎者-雷恩加尔	,13	,58	,6	,0	,1	,2	,47509	,IG	,皮城女警-凯特琳	,戏命师-烬	,虚空掠夺者-卡兹克	,427	,2	,15	,1	,2	,7	,57846	
2017.02.16	,2017职业联赛	,第三周	,第二场	,WE vs GT	,WE	,31分39秒	,GTRepublic	,WEMystic	,WE	,暮光之眼-慎	,扭曲树精-茂凯	,傲之追猎者-雷恩加尔	,13	,110	,11	,0	,0	,3	,51265	,GT	,未来守护者-杰斯	,青钢影-卡蜜尔	,虚空先知-玛尔扎哈	,85	,60	,22	,1	,3	,9	,63589	
2017.02.16	,2017职业联赛	,第三周	,第一场	,WE vs GT	,WE	,31分26秒	,WExiye	,WEMystic	,WE	,未来守护者-杰斯	,符文法师-瑞兹	,青钢影-卡蜜尔	,223	,85	,16	,1	,4	,11	,61491	,GT	,暮光之眼-慎	,扭曲树精-茂凯	,圣锤之毅-波比	,38	,134	,11	,0	,0	,1	,48648	
2017.02.16	,2017职业联赛	,第三周	,第三场	,Newbee vs QG	,Newbee	,32分54秒	,NBCoco	,Newbee	,Newbee	,天启者-卡尔玛	,符文法师-瑞兹	,诡术妖姬-乐芙兰	,69	,134	,11	,0	,2	,11	,60456	,QG	,荆棘之兴-婕拉	,虚空先知-玛尔扎哈	,傲之追猎者-雷恩加尔	,421	,60	,1	,1	,1	,3	,49965	
2017.02.16	,2017职业联赛	,第三周	,第二场	,Newbee vs QG	,QG	,25分20秒	,NBSwift	,Newbee	,Newbee	,荆棘之兴-婕拉	,虚空先知-玛尔扎哈	,未来守护者-杰斯	,110	,42	,22	,1	,1	,10	,54859	,QG	,符文法师-瑞兹	,青钢影-卡蜜尔	,河流之王-塔姆	,69	,134	,4	,0	,2	,0	,36299	
2017.02.16	,2017职业联赛	,第三周	,第一场	,Newbee vs QG	,Newbee	,41分29秒	,QGKabe	,QG	,Newbee	,天启者-卡尔玛	,符文法师-瑞兹	,青钢影-卡蜜尔	,15	,412	,19	,1	,3	,8	,74909	,QG	,荆棘之兴-婕拉	,虚空先知-玛尔扎哈	,惩戒之箭-韦鲁斯	,223	,201	,14	,0	,1	,3	,66601	
2017.02.12	,2017职业联赛	,第二周	,第三场	,WE vs QG	,QG	,57分12秒	,WECondi	,WEMystic	,WE	,扭曲树精-茂凯	,符文法师-瑞兹	,青钢影-卡蜜尔	,42	,126	,16	,0	,4	,9	,98089	,QG	,荆棘之兴-婕拉	,虚空先知-玛尔扎哈	,傲之追猎者-雷恩加尔	,21	,412	,17	,3	,2	,8	,99795	
2017.02.12	,2017职业联赛	,第二周	,第二场	,WE vs QG	,QG	,35分4秒	,QGKabe	,QGKabe	,WE	,荆棘之兴-婕拉	,虚空先知-玛尔扎哈	,未来守护者-杰斯	,7	,21	,10	,0	,2	,9	,66154	,QG	,青钢影-卡蜜尔	,虚空掠夺者-卡兹克	,傲之追猎者-雷恩加尔	,110	,22	,4	,1	,2	,2	,56140	
